 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Adeliana;Druide;21582;21666;21602;Griff des alten Gottes;Sarturas Macht;Vollstreckungsarmschienen der Qiraji;
Auxeroise;Druide;21620;21620;21620;Ring des Märtyrers;Ring des Märtyrers;Ring des Märtyrers;
Nerethil;Druide;21221;21221;21221;Auge von C'Thun;Auge von C'Thun;Auge von C'Thun;
Octa;Druide;0;21586;21701;;Gürtel der endlosen Pein;Umhang des geballten Hasses;
Snow;Druide;21602;21602;21602;Vollstreckungsarmschienen der Qiraji;Vollstreckungsarmschienen der Qiraji;Vollstreckungsarmschienen der Qiraji;
Deltana;Hexenmeister;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Joi;Hexenmeister;20875;20730;20736;Götze der Nacht;Formel: Handschuhe - Heilkraft;Formel: Umhang - Ausweichen;
Twarves;Hexenmeister;21608;21608;21608;Amulett von Vek'nilash;Amulett von Vek'nilash;Amulett von Vek'nilash;
Vetron;Hexenmeister;0;21237;20735;;Imperiale Qirajiinsignie;Formel: Umhang - Feingefühl;
Wilfried;Hexenmeister;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Fowen;Jäger;21670;20929;21673;Abzeichen der Schwarmwache;Knochenpanzer des alten Gottes;Silithidenklaue;
Harime;Krieger;0;21650;21581;;Uralter Qirajizerfetzer;Stulpen der Vernichtung;
Ippok;Krieger;20875;22732;21134;Götze der Nacht;Mal von C'Thun;Dunkle Schneide des Irrsinns;
Ozzi;Krieger;0;20929;20926;;Knochenpanzer des alten Gottes;Vek'nilashs Reif;
Perlenpaula;Krieger;20875;21604;20874;Götze der Nacht;Armreifen der königlichen Erlösung;Götze der Sonne;
Saturo;Krieger;21602;21701;20725;Vollstreckungsarmschienen der Qiraji;Umhang des geballten Hasses;Nexuskristall;
Saturo;Krieger;0;0;0;;;;
Tensorr;Krieger;0;21618;21652;;Handgelenksschutz des Schwarmbauentweihers;Brustschutz aus Silithidenknochenpanzer;
Thorgrimmson;Krieger;21837;21134;21579;Kriegshammer des Anubisath;Dunkle Schneide des Irrsinns;Bezwungene Tentakel von C'Thun;
Zimzarek;Krieger;0;0;0;;;;
Cleola;Magier;21597;20735;20876;Königliches Szepter von Vek'lor;Formel: Umhang - Feingefühl;Götze des Todes;
Excelsion;Magier;0;0;0;;;;
Excelsion;Magier;4601;21836;21611;Weiches Bananenbrot;Ritssyns Ring des Chaos;Armschienen des Wühlers;
Hikii;Magier;21603;21891;21836;Zauberstab des Qirajiadels;Splitter des gefallenen Sterns;Ritssyns Ring des Chaos;
Kera;Magier;20875;5760;16253;Götze der Nacht;Eterniumschließkassette;Formel: Brust - Große Werte;
Magegnom;Magier;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Babuna;Paladin;21620;21620;21620;Ring des Märtyrers;Ring des Märtyrers;Ring des Märtyrers;
Cromos;Paladin;21620;21604;21609;Ring des Märtyrers;Armreifen der königlichen Erlösung;Vek'nilashs Gürtel der Regeneration;
Pallaxia;Paladin;21836;21269;21025;Ritssyns Ring des Chaos;Gesegneter Qirajischild;Rezept: Dirges abgefahrene Chimaerokkoteletts;
Kadyía;Priester;0;21663;0;;Roben des Schutzheiligen;;
Kerwin;Priester;20875;13493;5760;Götze der Nacht;Rezept: Großes Arkanelixier;Eterniumschließkassette;
Medinait;Priester;22731;22731;22731;Umhang des Verschlungenen;Umhang des Verschlungenen;Umhang des Verschlungenen;
Sinftw;Priester;20735;20726;20727;Formel: Umhang - Feingefühl;Formel: Handschuhe - Bedrohung;Formel: Handschuhe - Schattenmacht;
Solax;Priester;21583;21583;21583;Umhang der Klarsicht;Umhang der Klarsicht;Umhang der Klarsicht;
Yunnchen;Priester;21839;21839;21839;Szepter des falschen Propheten;Szepter des falschen Propheten;Szepter des falschen Propheten;
Björh;Schurke;21586;21126;21701;Gürtel der endlosen Pein;Stich des Todes;Umhang des geballten Hasses;
Emergencydoc;Schurke;23570;23570;23570;Jom Gabbar;Jom Gabbar;Jom Gabbar;
Evoluna;Schurke;0;21650;20929;-;Uralter Qirajizerfetzer;Knochenpanzer des alten Gottes;
Jôncenà;Schurke;21672;21602;21126;Handschuhe der Vollstreckung;Vollstreckungsarmschienen der Qiraji;Stich des Todes;
Schleicherin;Schurke;0;21232;20928;DIE BESTE!!!!!!! DIE BESTE!!!!!;Imperiale Qirajiwaffe;Befehlsbindungen der Qiraji;
Thrillseeker;Schurke;20875;21126;21670;Götze der Nacht;Stich des Todes;Abzeichen der Schwarmwache;
