 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Adeliana;Druide;7807;21604;21617;Schokoriegel;Armreifen der königlichen Erlösung;Wespenhautstulpen;
Auxeroise;Druide;21620;21620;21620;Ring des Märtyrers;Ring des Märtyrers;Ring des Märtyrers;
Nerethil;Druide;21666;21604;21609;Sartura's Might;Bracelets of Royal Redemption;Regenerating Belt of Vek'nilash;
Octa;Druide;0;21237;21701;;Imperiale Qirajiinsignie;Umhang des geballten Hasses;
Orimara;Druide;21237;21604;21601;Imperiale Qirajiinsignie;Armreifen der königlichen Erlösung;Ring des Imperators Vek'lor;
Snow;Druide;21602;21605;21639;Vollstreckungsarmschienen der Qiraji;Handschuhe des verborgenen Tempels;Schulterstücke des Unerbittlichen;
Buffin;Hexenmeister;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Deltana;Hexenmeister;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Faizi;Hexenmeister;21597;21597;21597;Königliches Szepter von Vek'lor;Königliches Szepter von Vek'lor;Königliches Szepter von Vek'lor;
Ramoni;Hexenmeister;21597;21597;21597;Königliches Szepter von Vek'lor;Königliches Szepter von Vek'lor;Königliches Szepter von Vek'lor;
Twarves;Hexenmeister;21608;21608;21608;Amulett von Vek'nilash;Amulett von Vek'nilash;Amulett von Vek'nilash;
Wilfried;Hexenmeister;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Zyandra;Hexenmeister;0;20926;20932;;Vek'nilashs Reif;Dominanzbindungen der Qiraji;
Shadowsniper;Jäger;0;21596;21670;;Ring des Göttertöters;Abzeichen der Schwarmwache;
Gyatt;Krieger;0;21688;21692;;Stiefel des gefallenen Helden;Triadengurt;
Ippok;Krieger;20875;21708;21134;Götze der Nacht;Handgelenksschutz aus Käferschuppen;Dunkle Schneide des Irrsinns;
Pepperoni;Krieger;21581;21581;21581;Stulpen der Vernichtung;Stulpen der Vernichtung;Stulpen der Vernichtung;
Perlenpaula;Krieger;20875;21664;20874;Götze der Nacht;Stachelhalsschmuck;Götze der Sonne;
Reyna;Krieger;21664;21618;21674;Stachelhalsschmuck;Handgelenksschutz des Schwarmbauentweihers;Stulpen der festen Entschlossenheit;
Saturo;Krieger;21602;21667;21704;Vollstreckungsarmschienen der Qiraji;Beinplatten des flammenden Lichts;Stiefel der widerrufenen Prophezeiung;
Skadi;Krieger;21677;21604;21664;Ring des Qirajizorns;Armreifen der königlichen Erlösung;Stachelhalsschmuck;
Thorgrimmson;Krieger;21837;22732;23557;Kriegshammer des Anubisath;Mal von C'Thun;Larve des großen Wurms;
Yppolitta;Krieger;21677;21814;21664;Ring des Qirajizorns;Brustplatte der Vernichtung;Stachelhalsschmuck;
Arie;Magier;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Julius;Magier;21221;21221;21221;Auge von C'Thun;Auge von C'Thun;Auge von C'Thun;
Kera;Magier;21608;21647;16253;Amulett von Vek'nilash;Fetisch des Sandhäschers;Formel: Brust - Große Werte;
Lillianvoss;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Magegnom;Magier;0;21237;21676;;Imperiale Qirajiinsignie;Gamaschen des faulenden Schwarms;
Babuna;Paladin;21582;21582;21582;Griff des alten Gottes;Griff des alten Gottes;Griff des alten Gottes;
Bubblesuri;Paladin;0;21701;21618;awd;Umhang des geballten Hasses;Handgelenksschutz des Schwarmbauentweihers;
Cromos;Paladin;21620;21604;21663;Ring des Märtyrers;Armreifen der königlichen Erlösung;Roben des Schutzheiligen;
Brasok;Priester;16253;21600;22731;Formel: Brust - Große Werte;Stiefel der göttlichen Erscheinung;Umhang des Verschlungenen;
Jandura;Priester;21582;21582;21582;Griff des alten Gottes;Griff des alten Gottes;Griff des alten Gottes;
Medinait;Priester;22731;22731;22731;Umhang des Verschlungenen;Umhang des Verschlungenen;Umhang des Verschlungenen;
Solax;Priester;21583;21583;21583;Umhang der Klarsicht;Umhang der Klarsicht;Umhang der Klarsicht;
Yunnchen;Priester;21839;21839;21839;Szepter des falschen Propheten;Szepter des falschen Propheten;Szepter des falschen Propheten;
Bloodwolf;Schurke;23570;21672;21664;Jom Gabbar;Handschuhe der Vollstreckung;Stachelhalsschmuck;
Kartell;Schurke;21586;21586;21586;Gürtel der endlosen Pein;Gürtel der endlosen Pein;Gürtel der endlosen Pein;
Ripley;Schurke;21650;21701;21602;Uralter Qirajizerfetzer;Umhang des geballten Hasses;Vollstreckungsarmschienen der Qiraji;
Selindra;Schurke;21672;21602;20929;Handschuhe der Vollstreckung;Vollstreckungsarmschienen der Qiraji;Knochenpanzer des alten Gottes;
Thrillseeker;Schurke;21672;23570;21126;Handschuhe der Vollstreckung;Jom Gabbar;Stich des Todes;
