 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Auxeroise;Druide;21604;21237;21701;Armreifen der königlichen Erlösung;Imperiale Qirajiinsignie;Umhang des geballten Hasses;
Buffin;Hexenmeister;20875;21237;21707;Götze der Nacht;Imperiale Qirajiinsignie;Ring des wirren Gedankens;
Deltana;Hexenmeister;16253;20735;20726;Formel: Brust - Große Werte;Formel: Umhang - Feingefühl;Formel: Handschuhe - Bedrohung;
Faizi;Hexenmeister;22731;22731;22731;Umhang des Verschlungenen;Umhang des Verschlungenen;Umhang des Verschlungenen;
Giftpilz;Hexenmeister;21608;21608;21608;Amulett von Vek'nilash;Amulett von Vek'nilash;Amulett von Vek'nilash;
Javi;Hexenmeister;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Joi;Hexenmeister;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Ramoni;Hexenmeister;21237;21622;21321;Imperiale Qirajiinsignie;Geschärfter Silithidenknochen;Roter Qirajiresonanzkristall;
Shadowsniper;Jäger;23570;21626;21673;Jom Gabbar;Schleimbeschichtete Gamaschen;Silithidenklaue;
Âmbition;Krieger;23557;21620;21691;Larve des großen Wurms;Ring des Märtyrers;Brühschlammige Stulpen;
Chesney;Krieger;21701;21688;20928;Umhang des geballten Hasses;Stiefel des gefallenen Helden;Befehlsbindungen der Qiraji;
Evocíance;Krieger;21221;21221;21221;Auge von C'Thun;Auge von C'Thun;Auge von C'Thun;
Pepperoni;Krieger;21581;21581;21581;Stulpen der Vernichtung;Stulpen der Vernichtung;Stulpen der Vernichtung;
Shandra;Krieger;22632;21837;21134;Atiesh, Hohestab des Wächters;Kriegshammer des Anubisath;Dunkle Schneide des Irrsinns;
Skadi;Krieger;22732;21674;21126;Mal von C'Thun;Stulpen der festen Entschlossenheit;Stich des Todes;
Thorgrimmson;Krieger;21677;22732;21691;Ring des Qirajizorns;Mal von C'Thun;Brühschlammige Stulpen;
Tyrael;Krieger;0;20927;20875;;Ouros intakte Haut;Götze der Nacht;
Zimzarek;Krieger;21126;21602;20725;Stich des Todes;Vollstreckungsarmschienen der Qiraji;Nexuskristall;
Arie;Magier;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Cleola;Magier;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Hikii;Magier;21608;21611;21836;Amulett von Vek'nilash;Armschienen des Wühlers;Ritssyns Ring des Chaos;
Julius;Magier;21597;21836;21647;Königliches Szepter von Vek'lor;Ritssyns Ring des Chaos;Fetisch des Sandhäschers;
Kera;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Lillianvoss;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Pachomius;Magier;20932;21273;21025;Dominanzbindungen der Qiraji;Gesegneter Akolythenstab der Qiraji;Rezept: Dirges abgefahrene Chimaerokkoteletts;
Bartuzakar;Paladin;21604;21623;21601;Armreifen der königlichen Erlösung;Stulpen des rechtschaffenen Champions;Ring des Imperators Vek'lor;
Chores;Paladin;5760;21701;21618;Eterniumschließkassette;Umhang des geballten Hasses;Handgelenksschutz des Schwarmbauentweihers;
Cromos;Paladin;0;21604;21666;;Armreifen der königlichen Erlösung;Sarturas Macht;
Brasok;Priester;16253;21600;22731;Formel: Brust - Große Werte;Stiefel der göttlichen Erscheinung;Umhang des Verschlungenen;
Jandura;Priester;0;21615;21694;;Don Rigobertos verlorener Hut;Dreistoffmantel;
Medinait;Priester;21600;20928;16253;Stiefel der göttlichen Erscheinung;Befehlsbindungen der Qiraji;Formel: Brust - Große Werte;
Panador;Priester;0;21694;21615;.;Dreistoffmantel;Don Rigobertos verlorener Hut;
Patriona;Priester;20730;20731;20735;Formel: Handschuhe - Heilkraft;Formel: Handschuhe - Überragende Beweglichkeit;Formel: Umhang - Feingefühl;
Solax;Priester;21221;21221;21221;Auge von C'Thun;Auge von C'Thun;Auge von C'Thun;
Yunnchen;Priester;21839;21620;21603;Szepter des falschen Propheten;Ring des Märtyrers;Zauberstab des Qirajiadels;
Anes;Schurke;23557;21616;21701;Larve des großen Wurms;Huhurans Stachel;Umhang des geballten Hasses;
Björh;Schurke;0;21126;21232;-;Stich des Todes;Imperiale Qirajiwaffe;
Bloodwolf;Schurke;23570;21126;21602;Jom Gabbar;Stich des Todes;Vollstreckungsarmschienen der Qiraji;
Jôncenà;Schurke;21672;21602;21677;Handschuhe der Vollstreckung;Vollstreckungsarmschienen der Qiraji;Ring des Qirajizorns;
Kartell;Schurke;21586;21586;21586;Gürtel der endlosen Pein;Gürtel der endlosen Pein;Gürtel der endlosen Pein;
Ripley;Schurke;21650;20928;21672;Uralter Qirajizerfetzer;Befehlsbindungen der Qiraji;Handschuhe der Vollstreckung;
