 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Adeliana;Druide;21839;21583;21582;Szepter des falschen Propheten;Umhang der Klarsicht;Griff des alten Gottes;
Octa;Druide;0;0;0;;;;
Octa;Druide;0;21702;21665;;Amulett des faulen Zauberschutzes;Mantel der boshaften Rache;
Snow;Druide;21602;21602;21602;Vollstreckungsarmschienen der Qiraji;Vollstreckungsarmschienen der Qiraji;Vollstreckungsarmschienen der Qiraji;
Buffin;Hexenmeister;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Deltana;Hexenmeister;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Ramoni;Hexenmeister;21597;21597;21597;Königliches Szepter von Vek'lor;Königliches Szepter von Vek'lor;Königliches Szepter von Vek'lor;
Twarves;Hexenmeister;21608;21608;21608;Amulett von Vek'nilash;Amulett von Vek'nilash;Amulett von Vek'nilash;
Vetron;Hexenmeister;0;21237;21836;;Imperiale Qirajiinsignie;Ritssyns Ring des Chaos;
Wilfried;Hexenmeister;21608;21608;21608;Amulett von Vek'nilash;Amulett von Vek'nilash;Amulett von Vek'nilash;
Fowen;Jäger;23570;23570;23570;Jom Gabbar;Jom Gabbar;Jom Gabbar;
Âmbition;Krieger;21677;21670;21321;Ring des Qirajizorns;Abzeichen der Schwarmwache;Roter Qirajiresonanzkristall;
Ariovist;Krieger;21581;23557;21692;Stulpen der Vernichtung;Larve des großen Wurms;Triadengurt;
Harime;Krieger;21581;21650;21837;Stulpen der Vernichtung;Uralter Qirajizerfetzer;Kriegshammer des Anubisath;
Ippok;Krieger;23557;22732;21134;Larve des großen Wurms;Mal von C'Thun;Dunkle Schneide des Irrsinns;
Ozzi;Krieger;21581;21618;21701;Stulpen der Vernichtung;Handgelenksschutz des Schwarmbauentweihers;Umhang des geballten Hasses;
Perlenpaula;Krieger;20875;21604;20874;Götze der Nacht;Armreifen der königlichen Erlösung;Götze der Sonne;
Saturo;Krieger;21701;21667;20725;Umhang des geballten Hasses;Beinplatten des flammenden Lichts;Nexuskristall;
Skadi;Krieger;23557;21839;21615;Larve des großen Wurms;Szepter des falschen Propheten;Don Rigobertos verlorener Hut;
Tensorr;Krieger;0;21701;21664;;Umhang des geballten Hasses;Stachelhalsschmuck;
Thorgrimmson;Krieger;21837;21664;21839;Kriegshammer des Anubisath;Stachelhalsschmuck;Szepter des falschen Propheten;
Cleola;Magier;20875;20875;21676;Götze der Nacht;Götze der Nacht;Gamaschen des faulenden Schwarms;
Hikii;Magier;16253;21891;21836;Formel: Brust - Große Werte;Splitter des gefallenen Sterns;Ritssyns Ring des Chaos;
Julius;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Magegnom;Magier;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Babuna;Paladin;21620;21620;21620;Ring des Märtyrers;Ring des Märtyrers;Ring des Märtyrers;
Cromos;Paladin;21604;21620;21609;Armreifen der königlichen Erlösung;Ring des Märtyrers;Vek'nilashs Gürtel der Regeneration;
Harryhaller;Paladin;22632;21666;21839;Atiesh, Hohestab des Wächters;Sarturas Macht;Szepter des falschen Propheten;
Juksi;Paladin;0;21694;21620;;Dreistoffmantel;Ring des Märtyrers;
Brasok;Priester;16253;21221;22731;Formel: Brust - Große Werte;Auge von C'Thun;Umhang des Verschlungenen;
Jandura;Priester;21221;21583;0;Auge von C'Thun;Umhang der Klarsicht;....;
Kerwin;Priester;20875;5760;0;Götze der Nacht;Eterniumschließkassette;;
Medinait;Priester;22731;22731;22731;Umhang des Verschlungenen;Umhang des Verschlungenen;Umhang des Verschlungenen;
Sinftw;Priester;20727;20726;20728;Formel: Handschuhe - Schattenmacht;Formel: Handschuhe - Bedrohung;Formel: Handschuhe - Frostmacht;
Solax;Priester;20735;20735;20735;Formel: Umhang - Feingefühl;Formel: Umhang - Feingefühl;Formel: Umhang - Feingefühl;
Evoluna;Schurke;21586;21672;21126;Gürtel der endlosen Pein;Handschuhe der Vollstreckung;Stich des Todes;
Jôncenà;Schurke;21602;21602;21602;Vollstreckungsarmschienen der Qiraji;Vollstreckungsarmschienen der Qiraji;Vollstreckungsarmschienen der Qiraji;
Schleicherin;Schurke;20929;20874;20874;Knochenpanzer des alten Gottes;Götze der Sonne;Götze der Sonne;
Thrillseeker;Schurke;20875;21126;21321;Götze der Nacht;Stich des Todes;Roter Qirajiresonanzkristall;
