 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Auxeroise;Druide;21221;21221;21221;Auge von C'Thun;Auge von C'Thun;Auge von C'Thun;
Octa;Druide;0;21586;21672;;Gürtel der endlosen Pein;Handschuhe der Vollstreckung;
Orimara;Druide;5263;21604;21237;Fussel;Armreifen der königlichen Erlösung;Imperiale Qirajiinsignie;
Buffin;Hexenmeister;20875;21237;21707;Götze der Nacht;Imperiale Qirajiinsignie;Ring des wirren Gedankens;
Faizi;Hexenmeister;22731;22731;22731;Umhang des Verschlungenen;Umhang des Verschlungenen;Umhang des Verschlungenen;
Javi;Hexenmeister;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Joi;Hexenmeister;20730;20729;20731;Formel: Handschuhe - Heilkraft;Formel: Handschuhe - Feuermacht;Formel: Handschuhe - Überragende Beweglichkeit;
Ramoni;Hexenmeister;21608;21608;21608;Amulett von Vek'nilash;Amulett von Vek'nilash;Amulett von Vek'nilash;
Twarves;Hexenmeister;20734;21579;20931;Formel: Umhang - Verstohlenheit;Bezwungene Tentakel von C'Thun;Haut des großen Sandwurms;
Wilfried;Hexenmeister;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Palandur;Jäger;0;21677;21702;;Ring des Qirajizorns;Amulett des faulen Zauberschutzes;
Shadowsniper;Jäger;23570;21626;21586;Jom Gabbar;Schleimbeschichtete Gamaschen;Gürtel der endlosen Pein;
Evocíance;Krieger;21581;21581;21581;Stulpen der Vernichtung;Stulpen der Vernichtung;Stulpen der Vernichtung;
Ippok;Krieger;21837;21674;21598;Kriegshammer des Anubisath;Stulpen der festen Entschlossenheit;Königlicher Qirajigürtel;
Pepperoni;Krieger;21581;21581;21581;Stulpen der Vernichtung;Stulpen der Vernichtung;Stulpen der Vernichtung;
Perlenpaula;Krieger;20875;21664;21639;Götze der Nacht;Stachelhalsschmuck;Schulterstücke des Unerbittlichen;
Saturo;Krieger;21602;21667;21582;Vollstreckungsarmschienen der Qiraji;Beinplatten des flammenden Lichts;Griff des alten Gottes;
Shandra;Krieger;21670;21837;21647;Abzeichen der Schwarmwache;Kriegshammer des Anubisath;Fetisch des Sandhäschers;
Thorgrimmson;Krieger;21677;22732;21626;Ring des Qirajizorns;Mal von C'Thun;Schleimbeschichtete Gamaschen;
Arie;Magier;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Julius;Magier;21597;21836;20735;Königliches Szepter von Vek'lor;Ritssyns Ring des Chaos;Formel: Umhang - Feingefühl;
Kera;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Lillianvoss;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Babuna;Paladin;0;21620;20877;.;Ring des Märtyrers;Götze der Weisen;
Cromos;Paladin;21663;21666;21620;;Sarturas Macht;Ring des Märtyrers;
Jandura;Priester;0;21694;21615;;Dreistoffmantel;Don Rigobertos verlorener Hut;
Kerwin;Priester;21600;20875;22820;Stiefel der göttlichen Erscheinung;Götze der Nacht;Zauberstab der Heimsuchung;
Medinait;Priester;22731;22731;22731;Umhang des Verschlungenen;Umhang des Verschlungenen;Umhang des Verschlungenen;
Panador;Priester;21839;21694;21666;Szepter des falschen Propheten;Dreistoffmantel;Sarturas Macht;
Patriona;Priester;20730;20731;20729;Formel: Handschuhe - Heilkraft;Formel: Handschuhe - Überragende Beweglichkeit;Formel: Handschuhe - Feuermacht;
Solax;Priester;21583;21583;21583;Umhang der Klarsicht;Umhang der Klarsicht;Umhang der Klarsicht;
Yunnchen;Priester;21839;21839;21839;Szepter des falschen Propheten;Szepter des falschen Propheten;Szepter des falschen Propheten;
Björh;Schurke;23570;21701;21126;Jom Gabbar;Umhang des geballten Hasses;Stich des Todes;
Emergencydoc;Schurke;21221;21221;21221;Auge von C'Thun;Auge von C'Thun;Auge von C'Thun;
Kartell;Schurke;21586;21586;21586;Gürtel der endlosen Pein;Gürtel der endlosen Pein;Gürtel der endlosen Pein;
Ripley;Schurke;21672;21650;21672;Handschuhe der Vollstreckung;Uralter Qirajizerfetzer;Handschuhe der Vollstreckung;
Thrillseeker;Schurke;0;21650;21616;Lecker Bierchen;Uralter Qirajizerfetzer;Huhurans Stachel;
