 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Auxeroise;Druide;21604;21604;21604;Armreifen der königlichen Erlösung;Armreifen der königlichen Erlösung;Armreifen der königlichen Erlösung;
Buffin;Hexenmeister;21608;21237;21707;Amulett von Vek'nilash;Imperiale Qirajiinsignie;Ring des wirren Gedankens;
Faizi;Hexenmeister;22731;22731;22731;Umhang des Verschlungenen;Umhang des Verschlungenen;Umhang des Verschlungenen;
Giftpilz;Hexenmeister;21237;21237;21237;Imperiale Qirajiinsignie;Imperiale Qirajiinsignie;Imperiale Qirajiinsignie;
Javi;Hexenmeister;21221;21221;21221;Auge von C'Thun;Auge von C'Thun;Auge von C'Thun;
Ramoni;Hexenmeister;0;21237;20926;Ich mag Pink;Imperiale Qirajiinsignie;Vek'nilashs Reif;
Wilfried;Hexenmeister;21608;21622;21597;Amulett von Vek'nilash;Geschärfter Silithidenknochen;Königliches Szepter von Vek'lor;
Sjadowsniper;Jäger;21626;0;21586;Schleimbeschichtete Gamaschen;;Gürtel der endlosen Pein;
Âmbition;Krieger;23557;21620;21667;Larve des großen Wurms;Ring des Märtyrers;Beinplatten des flammenden Lichts;
Chesney;Krieger;21701;21664;20928;Umhang des geballten Hasses;Stachelhalsschmuck;Befehlsbindungen der Qiraji;
Evocíance;Krieger;21221;21221;21221;Auge von C'Thun;Auge von C'Thun;Auge von C'Thun;
Ippok;Krieger;21581;21581;21581;Stulpen der Vernichtung;Stulpen der Vernichtung;Stulpen der Vernichtung;
Pepperoni;Krieger;21581;21581;21581;Stulpen der Vernichtung;Stulpen der Vernichtung;Stulpen der Vernichtung;
Perlenpaula;Krieger;20875;21664;21639;Götze der Nacht;Stachelhalsschmuck;Schulterstücke des Unerbittlichen;
Saturo;Krieger;21670;21701;21602;Abzeichen der Schwarmwache;Umhang des geballten Hasses;Vollstreckungsarmschienen der Qiraji;
Skadi;Krieger;21674;22732;20928;Stulpen der festen Entschlossenheit;Mal von C'Thun;Befehlsbindungen der Qiraji;
Thorgrimmson;Krieger;21837;22732;21700;Kriegshammer des Anubisath;Mal von C'Thun;Anhänger des Qirajiwächters;
Zimzarek;Krieger;21602;21650;14551;Vollstreckungsarmschienen der Qiraji;Uralter Qirajizerfetzer;Handschützer des Klingenmeisters;
Arie;Magier;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Cleola;Magier;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Hikii;Magier;21608;21622;21836;Amulett von Vek'nilash;Geschärfter Silithidenknochen;Ritssyns Ring des Chaos;
Julius;Magier;21597;21836;20735;Königliches Szepter von Vek'lor;Ritssyns Ring des Chaos;Formel: Umhang - Feingefühl;
Kera;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Lupia;Magier;0;21608;21836;;Amulett von Vek'nilash;Ritssyns Ring des Chaos;
Pachomius;Magier;21608;21697;21622;Amulett von Vek'nilash;Cape der Dreifaltigkeit;Geschärfter Silithidenknochen;
Bartuzakar;Paladin;21583;21583;21583;Umhang der Klarsicht;Umhang der Klarsicht;Umhang der Klarsicht;
Chores;Paladin;16253;5760;21134;Formel: Brust - Große Werte;Eterniumschließkassette;Dunkle Schneide des Irrsinns;
Cromos;Paladin;0;21666;21604;;Sarturas Macht;Armreifen der königlichen Erlösung;
Brasok;Priester;16253;21600;22730;Formel: Brust - Große Werte;Stiefel der göttlichen Erscheinung;Augenstrangkordel;
Jandura;Priester;0;21615;21694;;Don Rigobertos verlorener Hut;Dreistoffmantel;
Medinait;Priester;21600;21611;16253;Stiefel der göttlichen Erscheinung;Armschienen des Wühlers;Formel: Brust - Große Werte;
Panador;Priester;0;21694;0;;Dreistoffmantel;;
Patriona;Priester;20730;20731;20735;Formel: Handschuhe - Heilkraft;Formel: Handschuhe - Überragende Beweglichkeit;Formel: Umhang - Feingefühl;
Solax;Priester;21221;21221;21221;Auge von C'Thun;Auge von C'Thun;Auge von C'Thun;
Yunnchen;Priester;21839;21666;21620;Szepter des falschen Propheten;Sarturas Macht;Ring des Märtyrers;
Bloodwolf;Schurke;23570;21672;21126;Jom Gabbar;Handschuhe der Vollstreckung;Stich des Todes;
Emergencydoc;Schurke;6948;21126;20928;Ruhestein;Stich des Todes;Befehlsbindungen der Qiraji;
Jôncenà;Schurke;21672;21602;16253;Handschuhe der Vollstreckung;Vollstreckungsarmschienen der Qiraji;Formel: Brust - Große Werte;
Kartell;Schurke;21586;21586;21586;Gürtel der endlosen Pein;Gürtel der endlosen Pein;Gürtel der endlosen Pein;
Ripley;Schurke;6096;20929;20928;Lehrlingshemd;Knochenpanzer des alten Gottes;Befehlsbindungen der Qiraji;
Salto;Schurke;21650;21602;21672;Uralter Qirajizerfetzer;Vollstreckungsarmschienen der Qiraji;Handschuhe der Vollstreckung;
