 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Nerethil;Druide;21221;21666;21604;Auge von C'Thun;Sarturas Macht;Armreifen der königlichen Erlösung;
Snow;Druide;21602;21675;21672;Vollstreckungsarmschienen der Qiraji;Dicker Qirajihautgürtel;Handschuhe der Vollstreckung;
Buffin;Hexenmeister;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Deltana;Hexenmeister;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Ramoni;Hexenmeister;21597;21597;21597;Königliches Szepter von Vek'lor;Königliches Szepter von Vek'lor;Königliches Szepter von Vek'lor;
Twarves;Hexenmeister;21608;21608;21608;Amulett von Vek'nilash;Amulett von Vek'nilash;Amulett von Vek'nilash;
Wilfried;Hexenmeister;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Zyandra;Hexenmeister;21221;21237;21838;Auge von C'Thun;Imperiale Qirajiinsignie;Gewand des königlichen Aufstiegs;
Fowen;Jäger;0;21670;20928;;Abzeichen der Schwarmwache;Befehlsbindungen der Qiraji;
Ariovist;Krieger;18231;21814;21692;Ärmelloses T-Shirt;Brustplatte der Vernichtung;Triadengurt;
Evocíance;Krieger;21581;21581;21581;Stulpen der Vernichtung;Stulpen der Vernichtung;Stulpen der Vernichtung;
Gyatt;Krieger;21814;21701;20929;Brustplatte der Vernichtung;Umhang des geballten Hasses;Knochenpanzer des alten Gottes;
Harime;Krieger;0;21650;21701;;Uralter Qirajizerfetzer;Umhang des geballten Hasses;
Ippok;Krieger;21321;22732;21702;Roter Qirajiresonanzkristall;Mal von C'Thun;Amulett des faulen Zauberschutzes;
Jóhn;Krieger;23557;21674;21677;Larve des großen Wurms;Stulpen der festen Entschlossenheit;Ring des Qirajizorns;
Ozzi;Krieger;0;20928;21688;;Befehlsbindungen der Qiraji;Stiefel des gefallenen Helden;
Perlenpaula;Krieger;21664;21232;20874;Stachelhalsschmuck;Imperiale Qirajiwaffe;Götze der Sonne;
Reyna;Krieger;21221;21674;21618;Auge von C'Thun;Stulpen der festen Entschlossenheit;Handgelenksschutz des Schwarmbauentweihers;
Thorgrimmson;Krieger;21837;23557;21615;Kriegshammer des Anubisath;Larve des großen Wurms;Don Rigobertos verlorener Hut;
Excelsion;Magier;4601;21221;20932;Weiches Bananenbrot;Auge von C'Thun;Dominanzbindungen der Qiraji;
Kera;Magier;21647;16253;0;Fetisch des Sandhäschers;Formel: Brust - Große Werte;;
Magegnom;Magier;21221;21622;21647;Auge von C'Thun;Geschärfter Silithidenknochen;Fetisch des Sandhäschers;
Babuna;Paladin;21582;21582;21582;Griff des alten Gottes;Griff des alten Gottes;Griff des alten Gottes;
Cromos;Paladin;21620;21604;21609;Ring des Märtyrers;Armreifen der königlichen Erlösung;Vek'nilashs Gürtel der Regeneration;
Juksi;Paladin;0;21663;21604;Setsu;Roben des Schutzheiligen;Armreifen der königlichen Erlösung;
Séth;Paladin;8953;21610;21615;Frittierte Kochbanane;Wurmschuppenblocker;Don Rigobertos verlorener Hut;
Bimm;Priester;0;21666;21221;das was Setsunai bekommt :);Sarturas Macht;Auge von C'Thun;
Brasok;Priester;16253;22731;21585;Formel: Brust - Große Werte;Umhang des Verschlungenen;Stulpen der dunklen Stürme;
Jandura;Priester;21620;21620;21620;Ring des Märtyrers;Ring des Märtyrers;Ring des Märtyrers;
Kerwin;Priester;20875;21600;21603;Götze der Nacht;Stiefel der göttlichen Erscheinung;Zauberstab des Qirajiadels;
Medinait;Priester;22731;22731;22731;Umhang des Verschlungenen;Umhang des Verschlungenen;Umhang des Verschlungenen;
Sinftw;Priester;5263;20726;20735;Fussel;Formel: Handschuhe - Bedrohung;Formel: Umhang - Feingefühl;
Solax;Priester;21583;21583;21583;Umhang der Klarsicht;Umhang der Klarsicht;Umhang der Klarsicht;
Yunnchen;Priester;21839;21839;21839;Szepter des falschen Propheten;Szepter des falschen Propheten;Szepter des falschen Propheten;
Emergencydoc;Schurke;23570;23570;23570;Jom Gabbar;Jom Gabbar;Jom Gabbar;
Ripley;Schurke;21602;21650;21126;Vollstreckungsarmschienen der Qiraji;Uralter Qirajizerfetzer;Stich des Todes;
Schleicherin;Schurke;0;21232;20927;Gute Laune;Imperiale Qirajiwaffe;Ouros intakte Haut;
Selindra;Schurke;21672;21602;21701;Handschuhe der Vollstreckung;Vollstreckungsarmschienen der Qiraji;Umhang des geballten Hasses;
Thrillseeker;Schurke;21586;21586;21586;Gürtel der endlosen Pein;Gürtel der endlosen Pein;Gürtel der endlosen Pein;
