 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Nerethil;Druide;0;21620;21666;;Ring des Märtyrers;Sarturas Macht;
Buffin;Hexenmeister;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Faizi;Hexenmeister;21597;21597;21597;Königliches Szepter von Vek'lor;Königliches Szepter von Vek'lor;Königliches Szepter von Vek'lor;
Javi;Hexenmeister;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Ramoni;Hexenmeister;21597;21597;21597;Königliches Szepter von Vek'lor;Königliches Szepter von Vek'lor;Königliches Szepter von Vek'lor;
Twarves;Hexenmeister;21608;21608;21608;Amulett von Vek'nilash;Amulett von Vek'nilash;Amulett von Vek'nilash;
Wilfried;Hexenmeister;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Palandur;Jäger;21677;21670;21702;Ring des Qirajizorns;Abzeichen der Schwarmwache;Amulett des faulen Zauberschutzes;
Shadowsniper;Jäger;23570;21670;21635;Jom Gabbar;Abzeichen der Schwarmwache;Widerhaken des Sandhäschers;
Evocíance;Krieger;21670;21674;21321;Abzeichen der Schwarmwache;Stulpen der festen Entschlossenheit;Roter Qirajiresonanzkristall;
Gyatt;Krieger;21688;20928;0;Stiefel des gefallenen Helden;Befehlsbindungen der Qiraji;;
Kazadun;Krieger;21837;21664;21652;Kriegshammer des Anubisath;Stachelhalsschmuck;Brustschutz aus Silithidenknochenpanzer;
Pepperoni;Krieger;21581;21581;21581;Stulpen der Vernichtung;Stulpen der Vernichtung;Stulpen der Vernichtung;
Perlenpaula;Krieger;20875;21664;20874;Götze der Nacht;Stachelhalsschmuck;Götze der Sonne;
Ragnard;Krieger;21665;21596;21604;Mantel der boshaften Rache;Ring des Göttertöters;Armreifen der königlichen Erlösung;
Reyna;Krieger;21618;21664;23557;Handgelenksschutz des Schwarmbauentweihers;Stachelhalsschmuck;Larve des großen Wurms;
Saturo;Krieger;21602;21604;21667;Vollstreckungsarmschienen der Qiraji;Armreifen der königlichen Erlösung;Beinplatten des flammenden Lichts;
Skadi;Krieger;22732;21839;21604;Mal von C'Thun;Szepter des falschen Propheten;Armreifen der königlichen Erlösung;
Thorgrimmson;Krieger;21837;23570;23557;Kriegshammer des Anubisath;Jom Gabbar;Larve des großen Wurms;
Yppolitta;Krieger;21664;21677;21814;Stachelhalsschmuck;Ring des Qirajizorns;Brustplatte der Vernichtung;
Zquare;Krieger;21670;21604;21694;Abzeichen der Schwarmwache;Armreifen der königlichen Erlösung;Dreistoffmantel;
Arie;Magier;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Cleola;Magier;21622;20735;20875;Geschärfter Silithidenknochen;Formel: Umhang - Feingefühl;Götze der Nacht;
Kera;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Lillianvoss;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Babuna;Paladin;21221;21221;21221;Auge von C'Thun;Auge von C'Thun;Auge von C'Thun;
Bartuzakar;Paladin;21620;21623;21836;Ring des Märtyrers;Stulpen des rechtschaffenen Champions;Ritssyns Ring des Chaos;
Cromos;Paladin;21620;21666;21604;Ring des Märtyrers;Sarturas Macht;Armreifen der königlichen Erlösung;
Brasok;Priester;16253;21600;22731;Formel: Brust - Große Werte;Stiefel der göttlichen Erscheinung;Umhang des Verschlungenen;
Jandura;Priester;21582;21582;21582;Griff des alten Gottes;Griff des alten Gottes;Griff des alten Gottes;
Kohlhaas;Priester;20735;20726;18260;Formel: Umhang - Feingefühl;Formel: Handschuhe - Bedrohung;Formel: Waffe - Heilkraft;
Medinait;Priester;22731;22731;22731;Umhang des Verschlungenen;Umhang des Verschlungenen;Umhang des Verschlungenen;
Patriona;Priester;20731;20735;20729;Formel: Handschuhe - Überragende Beweglichkeit;Formel: Umhang - Feingefühl;Formel: Handschuhe - Feuermacht;
Solax;Priester;21583;21583;21583;Umhang der Klarsicht;Umhang der Klarsicht;Umhang der Klarsicht;
Emergencydoc;Schurke;23570;23570;23570;Jom Gabbar;Jom Gabbar;Jom Gabbar;
Jôncenà;Schurke;21672;21602;21670;Handschuhe der Vollstreckung;Vollstreckungsarmschienen der Qiraji;Abzeichen der Schwarmwache;
Krüppler;Schurke;20875;20875;20875;Götze der Nacht;Götze der Nacht;Götze der Nacht;
Reike;Schurke;5263;21837;21891;Fussel;Kriegshammer des Anubisath;Splitter des gefallenen Sterns;
Selindra;Schurke;0;21672;21602;;Handschuhe der Vollstreckung;Vollstreckungsarmschienen der Qiraji;
Thrillseeker;Schurke;21650;20929;23557;Uralter Qirajizerfetzer;Knochenpanzer des alten Gottes;Larve des großen Wurms;
