 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Nerethil;Druide;21839;22732;21701;Szepter des falschen Propheten;Mal von C'Thun;Umhang des geballten Hasses;
Octa;Druide;21602;21680;21672;Vollstreckungsarmschienen der Qiraji;Weste der zügigen Vollstreckung;Handschuhe der Vollstreckung;
Deltana;Hexenmeister;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Faizi;Hexenmeister;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Twarves;Hexenmeister;21608;21608;21608;Amulett von Vek'nilash;Amulett von Vek'nilash;Amulett von Vek'nilash;
Vetron;Hexenmeister;21221;21221;21221;Auge von C'Thun;Auge von C'Thun;Auge von C'Thun;
Wilfried;Hexenmeister;21608;21608;21608;Amulett von Vek'nilash;Amulett von Vek'nilash;Amulett von Vek'nilash;
Shadowsniper;Jäger;23570;21670;21702;Jom Gabbar;Abzeichen der Schwarmwache;Amulett des faulen Zauberschutzes;
Yumpi;Jäger;20875;20875;20876;Götze der Nacht;Götze der Nacht;Götze des Todes;
Âmbition;Krieger;23570;21620;21701;Jom Gabbar;Ring des Märtyrers;Umhang des geballten Hasses;
Ariovist;Krieger;23570;23557;21677;Jom Gabbar;Larve des großen Wurms;Ring des Qirajizorns;
Ozzi;Krieger;21581;21581;21581;Stulpen der Vernichtung;Stulpen der Vernichtung;Stulpen der Vernichtung;
Perlenpaula;Krieger;21685;20875;20874;Versteinerter Skarabäus;Götze der Nacht;Götze der Sonne;
Skadi;Krieger;23557;21677;21615;Larve des großen Wurms;Ring des Qirajizorns;Don Rigobertos verlorener Hut;
Tensorr;Krieger;21701;21664;21618;Umhang des geballten Hasses;Stachelhalsschmuck;Handgelenksschutz des Schwarmbauentweihers;
Thorgrimmson;Krieger;21837;21664;21615;Kriegshammer des Anubisath;Stachelhalsschmuck;Don Rigobertos verlorener Hut;
Burny;Magier;6530;20730;20729;Nachtkriecher;Formel: Handschuhe - Heilkraft;Formel: Handschuhe - Feuermacht;
Bøøstinatrix;Magier;21221;21221;21221;Auge von C'Thun;Auge von C'Thun;Auge von C'Thun;
Cleola;Magier;21597;20735;20730;Königliches Szepter von Vek'lor;Formel: Umhang - Feingefühl;Formel: Handschuhe - Heilkraft;
Excelsion;Magier;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Magebar;Magier;0;0;0;;;;
Magegnom;Magier;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Babuna;Paladin;20875;21232;20725;Götze der Nacht;Imperiale Qirajiwaffe;Nexuskristall;
Cromos;Paladin;21582;21891;21321;Griff des alten Gottes;Splitter des gefallenen Sterns;Roter Qirajiresonanzkristall;
Helande;Paladin;21839;21620;21604;Szepter des falschen Propheten;Ring des Märtyrers;Armreifen der königlichen Erlösung;
Juksi;Paladin;21839;20735;16253;Szepter des falschen Propheten;Formel: Umhang - Feingefühl;Formel: Brust - Große Werte;
Utus;Paladin;0;21667;21604;;Beinplatten des flammenden Lichts;Armreifen der königlichen Erlösung;
Bartino;Priester;0;21604;21663;:-);Armreifen der königlichen Erlösung;Roben des Schutzheiligen;
Brasok;Priester;16253;21221;22731;Formel: Brust - Große Werte;Auge von C'Thun;Umhang des Verschlungenen;
Jandura;Priester;21839;0;0;Szepter des falschen Propheten;.....;.....;
Kerwin;Priester;21603;21600;20875;Zauberstab des Qirajiadels;Stiefel der göttlichen Erscheinung;Götze der Nacht;
Medinait;Priester;22731;22731;22731;Umhang des Verschlungenen;Umhang des Verschlungenen;Umhang des Verschlungenen;
Patriona;Priester;20731;20735;20727;Formel: Handschuhe - Überragende Beweglichkeit;Formel: Umhang - Feingefühl;Formel: Handschuhe - Schattenmacht;
Yunnchen;Priester;20875;21597;21709;Götze der Nacht;Königliches Szepter von Vek'lor;Ring des gefallenen Gottes;
Björh;Schurke;21126;21232;23557;Stich des Todes;Imperiale Qirajiwaffe;Larve des großen Wurms;
Emergencydoc;Schurke;21650;21650;21650;Uralter Qirajizerfetzer;Uralter Qirajizerfetzer;Uralter Qirajizerfetzer;
Jôncenà;Schurke;16253;21126;20882;Formel: Brust - Große Werte;Stich des Todes;Götze des Krieges;
Pogl;Schurke;22632;20929;20930;Atiesh, Hohestab des Wächters;Knochenpanzer des alten Gottes;Vek'lors Diadem;
Sieglînde;Schurke;8178;20928;20928;Ausbildungsschwert;Befehlsbindungen der Qiraji;Befehlsbindungen der Qiraji;
Thrillseeker;Schurke;23570;21670;20874;Jom Gabbar;Abzeichen der Schwarmwache;Götze der Sonne;
