 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Nerethil;Druide;0;21839;21620;;Szepter des falschen Propheten;Ring des Märtyrers;
Orimara;Druide;5263;21604;21237;Fussel;Armreifen der königlichen Erlösung;Imperiale Qirajiinsignie;
Buffin;Hexenmeister;21237;21707;16253;Imperiale Qirajiinsignie;Ring des wirren Gedankens;Formel: Brust - Große Werte;
Deltana;Hexenmeister;20735;21838;16253;Formel: Umhang - Feingefühl;Gewand des königlichen Aufstiegs;Formel: Brust - Große Werte;
Faizi;Hexenmeister;21597;21597;21597;Königliches Szepter von Vek'lor;Königliches Szepter von Vek'lor;Königliches Szepter von Vek'lor;
Ramoni;Hexenmeister;21608;21608;21608;Amulett von Vek'nilash;Amulett von Vek'nilash;Amulett von Vek'nilash;
Twarves;Hexenmeister;20730;20734;21579;Formel: Handschuhe - Heilkraft;Formel: Umhang - Verstohlenheit;Bezwungene Tentakel von C'Thun;
Wilfried;Hexenmeister;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Palandur;Jäger;21677;21670;21702;Ring des Qirajizorns;Abzeichen der Schwarmwache;Amulett des faulen Zauberschutzes;
Harime;Krieger;0;21814;21618; ;Brustplatte der Vernichtung;Handgelenksschutz des Schwarmbauentweihers;
Ippok;Krieger;21647;21598;21708;Fetisch des Sandhäschers;Königlicher Qirajigürtel;Handgelenksschutz aus Käferschuppen;
Kiroco;Krieger;0;21688;20929;;Stiefel des gefallenen Helden;Knochenpanzer des alten Gottes;
Pepperoni;Krieger;21581;21581;21581;Stulpen der Vernichtung;Stulpen der Vernichtung;Stulpen der Vernichtung;
Perlenpaula;Krieger;20875;21664;21639;Götze der Nacht;Stachelhalsschmuck;Schulterstücke des Unerbittlichen;
Saturo;Krieger;21602;21667;21704;Vollstreckungsarmschienen der Qiraji;Beinplatten des flammenden Lichts;Stiefel der widerrufenen Prophezeiung;
Shandra;Krieger;21837;21670;21665;Kriegshammer des Anubisath;Abzeichen der Schwarmwache;Mantel der boshaften Rache;
Skadi;Krieger;22732;21674;21663;Mal von C'Thun;Stulpen der festen Entschlossenheit;Roben des Schutzheiligen;
Thorgrimmson;Krieger;21677;21626;21702;Ring des Qirajizorns;Schleimbeschichtete Gamaschen;Amulett des faulen Zauberschutzes;
Arie;Magier;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Julius;Magier;21836;20730;20735;Ritssyns Ring des Chaos;Formel: Handschuhe - Heilkraft;Formel: Umhang - Feingefühl;
Kera;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Lillianvoss;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Magegnom;Magier;0;21237;20932;;Imperiale Qirajiinsignie;Dominanzbindungen der Qiraji;
Babuna;Paladin;21620;21582;20877;Ring des Märtyrers;Griff des alten Gottes;Götze der Weisen;
Bubblesuri;Paladin;0;20929;20930;Tüdelü;Knochenpanzer des alten Gottes;Vek'lors Diadem;
Cromos;Paladin;21604;21620;21666;Armreifen der königlichen Erlösung;Ring des Märtyrers;Sarturas Macht;
Brasok;Priester;16253;21600;22731;Formel: Brust - Große Werte;Stiefel der göttlichen Erscheinung;Umhang des Verschlungenen;
Jandura;Priester;0;21615;21694;;Don Rigobertos verlorener Hut;Dreistoffmantel;
Kerwin;Priester;20875;21600;21608;Götze der Nacht;Stiefel der göttlichen Erscheinung;Amulett von Vek'nilash;
Medinait;Priester;22731;22731;22731;Umhang des Verschlungenen;Umhang des Verschlungenen;Umhang des Verschlungenen;
Panador;Priester;21666;21694;21582;Sarturas Macht;Dreistoffmantel;Griff des alten Gottes;
Patriona;Priester;20731;20735;20729;Formel: Handschuhe - Überragende Beweglichkeit;Formel: Umhang - Feingefühl;Formel: Handschuhe - Feuermacht;
Solax;Priester;21583;21583;21583;Umhang der Klarsicht;Umhang der Klarsicht;Umhang der Klarsicht;
Yunnchen;Priester;21839;21839;21839;Szepter des falschen Propheten;Szepter des falschen Propheten;Szepter des falschen Propheten;
Bloodwolf;Schurke;23570;21672;21602;Jom Gabbar;Handschuhe der Vollstreckung;Vollstreckungsarmschienen der Qiraji;
Emergencydoc;Schurke;21221;21221;21221;Auge von C'Thun;Auge von C'Thun;Auge von C'Thun;
Kartell;Schurke;21586;21586;21586;Gürtel der endlosen Pein;Gürtel der endlosen Pein;Gürtel der endlosen Pein;
Ripley;Schurke;21650;21602;21647;Uralter Qirajizerfetzer;Vollstreckungsarmschienen der Qiraji;Fetisch des Sandhäschers;
Selindra;Schurke;0;20930;20929;;Vek'lors Diadem;Knochenpanzer des alten Gottes;
Thrillseeker;Schurke;0;21650;21664;Lecker Bierchen;Uralter Qirajizerfetzer;Stachelhalsschmuck;
