 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Auxeroise;Druide;21221;21237;21701;Auge von C'Thun;Imperiale Qirajiinsignie;Umhang des geballten Hasses;
Faizi;Hexenmeister;22731;22731;22731;Umhang des Verschlungenen;Umhang des Verschlungenen;Umhang des Verschlungenen;
Giftpilz;Hexenmeister;0;0;0;;;;
Giftpilz;Hexenmeister;21221;21221;21221;Auge von C'Thun;Auge von C'Thun;Auge von C'Thun;
Joi;Hexenmeister;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Ramoni;Hexenmeister;0;21237;20932;;Imperiale Qirajiinsignie;Dominanzbindungen der Qiraji;
Wilfried;Hexenmeister;21608;21597;21622;Amulett von Vek'nilash;Königliches Szepter von Vek'lor;Geschärfter Silithidenknochen;
Laundry;Jäger;23570;23570;23570;Jom Gabbar;Jom Gabbar;Jom Gabbar;
Âmbition;Krieger;23557;21604;21667;Larve des großen Wurms;Armreifen der königlichen Erlösung;Beinplatten des flammenden Lichts;
Chesney;Krieger;0;20928;21701;;Befehlsbindungen der Qiraji;Umhang des geballten Hasses;
Evocíance;Krieger;21837;21674;21701;Kriegshammer des Anubisath;Stulpen der festen Entschlossenheit;Umhang des geballten Hasses;
Ippok;Krieger;21581;21581;21581;Stulpen der Vernichtung;Stulpen der Vernichtung;Stulpen der Vernichtung;
Pepperoni;Krieger;21581;21581;21581;Stulpen der Vernichtung;Stulpen der Vernichtung;Stulpen der Vernichtung;
Perlenpaula;Krieger;20875;21664;21652;Götze der Nacht;Stachelhalsschmuck;Brustschutz aus Silithidenknochenpanzer;
Thorgrimmson;Krieger;21837;22732;21700;Kriegshammer des Anubisath;Mal von C'Thun;Anhänger des Qirajiwächters;
Vintersuri;Krieger;0;21839;21604;awd;Szepter des falschen Propheten;Armreifen der königlichen Erlösung;
Zimzarek;Krieger;21602;21650;21618;Vollstreckungsarmschienen der Qiraji;Uralter Qirajizerfetzer;Handgelenksschutz des Schwarmbauentweihers;
Arie;Magier;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Cleola;Magier;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Hikii;Magier;21608;21603;21836;Amulett von Vek'nilash;Zauberstab des Qirajiadels;Ritssyns Ring des Chaos;
Julius;Magier;21608;21597;21836;Amulett von Vek'nilash;Königliches Szepter von Vek'lor;Ritssyns Ring des Chaos;
Kera;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Lillianvoss;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Pachomius;Magier;22731;21709;21608;Umhang des Verschlungenen;Ring des gefallenen Gottes;Amulett von Vek'nilash;
Bartuzakar;Paladin;21583;21583;21583;Umhang der Klarsicht;Umhang der Klarsicht;Umhang der Klarsicht;
Cromos;Paladin;0;21666;21604;;Sarturas Macht;Armreifen der königlichen Erlösung;
Cromos;Paladin;0;21666;21604;;Sarturas Macht;Armreifen der königlichen Erlösung;
Vintersol;Paladin;20731;20730;20727;Formel: Handschuhe - Überragende Beweglichkeit;Formel: Handschuhe - Heilkraft;Formel: Handschuhe - Schattenmacht;
Brasok;Priester;16253;21600;22731;Formel: Brust - Große Werte;Stiefel der göttlichen Erscheinung;Umhang des Verschlungenen;
Jandura;Priester;0;21625;21694;;Skarabäusbrosche;Dreistoffmantel;
Medinait;Priester;21600;21611;20928;Stiefel der göttlichen Erscheinung;Armschienen des Wühlers;Befehlsbindungen der Qiraji;
Numbertwo;Priester;0;21620;21582;;Ring des Märtyrers;Griff des alten Gottes;
Patriona;Priester;20730;20731;20729;Formel: Handschuhe - Heilkraft;Formel: Handschuhe - Überragende Beweglichkeit;Formel: Handschuhe - Feuermacht;
Solax;Priester;21582;21615;21611;Griff des alten Gottes;Don Rigobertos verlorener Hut;Armschienen des Wühlers;
Vonmir;Priester;20725;0;0;Nexuskristall;;;
Yunnchen;Priester;21839;21666;21620;Szepter des falschen Propheten;Sarturas Macht;Ring des Märtyrers;
Anes;Schurke;21586;23557;21701;Gürtel der endlosen Pein;Larve des großen Wurms;Umhang des geballten Hasses;
Bloodwolf;Schurke;21650;21586;21126;Uralter Qirajizerfetzer;Gürtel der endlosen Pein;Stich des Todes;
Emergencydoc;Schurke;0;21232;20928;;Imperiale Qirajiwaffe;Befehlsbindungen der Qiraji;
Jôncenà;Schurke;21672;21602;21321;Handschuhe der Vollstreckung;Vollstreckungsarmschienen der Qiraji;Roter Qirajiresonanzkristall;
Kartell;Schurke;21586;21650;21670;Gürtel der endlosen Pein;Uralter Qirajizerfetzer;Abzeichen der Schwarmwache;
Salto;Schurke;21650;21672;21701;Uralter Qirajizerfetzer;Handschuhe der Vollstreckung;Umhang des geballten Hasses;
