 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Auxeroise;Druide;21604;21237;21701;Armreifen der königlichen Erlösung;Imperiale Qirajiinsignie;Umhang des geballten Hasses;
Faizi;Hexenmeister;21608;21608;21608;Amulett von Vek'nilash;Amulett von Vek'nilash;Amulett von Vek'nilash;
Giftpilz;Hexenmeister;21221;22731;21836;Auge von C'Thun;Umhang des Verschlungenen;Ritssyns Ring des Chaos;
Javi;Hexenmeister;21597;21838;21627;Königliches Szepter von Vek'lor;Gewand des königlichen Aufstiegs;Umhang der ungelüfteten Geheimnisse;
Joi;Hexenmeister;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Ramoni;Hexenmeister;0;21237;20932;;Imperiale Qirajiinsignie;Dominanzbindungen der Qiraji;
Wilfried;Hexenmeister;21221;21622;22731;Auge von C'Thun;Geschärfter Silithidenknochen;Umhang des Verschlungenen;
Laundry;Jäger;23570;21635;21579;Jom Gabbar;Widerhaken des Sandhäschers;Bezwungene Tentakel von C'Thun;
Shadowsniper;Jäger;21626;21702;21586;Schleimbeschichtete Gamaschen;Amulett des faulen Zauberschutzes;Gürtel der endlosen Pein;
Âmbition;Krieger;23557;21620;21667;Larve des großen Wurms;Ring des Märtyrers;Beinplatten des flammenden Lichts;
Chesney;Krieger;0;20929;20928;;Knochenpanzer des alten Gottes;Befehlsbindungen der Qiraji;
Derhansdampf;Krieger;5760;21615;21694;Eterniumschließkassette;Don Rigobertos verlorener Hut;Dreistoffmantel;
Evocíance;Krieger;21221;21837;21701;Auge von C'Thun;Kriegshammer des Anubisath;Umhang des geballten Hasses;
Pepperoni;Krieger;21581;21664;23570;Stulpen der Vernichtung;Stachelhalsschmuck;Jom Gabbar;
Perlenpaula;Krieger;20875;21620;21652;Götze der Nacht;Ring des Märtyrers;Brustschutz aus Silithidenknochenpanzer;
Skadi;Krieger;0;21674;22732;;Stulpen der festen Entschlossenheit;Mal von C'Thun;
Thorgrimmson;Krieger;21652;22732;21700;Brustschutz aus Silithidenknochenpanzer;Mal von C'Thun;Anhänger des Qirajiwächters;
Zimzarek;Krieger;5760;21602;23557;Eterniumschließkassette;Vollstreckungsarmschienen der Qiraji;Larve des großen Wurms;
Arie;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Cleola;Magier;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Hikii;Magier;0;0;0;;;;
Kera;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Lillianvoss;Magier;16253;20726;235526;Formel: Brust - Große Werte;Formel: Handschuhe - Bedrohung;Formel: Armschiene - Zaubermacht;
Petrosilius;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Bartuzakar;Paladin;21583;21583;21583;Umhang der Klarsicht;Umhang der Klarsicht;Umhang der Klarsicht;
Cromos;Paladin;0;21620;21604;;Ring des Märtyrers;Armreifen der königlichen Erlösung;
Brasok;Priester;16253;22731;21600;Formel: Brust - Große Werte;Umhang des Verschlungenen;Stiefel der göttlichen Erscheinung;
Kerwin;Priester;21221;21600;21603;Auge von C'Thun;Stiefel der göttlichen Erscheinung;Zauberstab des Qirajiadels;
Medinait;Priester;21600;21611;22731;Stiefel der göttlichen Erscheinung;Armschienen des Wühlers;Umhang des Verschlungenen;
Numbertwo;Priester;0;21620;21582;;Ring des Märtyrers;Griff des alten Gottes;
Panador;Priester;0;21839;21666;;Szepter des falschen Propheten;Sarturas Macht;
Patriona;Priester;20731;20730;20735;Formel: Handschuhe - Überragende Beweglichkeit;Formel: Handschuhe - Heilkraft;Formel: Umhang - Feingefühl;
Solax;Priester;21582;21615;20728;Griff des alten Gottes;Don Rigobertos verlorener Hut;Formel: Handschuhe - Frostmacht;
Yunnchen;Priester;21839;21666;21620;Szepter des falschen Propheten;Sarturas Macht;Ring des Märtyrers;
Bloodwolf;Schurke;21586;21672;21126;Gürtel der endlosen Pein;Handschuhe der Vollstreckung;Stich des Todes;
Emergencydoc;Schurke;0;20928;21602;;Befehlsbindungen der Qiraji;Vollstreckungsarmschienen der Qiraji;
Jôncenà;Schurke;21672;21602;21701;Handschuhe der Vollstreckung;Vollstreckungsarmschienen der Qiraji;Umhang des geballten Hasses;
Kartell;Schurke;21221;21670;23570;Auge von C'Thun;Abzeichen der Schwarmwache;Jom Gabbar;
Ripley;Schurke;6096;20927;20928;Lehrlingshemd;Ouros intakte Haut;Befehlsbindungen der Qiraji;
Salto;Schurke;21650;23570;21672;Uralter Qirajizerfetzer;Jom Gabbar;Handschuhe der Vollstreckung;
