 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Snow;Druide;16253;21620;21586;Formel: Brust - Große Werte;Ring des Märtyrers;Gürtel der endlosen Pein;
Buffin;Hexenmeister;22730;20875;21237;Augenstrangkordel;Götze der Nacht;Imperiale Qirajiinsignie;
Deltana;Hexenmeister;0;21838;20728;Lehrling - Viel Glück allen! ;Gewand des königlichen Aufstiegs;Formel: Handschuhe - Frostmacht;
Faizi;Hexenmeister;21608;22731;20735;Amulett von Vek'nilash;Umhang des Verschlungenen;Formel: Umhang - Feingefühl;
Giftpilz;Hexenmeister;0;20931;21678;;Haut des großen Sandwurms;Halskette der Reinheit;
Joi;Hexenmeister;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Wilfried;Hexenmeister;0;21597;22731;;Königliches Szepter von Vek'lor;Umhang des Verschlungenen;
Ellayana;Jäger;23570;23570;23570;Jom Gabbar;Jom Gabbar;Jom Gabbar;
Hestina;Jäger;21616;23570;20735;Huhurans Stachel;Jom Gabbar;Formel: Umhang - Feingefühl;
Janth;Jäger;0;21670;0;;Abzeichen der Schwarmwache;;
Laundry;Jäger;21635;21670;21321;Widerhaken des Sandhäschers;Abzeichen der Schwarmwache;Roter Qirajiresonanzkristall;
Âmbition;Krieger;23557;21620;21667;Larve des großen Wurms;Ring des Märtyrers;Beinplatten des flammenden Lichts;
Evocíance;Krieger;21837;21701;21674;Kriegshammer des Anubisath;Umhang des geballten Hasses;Stulpen der festen Entschlossenheit;
Heer;Krieger;23557;23570;21664;Larve des großen Wurms;Jom Gabbar;Stachelhalsschmuck;
Montross;Krieger;21581;21664;21134;Stulpen der Vernichtung;Stachelhalsschmuck;Dunkle Schneide des Irrsinns;
Perlenpaula;Krieger;20875;21604;21321;Götze der Nacht;Armreifen der königlichen Erlösung;Roter Qirajiresonanzkristall;
Saturo;Krieger;21221;21221;21221;Auge von C'Thun;Auge von C'Thun;Auge von C'Thun;
Thorgrimmson;Krieger;21581;22732;21652;Stulpen der Vernichtung;Mal von C'Thun;Brustschutz aus Silithidenknochenpanzer;
Vintersuri;Krieger;22734;21839;21837;Stabfuß von Atiesh;Szepter des falschen Propheten;Kriegshammer des Anubisath;
Zimzarek;Krieger;21664;21602;20930;Stachelhalsschmuck;Vollstreckungsarmschienen der Qiraji;Vek'lors Diadem;
Arie;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Cleola;Magier;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Hikii;Magier;21608;21709;22731;Amulett von Vek'nilash;Ring des gefallenen Gottes;Umhang des Verschlungenen;
Kera;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Lillianvoss;Magier;16253;20726;20735;Formel: Brust - Große Werte;Formel: Handschuhe - Bedrohung;Formel: Umhang - Feingefühl;
Petrosilius;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Sindrael;Magier;21676;21838;21237;Gamaschen des faulenden Schwarms;Gewand des königlichen Aufstiegs;Imperiale Qirajiinsignie;
Anouk;Paladin;20726;20731;21604;Formel: Handschuhe - Bedrohung;Formel: Handschuhe - Überragende Beweglichkeit;Armreifen der königlichen Erlösung;
Bartuzakar;Paladin;21582;21582;21582;Griff des alten Gottes;Griff des alten Gottes;Griff des alten Gottes;
Ollebolle;Paladin;21839;21839;21839;Szepter des falschen Propheten;Szepter des falschen Propheten;Szepter des falschen Propheten;
Brasok;Priester;5263;22731;21600;Fussel;Umhang des Verschlungenen;Stiefel der göttlichen Erscheinung;
Kerwin;Priester;20875;21611;21600;Götze der Nacht;Armschienen des Wühlers;Stiefel der göttlichen Erscheinung;
Medinait;Priester;0;21611;21600;nix;Armschienen des Wühlers;Stiefel der göttlichen Erscheinung;
Patriona;Priester;20731;20735;20729;Formel: Handschuhe - Überragende Beweglichkeit;Formel: Umhang - Feingefühl;Formel: Handschuhe - Feuermacht;
Sairá;Priester;21615;21694;21583;Don Rigobertos verlorener Hut;Dreistoffmantel;Umhang der Klarsicht;
Solax;Priester;21666;20926;20928;Sarturas Macht;Vek'nilashs Reif;Befehlsbindungen der Qiraji;
Xarfai;Priester;21604;21583;21694;Armreifen der königlichen Erlösung;Umhang der Klarsicht;Dreistoffmantel;
Bloodwolf;Schurke;0;21670;21701;;Abzeichen der Schwarmwache;Umhang des geballten Hasses;
Jôncenà;Schurke;21586;21586;21586;Gürtel der endlosen Pein;Gürtel der endlosen Pein;Gürtel der endlosen Pein;
Salto;Schurke;0;21672;21602;;Handschuhe der Vollstreckung;Vollstreckungsarmschienen der Qiraji;
