 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Adeliana;Druide;21221;21582;21602;Auge von C'Thun;Griff des alten Gottes;Vollstreckungsarmschienen der Qiraji;
Nerethil;Druide;21237;21701;21672;Imperial Qiraji Regalia;Cloak of Concentrated Hatred;Gloves of Enforcement;
Octa;Druide;0;21586;21701;;Gürtel der endlosen Pein;Umhang des geballten Hasses;
Snow;Druide;21602;21602;21602;Vollstreckungsarmschienen der Qiraji;Vollstreckungsarmschienen der Qiraji;Vollstreckungsarmschienen der Qiraji;
Twarves;Hexenmeister;21608;21608;21608;Amulett von Vek'nilash;Amulett von Vek'nilash;Amulett von Vek'nilash;
Wilfried;Hexenmeister;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Fowen;Jäger;21670;21673;23557;Abzeichen der Schwarmwache;Silithidenklaue;Larve des großen Wurms;
Shadowsniper;Jäger;21221;21670;20928;Auge von C'Thun;Abzeichen der Schwarmwache;Befehlsbindungen der Qiraji;
Âmbition;Krieger;21677;21670;21321;Ring des Qirajizorns;Abzeichen der Schwarmwache;Roter Qirajiresonanzkristall;
Ariovist;Krieger;18231;21701;21618;Ärmelloses T-Shirt;Umhang des geballten Hasses;Handgelenksschutz des Schwarmbauentweihers;
Gyatt;Krieger;21581;21674;21701;Stulpen der Vernichtung;Stulpen der festen Entschlossenheit;Umhang des geballten Hasses;
Ippok;Krieger;23557;22732;21134;Larve des großen Wurms;Mal von C'Thun;Dunkle Schneide des Irrsinns;
Ozzi;Krieger;20929;20927;20928;Knochenpanzer des alten Gottes;Ouros intakte Haut;Befehlsbindungen der Qiraji;
Perlenpaula;Krieger;20875;21604;20874;Götze der Nacht;Armreifen der königlichen Erlösung;Götze der Sonne;
Skadi;Krieger;21677;21615;21664;Ring des Qirajizorns;Don Rigobertos verlorener Hut;Stachelhalsschmuck;
Tensorr;Krieger;0;23557;21652;;Larve des großen Wurms;Brustschutz aus Silithidenknochenpanzer;
Thorgrimmson;Krieger;21837;21582;21615;Kriegshammer des Anubisath;Griff des alten Gottes;Don Rigobertos verlorener Hut;
Bøøstinatrix;Magier;0;20932;21622;Fussel;Dominanzbindungen der Qiraji;Geschärfter Silithidenknochen;
Excelsion;Magier;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Hikii;Magier;21221;21836;21891;Auge von C'Thun;Ritssyns Ring des Chaos;Splitter des gefallenen Sterns;
Icecold;Magier;20876;20875;21321;Götze des Todes;Götze der Nacht;Roter Qirajiresonanzkristall;
Julius;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Kera;Magier;20876;5760;16253;Götze des Todes;Eterniumschließkassette;Formel: Brust - Große Werte;
Babuna;Paladin;21620;21620;21620;Ring des Märtyrers;Ring des Märtyrers;Ring des Märtyrers;
Harryhaller;Paladin;21604;21667;21694;Armreifen der königlichen Erlösung;Beinplatten des flammenden Lichts;Dreistoffmantel;
Juksi;Paladin;21604;21709;21663;Armreifen der königlichen Erlösung;Ring des gefallenen Gottes;Roben des Schutzheiligen;
Brasok;Priester;16253;21221;22731;Formel: Brust - Große Werte;Auge von C'Thun;Umhang des Verschlungenen;
Jandura;Priester;21221;21604;0;Auge von C'Thun;Armreifen der königlichen Erlösung;....;
Kerwin;Priester;20875;21600;21603;Götze der Nacht;Stiefel der göttlichen Erscheinung;Zauberstab des Qirajiadels;
Medinait;Priester;22731;22731;22731;Umhang des Verschlungenen;Umhang des Verschlungenen;Umhang des Verschlungenen;
Solax;Priester;21583;21583;21583;Umhang der Klarsicht;Umhang der Klarsicht;Umhang der Klarsicht;
Yunnchen;Priester;21839;21839;21839;Szepter des falschen Propheten;Szepter des falschen Propheten;Szepter des falschen Propheten;
Bloodwolf;Schurke;21672;21602;21664;Handschuhe der Vollstreckung;Vollstreckungsarmschienen der Qiraji;Stachelhalsschmuck;
Emergencydoc;Schurke;23570;23570;23570;Jom Gabbar;Jom Gabbar;Jom Gabbar;
Evoluna;Schurke;0;21650;20929;-;Uralter Qirajizerfetzer;Knochenpanzer des alten Gottes;
Jôncenà;Schurke;21672;21602;21126;Handschuhe der Vollstreckung;Vollstreckungsarmschienen der Qiraji;Stich des Todes;
Schleicherin;Schurke;0;20929;21701;KRAWALL UND REMIDEMMI!!!;Knochenpanzer des alten Gottes;Umhang des geballten Hasses;
