 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Auxeroise;Druide;21620;21620;21620;Ring des Märtyrers;Ring des Märtyrers;Ring des Märtyrers;
Nerethil;Druide;21221;21237;21666;Eye of C'Thun;Imperial Qiraji Regalia;Sartura's Might;
Octa;Druide;0;21602;21586;;Vollstreckungsarmschienen der Qiraji;Gürtel der endlosen Pein;
Snow;Druide;21602;21672;21665;Vollstreckungsarmschienen der Qiraji;Handschuhe der Vollstreckung;Mantel der boshaften Rache;
Deltana;Hexenmeister;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Faizi;Hexenmeister;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Twarves;Hexenmeister;21608;21608;21608;Amulett von Vek'nilash;Amulett von Vek'nilash;Amulett von Vek'nilash;
Vetron;Hexenmeister;20926;20932;20926;;Dominanzbindungen der Qiraji;Vek'nilashs Reif;
Wilfried;Hexenmeister;22730;22730;22730;Augenstrangkordel;Augenstrangkordel;Augenstrangkordel;
Fowen;Jäger;21670;21232;20929;Abzeichen der Schwarmwache;Imperiale Qirajiwaffe;Knochenpanzer des alten Gottes;
Palandur;Jäger;21677;21670;21702;Ring des Qirajizorns;Abzeichen der Schwarmwache;Amulett des faulen Zauberschutzes;
Shadowsniper;Jäger;21221;20929;21670;Auge von C'Thun;Knochenpanzer des alten Gottes;Abzeichen der Schwarmwache;
Shadowsniper;Jäger;0;21670;20928;;Abzeichen der Schwarmwache;Befehlsbindungen der Qiraji;
Âmbition;Krieger;21677;21691;21670;Ring des Qirajizorns;Brühschlammige Stulpen;Abzeichen der Schwarmwache;
Ariovist;Krieger;18231;23557;21618;Ärmelloses T-Shirt;Larve des großen Wurms;Handgelenksschutz des Schwarmbauentweihers;
Gyatt;Krieger;21814;21126;21701;Brustplatte der Vernichtung;Stich des Todes;Umhang des geballten Hasses;
Ippok;Krieger;21221;22732;23557;Auge von C'Thun;Mal von C'Thun;Larve des großen Wurms;
Ozzi;Krieger;0;20929;20927;;Knochenpanzer des alten Gottes;Ouros intakte Haut;
Perlenpaula;Krieger;20875;21604;20874;Götze der Nacht;Armreifen der königlichen Erlösung;Götze der Sonne;
Skadi;Krieger;21581;21615;21677;Stulpen der Vernichtung;Don Rigobertos verlorener Hut;Ring des Qirajizorns;
Thorgrimmson;Krieger;21837;21702;21134;Kriegshammer des Anubisath;Amulett des faulen Zauberschutzes;Dunkle Schneide des Irrsinns;
Zimzarek;Krieger;20875;21602;14551;Götze der Nacht;Vollstreckungsarmschienen der Qiraji;Handschützer des Klingenmeisters;
Bøøstinatrix;Magier;21622;20926;20932;Geschärfter Silithidenknochen;Vek'nilashs Reif;Dominanzbindungen der Qiraji;
Cleola;Magier;21597;21597;21597;Königliches Szepter von Vek'lor;Königliches Szepter von Vek'lor;Königliches Szepter von Vek'lor;
Excelsion;Magier;0;21611;21836;;Armschienen des Wühlers;Ritssyns Ring des Chaos;
Julius;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Lillianvoss;Magier;21585;21585;21585;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;Stulpen der dunklen Stürme;
Magegnom;Magier;21597;21597;21597;Königliches Szepter von Vek'lor;Königliches Szepter von Vek'lor;Königliches Szepter von Vek'lor;
Babuna;Paladin;21620;21620;21620;Ring des Märtyrers;Ring des Märtyrers;Ring des Märtyrers;
Cromos;Paladin;21604;21609;21891;Armreifen der königlichen Erlösung;Vek'nilashs Gürtel der Regeneration;Splitter des gefallenen Sterns;
Juksi;Paladin;21615;21666;21836;Don Rigobertos verlorener Hut;Sarturas Macht;Ritssyns Ring des Chaos;
Brasok;Priester;16253;21221;22731;Formel: Brust - Große Werte;Auge von C'Thun;Umhang des Verschlungenen;
Jandura;Priester;21221;21666;0;Auge von C'Thun;Sarturas Macht;Käsekuchen;
Medinait;Priester;22731;22731;22731;Umhang des Verschlungenen;Umhang des Verschlungenen;Umhang des Verschlungenen;
Solax;Priester;21583;21583;21583;Umhang der Klarsicht;Umhang der Klarsicht;Umhang der Klarsicht;
Terion;Priester;5263;21663;21615;Fussel;Roben des Schutzheiligen;Don Rigobertos verlorener Hut;
Yunnchen;Priester;21839;21839;21839;Szepter des falschen Propheten;Szepter des falschen Propheten;Szepter des falschen Propheten;
Björh;Schurke;21221;21126;21232;Auge von C'Thun;Stich des Todes;Imperiale Qirajiwaffe;
Bloodwolf;Schurke;23570;21602;21664;Jom Gabbar;Vollstreckungsarmschienen der Qiraji;Stachelhalsschmuck;
Bloodwolf;Schurke;0;0;0;;;;
Evoluna;Schurke;0;21650;21701;-;Uralter Qirajizerfetzer;Umhang des geballten Hasses;
Jôncenà;Schurke;21672;21602;21232;Handschuhe der Vollstreckung;Vollstreckungsarmschienen der Qiraji;Imperiale Qirajiwaffe;
Kartell;Schurke;21586;21586;21586;Gürtel der endlosen Pein;Gürtel der endlosen Pein;Gürtel der endlosen Pein;
Thrillseeker;Schurke;23570;21126;20875;Jom Gabbar;Stich des Todes;Götze der Nacht;
