 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Madrud;Druide;18810;19140;18820;Wilde Wachstums-Schiftung;Band der Ausbrennung;Talisman der ephemeren Macht;
Ramoni;Hexenmeister;19136;16817;16819;Mana entfachende Kordel;Gurt der Prophezeiung;Unterarmschienen der Prophezeiung;
Vetron;Hexenmeister;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Isme;Jäger;17063;18812;18252;Band of Accuria;Wristguards of True Flight;Pattern: Core Armor Kit;
Shadowsniper;Jäger;18290;18257;18292;Bauplan: Biznicks 247x128 treffsicheres Zielfernro;Rezept: Erheblicher Verjüngungstrank;Bauplan: Kernscharfschützengewehr;
Âmbition;Krieger;17204;19140;18564;Auge von Sulfuras;Band der Ausbrennung;Fesseln des Windsuchers;
Ariovist;Krieger;19137;19137;19137;Gurt des Ansturms;Gurt des Ansturms;Gurt des Ansturms;
Cardiothorac;Krieger;17069;18823;18817;Schläger-Mal;Alte Kernlederhandschuhe;Krone der Zerstörung;
Harime;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Kraz;Krieger;18832;17069;18821;Unbarmherzige Klinge;Schläger-Mal;Ring des rasanten Schlags;
Ozzi;Krieger;19137;19137;19137;Gurt des Ansturms;Gurt des Ansturms;Gurt des Ansturms;
Postbotin;Krieger;17010;17011;17204;Feuerkern;Lavakern;Auge von Sulfuras;
Ragnard;Krieger;18292;17010;17011;Bauplan: Kernscharfschützengewehr;Feuerkern;Lavakern;
Skadi;Krieger;18821;17010;17011;Ring des rasanten Schlags;Feuerkern;Lavakern;
Skaras;Krieger;18832;17069;16865;Unbarmherzige Klinge;Schläger-Mal;Brustplatte der Macht;
Thorgrimmson;Krieger;17203;17203;17203;Sulfuronblock;Sulfuronblock;Sulfuronblock;
Viki;Krieger;18832;19143;16865;Unbarmherzige Klinge;Flammenwächterstulpen;Brustplatte der Macht;
Atanamir;Magier;19136;19136;19136;Mana entfachende Kordel;Mana entfachende Kordel;Mana entfachende Kordel;
Bøøstinatrix;Magier;18820;18820;18820;Talisman der ephemeren Macht;Talisman der ephemeren Macht;Talisman der ephemeren Macht;
Daedrym;Magier;17103;19147;18842;Magierklinge des Azurlieds;Ring der Zauberkraft;Stab der Dominanz;
Dantholomäos;Magier;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Estorus;Magier;16802;17103;18820;Gürtel des Arkanisten;Magierklinge des Azurlieds;Talisman der ephemeren Macht;
Kera;Magier;16861;16825;16827;Armschienen der Macht;Armreifen des Nachtmeuchlers;Gürtel des Nachtmeuchlers;
Magebar;Magier;19136;17103;19147;Mana entfachende Kordel;Magierklinge des Azurlieds;Ring der Zauberkraft;
Mála;Magier;18814;19136;17010;Halsschmuck des Feuerlords;Mana entfachende Kordel;Feuerkern;
Manadrama;Magier;18842;19136;16797;Stab der Dominanz;Mana entfachende Kordel;Mantel des Arkanisten;
Relax;Magier;16802;16801;19147;Gürtel des Arkanisten;Handschuhe des Arkanisten;Ring der Zauberkraft;
Ulfric;Magier;19136;19147;13493;Mana entfachende Kordel;Ring der Zauberkraft;Rezept: Großes Arkanelixier;
Babuna;Paladin;17010;17011;17012;Feuerkern;Lavakern;Kernleder;
Eareldin;Paladin;18875;19140;16954;Salamanderschuppengamaschen;Band der Ausbrennung;Beinplatten des Richturteils;
Harryhaller;Paladin;18810;18810;18810;Wilde Wachstums-Schiftung;Wilde Wachstums-Schiftung;Wilde Wachstums-Schiftung;
Utus;Paladin;19140;18875;16954;Band der Ausbrennung;Salamanderschuppengamaschen;Beinplatten des Richturteils;
Brasok;Priester;18259;18259;18259;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;
Flunse;Priester;16922;17010;11382;Gamaschen der Erhabenheit;Feuerkern;Blut des Berges;
Jandura;Priester;13493;0;0;Rezept: Großes Arkanelixier;...;...;
Seliana;Priester;18608;18646;19140;Segnung;Das Auge der Offenbarung;Band der Ausbrennung;
Sinftw;Priester;18260;18260;18260;Formel: Waffe - Heilkraft;Formel: Waffe - Heilkraft;Formel: Waffe - Heilkraft;
Vonmir;Priester;20725;17010;17011;Nexuskristall;Feuerkern;Lavakern;
Xeray;Priester;17012;18259;17012;Kernleder;Formel: Waffe - Zauberkraft;Kernleder;
Thryndrion;Schurke;18832;17102;16827;Unbarmherzige Klinge;Umhang der verhüllten Nebel;Gürtel des Nachtmeuchlers;
Wertraud;Schurke;17063;17063;17063;Band von Accuria;Band von Accuria;Band von Accuria;
