 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Adeliana;Druide;17012;17010;18252;Kernleder;Feuerkern;Muster: Kernrüstungsset;
Nerethil;Druide;19140;19140;17110;Cauterizing Band;Cauterizing Band;Seal of the Archmagus;
Tytona;Druide;19147;16901;17109;Ring der Zauberkraft;Beinschützer des Stormrage;Halsschmuck der Erleuchtung;
Koppi;Hexenmeister;17203;17010;17011;Sulfuronblock;Feuerkern;Lavakern;
Korthos;Hexenmeister;17077;21342;17011;Purpurroter Schocker;Kernteufelsstofftasche;Lavakern;
Ramoni;Hexenmeister;17010;17010;17011;Feuerkern;Feuerkern;Lavakern;
Brug;Jäger;16845;16938;17102;Brustplatte des Riesenjägers;Beinschützer des Drachenjägers;Umhang der verhüllten Nebel;
Gròllbárt;Jäger;16938;16852;16848;Beinschützer des Drachenjägers;Handschuhe des Riesenjägers;Schulterklappen des Riesenjägers;
Locher;Jäger;17102;18291;18290;Umhang der verhüllten Nebel;Bauplan: Machtreaktive Scheibe;Bauplan: Biznicks 247x128 treffsicheres Zielfernro;
Loyx;Jäger;16845;16846;17010;Brustplatte des Riesenjägers;Helm des Riesenjägers;Feuerkern;
Shadowsniper;Jäger;16938;17102;16845;Beinschützer des Drachenjägers;Umhang der verhüllten Nebel;Brustplatte des Riesenjägers;
Ariovist;Krieger;18832;19137;18821;Unbarmherzige Klinge;Gurt des Ansturms;Ring des rasanten Schlags;
Bintang;Krieger;19137;19143;18290;Gurt des Ansturms;Flammenwächterstulpen;Bauplan: Biznicks 247x128 treffsicheres Zielfernro;
Lakeshire;Krieger;11382;11382;11382;Blut des Berges;Blut des Berges;Blut des Berges;
Ozzi;Krieger;18832;19137;18821;Unbarmherzige Klinge;Gurt des Ansturms;Ring des rasanten Schlags;
Postbotin;Krieger;17203;11382;0;Sulfuronblock;Blut des Berges;ENDLICH MAL DIE FESSEL FÜR RAGNARD;
Ragnard;Krieger;17203;18292;16825;Sulfuronblock;Bauplan: Kernscharfschützengewehr;Armreifen des Nachtmeuchlers;
Skadi;Krieger;17010;18810;18821;Feuerkern;Wilde Wachstums-Schiftung;Ring des rasanten Schlags;
Tensorr;Krieger;19137;17069;17063;Gurt des Ansturms;Schläger-Mal;Band von Accuria;
Thorgrimmson;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Dantholomäos;Magier;19136;19147;13493;Mana entfachende Kordel;Ring der Zauberkraft;Rezept: Großes Arkanelixier;
Estorus;Magier;16795;17103;16798;Krone des Arkanisten;Magierklinge des Azurlieds;Roben des Arkanisten;
Excelsion;Magier;19136;19147;19147;Mana entfachende Kordel;Ring der Zauberkraft;Ring der Zauberkraft;
Gung;Magier;17103;19145;19136;Magierklinge des Azurlieds;Robe der flüchtigen Macht;Mana entfachende Kordel;
Mála;Magier;16799;19136;18814;Bindungen des Arkanisten;Mana entfachende Kordel;Halsschmuck des Feuerlords;
Stupsi;Magier;18820;16795;18842;Talisman der ephemeren Macht;Krone des Arkanisten;Stab der Dominanz;
Babuna;Paladin;19140;19140;19140;Band der Ausbrennung;Band der Ausbrennung;Band der Ausbrennung;
Bubblesuri;Paladin;19137;18821;17011;Gurt des Ansturms;Ring des rasanten Schlags;Lavakern;
Palanthor;Paladin;18810;18875;18264;Wilde Wachstums-Schiftung;Salamanderschuppengamaschen;Pläne: Elementarwetzstein;
Séth;Paladin;8953;18875;17103;Frittierte Kochbanane;Salamanderschuppengamaschen;Magierklinge des Azurlieds;
Ariee;Priester;0;17011;17011;1;Lavakern;Lavakern;
Brasok;Priester;18259;18259;18259;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;
Ferdock;Priester;18646;16811;16812;Das Auge der Offenbarung;Stiefel der Prophezeiung;Handschuhe der Prophezeiung;
Flunse;Priester;16922;17010;17010;Gamaschen der Erhabenheit;Feuerkern;Feuerkern;
Jandura;Priester;19140;19140;19140;Band der Ausbrennung;Band der Ausbrennung;Band der Ausbrennung;
Medinait;Priester;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Vonmir;Priester;17011;17010;17011;Lavakern;Feuerkern;Lavakern;
Desmond;Schurke;18290;17010;17012;Bauplan: Biznicks 247x128 treffsicheres Zielfernro;Feuerkern;Kernleder;
Thrillseeker;Schurke;17069;17069;17069;Schläger-Mal;Schläger-Mal;Schläger-Mal;
Wertraud;Schurke;18832;18815;18259;Unbarmherzige Klinge;Essenz der reinen Flamme;Formel: Waffe - Zauberkraft;
