 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Adeliana;Druide;19140;19140;19140;Band der Ausbrennung;Band der Ausbrennung;Band der Ausbrennung;
Octa;Druide;16253;18259;4500;Formel: Brust - Große Werte;Formel: Waffe - Zauberkraft;Reiserucksack;
Joi;Hexenmeister;17010;17011;17012;Feuerkern;Lavakern;Kernleder;
Nasadax;Hexenmeister;18259;18260;19147;Formel: Waffe - Zauberkraft;Formel: Waffe - Heilkraft;Ring der Zauberkraft;
Vetron;Hexenmeister;18259;18260;16253;Formel: Waffe - Zauberkraft;Formel: Waffe - Heilkraft;Formel: Brust - Große Werte;
Fowen;Jäger;17011;17011;0;;Lavakern;;
Âmbition;Krieger;17204;17010;17010;Auge von Sulfuras;Feuerkern;Feuerkern;
Ariovist;Krieger;18821;17010;17074;Ring des rasanten Schlags;Feuerkern;Schattenschlag;
Audrey;Krieger;19137;16863;16866;Gurt des Ansturms;Stulpen der Macht;Helm der Macht;
Harime;Krieger;19137;19137;19137;Gurt des Ansturms;Gurt des Ansturms;Gurt des Ansturms;
Ozzi;Krieger;18821;17065;16861;Ring des rasanten Schlags;Medaillon der beständigen Macht;Armschienen der Macht;
Perlenpaula;Krieger;17203;17010;20725;Sulfuronblock;Feuerkern;Nexuskristall;
Postbotin;Krieger;17203;17011;17010;Sulfuronblock;Lavakern;Feuerkern;
Ragnard;Krieger;17203;18292;16861;Sulfuronblock;Bauplan: Kernscharfschützengewehr;Armschienen der Macht;
Skadi;Krieger;18821;18810;17011;Ring des rasanten Schlags;Wilde Wachstums-Schiftung;Lavakern;
Tensorr;Krieger;17069;18291;18292;Schläger-Mal;Bauplan: Machtreaktive Scheibe;Bauplan: Kernscharfschützengewehr;
Thorgrimmson;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Zimzarek;Krieger;17010;17011;11382;Feuerkern;Lavakern;Blut des Berges;
Bøøstinatrix;Magier;17103;232138;16801;Magierklinge des Azurlieds;Gamaschen des Netherwinds;Handschuhe des Arkanisten;
Cleola;Magier;17012;17012;14510;Kernleder;Kernleder;Muster: Bodenlose Tasche;
Daedrym;Magier;18820;16795;16797;Talisman der ephemeren Macht;Krone des Arkanisten;Mantel des Arkanisten;
Dahli;Magier;19136;19147;16864;Mana entfachende Kordel;Ring der Zauberkraft;Gürtel der Macht;
Dantholomäos;Magier;19136;19136;19136;Mana entfachende Kordel;Mana entfachende Kordel;Mana entfachende Kordel;
Estorus;Magier;16802;17103;13493;Gürtel des Arkanisten;Magierklinge des Azurlieds;Rezept: Großes Arkanelixier;
Excelsion;Magier;19136;19147;13493;Mana entfachende Kordel;Ring der Zauberkraft;Rezept: Großes Arkanelixier;
Harryhaller;Paladin;18810;18875;18264;Wilde Wachstums-Schiftung;Salamanderschuppengamaschen;Pläne: Elementarwetzstein;
Helande;Paladin;19147;18260;17066;Ring der Zauberkraft;Formel: Waffe - Heilkraft;Drillbohrer-Scheibe;
Místhrándír;Paladin;19140;17103;17106;Band der Ausbrennung;Magierklinge des Azurlieds;Malistar-Verteidiger;
Brasok;Priester;18259;18259;18259;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;
Ferdock;Priester;19140;16811;14510;Band der Ausbrennung;Stiefel der Prophezeiung;Muster: Bodenlose Tasche;
Kadyía;Priester;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Medinait;Priester;18260;18260;18260;Formel: Waffe - Heilkraft;Formel: Waffe - Heilkraft;Formel: Waffe - Heilkraft;
Sinftw;Priester;18260;18260;18260;Formel: Waffe - Heilkraft;Formel: Waffe - Heilkraft;Formel: Waffe - Heilkraft;
Solax;Priester;16922;16253;17011;Gamaschen der Erhabenheit;Formel: Brust - Große Werte;Lavakern;
Terion;Priester;16922;19140;18820;Gamaschen der Erhabenheit;Band der Ausbrennung;Talisman der ephemeren Macht;
Vicinia;Priester;19140;19140;19140;Band der Ausbrennung;Band der Ausbrennung;Band der Ausbrennung;
Thrillseeker;Schurke;17010;17011;17010;Feuerkern;Lavakern;Feuerkern;
Thryndrion;Schurke;18832;16909;16826;Unbarmherzige Klinge;Blutfanghose;Handschuhe des Nachtmeuchlers;
Unforgiven;Schurke;16909;16824;16826;Blutfanghose;Stiefel des Nachtmeuchlers;Handschuhe des Nachtmeuchlers;
Wertraud;Schurke;17063;17063;17063;Band von Accuria;Band von Accuria;Band von Accuria;
