 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Lutina;Druide;16835;16833;16829;Gamaschen des Cenarius;Gewand des Cenarius;Stiefel des Cenarius;
Deltana;Hexenmeister;18820;18259;18260;Talisman der ephemeren Macht;Formel: Waffe - Zauberkraft;Formel: Waffe - Heilkraft;
Imodium;Hexenmeister;18820;18820;18820;Talisman der ephemeren Macht;Talisman der ephemeren Macht;Talisman der ephemeren Macht;
Ramoni;Hexenmeister;17011;17011;17010;Lavakern;Lavakern;Feuerkern;
Vetron;Hexenmeister;18814;18820;16930;Halsschmuck des Feuerlords;Talisman der ephemeren Macht;Gamaschen der Nemesis;
Loyx;Jäger;16845;16846;17010;Brustplatte des Riesenjägers;Helm des Riesenjägers;Feuerkern;
Shadowsniper;Jäger;17102;16845;16938;Umhang der verhüllten Nebel;Brustplatte des Riesenjägers;Beinschützer des Drachenjägers;
Âmbition;Krieger;18564;18810;17010;Fesseln des Windsuchers;Wilde Wachstums-Schiftung;Feuerkern;
Ariovist;Krieger;18832;19137;17063;Unbarmherzige Klinge;Gurt des Ansturms;Band von Accuria;
Bergomann;Krieger;17204;17010;17011;Auge von Sulfuras;Feuerkern;Lavakern;
Ozzi;Krieger;18832;19137;18821;Unbarmherzige Klinge;Gurt des Ansturms;Ring des rasanten Schlags;
Postbotin;Krieger;17203;17011;17010;Sulfuronblock;Lavakern;Feuerkern;
Ragnard;Krieger;17203;18292;16861;Sulfuronblock;Bauplan: Kernscharfschützengewehr;Armschienen der Macht;
Skadi;Krieger;17010;18810;18821;Feuerkern;Wilde Wachstums-Schiftung;Ring des rasanten Schlags;
Tensorr;Krieger;19137;18291;18290;Gurt des Ansturms;Bauplan: Machtreaktive Scheibe;Bauplan: Biznicks 247x128 treffsicheres Zielfernro;
Thorgrimmson;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Dahli;Magier;19147;19136;13493;Ring der Zauberkraft;Mana entfachende Kordel;Rezept: Großes Arkanelixier;
Dantholomäos;Magier;19136;19147;17011;Mana entfachende Kordel;Ring der Zauberkraft;Lavakern;
Excelsion;Magier;16915;19147;19147;Hose des Netherwinds;Ring der Zauberkraft;Ring der Zauberkraft;
Mála;Magier;16799;19136;18814;Bindungen des Arkanisten;Mana entfachende Kordel;Halsschmuck des Feuerlords;
Xiv;Magier;17103;19136;19147;Magierklinge des Azurlieds;Mana entfachende Kordel;Ring der Zauberkraft;
Babuna;Paladin;19140;19140;19140;Band der Ausbrennung;Band der Ausbrennung;Band der Ausbrennung;
Bubblesuri;Paladin;19137;18821;17011;Gurt des Ansturms;Ring des rasanten Schlags;Lavakern;
Paladix;Paladin;16954;17107;17066;Beinplatten des Richturteils;Drachenblut-Cape;Drillbohrer-Scheibe;
Séth;Paladin;8953;18810;18875;Frittierte Kochbanane;Wilde Wachstums-Schiftung;Salamanderschuppengamaschen;
Brasok;Priester;18259;18259;18259;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;
Ferdock;Priester;18646;16812;16811;Das Auge der Offenbarung;Handschuhe der Prophezeiung;Stiefel der Prophezeiung;
Flunse;Priester;16922;17010;17010;Gamaschen der Erhabenheit;Feuerkern;Feuerkern;
Jandura;Priester;19140;19140;19140;Band der Ausbrennung;Band der Ausbrennung;Band der Ausbrennung;
Kadyía;Priester;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Sinftw;Priester;18260;18257;18265;Formel: Waffe - Heilkraft;Rezept: Erheblicher Verjüngungstrank;Muster: Flimmerkernwickeltücher;
Solax;Priester;17203;16253;17011;Sulfuronblock;Formel: Brust - Große Werte;Lavakern;
Terion;Priester;16922;17010;16851;Gamaschen der Erhabenheit;Feuerkern;Gürtel des Riesenjägers;
Emergencydoc;Schurke;17063;17063;17063;Band von Accuria;Band von Accuria;Band von Accuria;
Thrillseeker;Schurke;17069;17069;17069;Schläger-Mal;Schläger-Mal;Schläger-Mal;
Unforgiven;Schurke;18832;17069;16826;Unbarmherzige Klinge;Schläger-Mal;Handschuhe des Nachtmeuchlers;
Villanelle;Schurke;17010;17012;17012;Feuerkern;Kernleder;Kernleder;
Wertraud;Schurke;16909;17010;18260;Blutfanghose;Feuerkern;Formel: Waffe - Heilkraft;
