 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Nerethil;Druide;16253;11382;19140;Formel: Brust - Große Werte;Blut des Berges;Band der Ausbrennung;
Octa;Druide;4500;17012;17012;Reiserucksack;Kernleder;Kernleder;
Snow;Druide;19139;18823;16858;Brandwachenschultern;Alte Kernlederhandschuhe;Gürtel der Gerechtigkeit;
Vetron;Hexenmeister;16253;18260;18259;Formel: Brust - Große Werte;Formel: Waffe - Heilkraft;Formel: Waffe - Zauberkraft;
Brug;Jäger;16850;16253;18812;Armschienen des Riesenjägers;Formel: Brust - Große Werte;Handgelenksschutz des wahren Flugs;
Isme;Jäger;17063;18283;18251;Band of Accuria;Biznicks 247x128 Accurascope;Core Armor Kit;
Loyx;Jäger;17010;17010;17010;Feuerkern;Feuerkern;Feuerkern;
Shadowsniper;Jäger;17102;16938;16849;Umhang der verhüllten Nebel;Beinschützer des Drachenjägers;Stiefel des Riesenjägers;
Ariovist;Krieger;18832;17069;17012;Unbarmherzige Klinge;Schläger-Mal;Kernleder;
Audrey;Krieger;18832;18812;16866;Unbarmherzige Klinge;Handgelenksschutz des wahren Flugs;Helm der Macht;
Cardiothorac;Krieger;19146;18823;18817;Handgelenksschutz der Stabilität;Alte Kernlederhandschuhe;Krone der Zerstörung;
Harime;Krieger;19137;19137;19137;Gurt des Ansturms;Gurt des Ansturms;Gurt des Ansturms;
Ozzi;Krieger;17203;16819;16817;Sulfuronblock;Unterarmschienen der Prophezeiung;Gurt der Prophezeiung;
Postbotin;Krieger;17203;18810;17010;Sulfuronblock;Wilde Wachstums-Schiftung;Feuerkern;
Ragnard;Krieger;17203;18292;16799;Sulfuronblock;Bauplan: Kernscharfschützengewehr;Bindungen des Arkanisten;
Skadi;Krieger;18821;18810;17011;Ring des rasanten Schlags;Wilde Wachstums-Schiftung;Lavakern;
Tensorr;Krieger;17069;18291;18292;Schläger-Mal;Bauplan: Machtreaktive Scheibe;Bauplan: Kernscharfschützengewehr;
Thorgrimmson;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Valtheras;Krieger;18817;17069;18832;Krone der Zerstörung;Schläger-Mal;Unbarmherzige Klinge;
Bøøstinatrix;Magier;17103;18808;16801;Magierklinge des Azurlieds;Handschuhe der hypnotischen Flamme;Handschuhe des Arkanisten;
Dahli;Magier;19147;19136;16864;Ring der Zauberkraft;Mana entfachende Kordel;Gürtel der Macht;
Dantholomäos;Magier;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Estorus;Magier;16802;16798;17103;Gürtel des Arkanisten;Roben des Arkanisten;Magierklinge des Azurlieds;
Magebar;Magier;16800;18820;19147;Stiefel des Arkanisten;Talisman der ephemeren Macht;Ring der Zauberkraft;
Mála;Magier;17103;19142;17010;Magierklinge des Azurlieds;Feuerrunenverzierter Zauberfoliant;Feuerkern;
Babuna;Paladin;19140;17010;17011;Band der Ausbrennung;Feuerkern;Lavakern;
Harryhaller;Paladin;18810;18875;18264;Wilde Wachstums-Schiftung;Salamanderschuppengamaschen;Pläne: Elementarwetzstein;
Hazel;Paladin;18810;16855;16806;Wilde Wachstums-Schiftung;Beinplatten der Gerechtigkeit;Teufelsherzgürtel;
Helande;Paladin;19140;17109;17105;Band der Ausbrennung;Halsschmuck der Erleuchtung;Aurastein-Hammer;
Utus;Paladin;18810;18875;17010;Wilde Wachstums-Schiftung;Salamanderschuppengamaschen;Feuerkern;
Brasok;Priester;18259;18259;18259;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;
Ferdock;Priester;16811;18260;16253;Stiefel der Prophezeiung;Formel: Waffe - Heilkraft;Formel: Brust - Große Werte;
Jandura;Priester;16922;0;0;Gamaschen der Erhabenheit;.....;........;
Kadyía;Priester;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Medinait;Priester;18260;18260;18260;Formel: Waffe - Heilkraft;Formel: Waffe - Heilkraft;Formel: Waffe - Heilkraft;
Terion;Priester;19140;16922;19147;Band der Ausbrennung;Gamaschen der Erhabenheit;Ring der Zauberkraft;
Vonmir;Priester;17010;17011;17010;Feuerkern;Lavakern;Feuerkern;
Björh;Schurke;17069;16850;16799;Schläger-Mal;Armschienen des Riesenjägers;Bindungen des Arkanisten;
Thryndrion;Schurke;18832;16826;16909;Unbarmherzige Klinge;Handschuhe des Nachtmeuchlers;Blutfanghose;
Wertraud;Schurke;17063;17063;17063;Band von Accuria;Band von Accuria;Band von Accuria;
