 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Madrud;Druide;18810;19147;19136;Wilde Wachstums-Schiftung;Ring der Zauberkraft;Mana entfachende Kordel;
Kanderella;Hexenmeister;19147;18878;16807;Ring der Zauberkraft;Zauberdolch;Teufelsherzschulterpolster;
Vetron;Hexenmeister;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Shadowsniper;Jäger;18290;18257;18292;Bauplan: Biznicks 247x128 treffsicheres Zielfernro;Rezept: Erheblicher Verjüngungstrank;Bauplan: Kernscharfschützengewehr;
Âmbition;Krieger;17204;19140;18564;Auge von Sulfuras;Band der Ausbrennung;Fesseln des Windsuchers;
Ariovist;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Arthorius;Krieger;18832;16862;16868;Unbarmherzige Klinge;Sabatons der Macht;Schulterstücke der Macht;
Cardiothorac;Krieger;19146;18811;18810;Handgelenksschutz der Stabilität;Feuerfester Umhang;Wilde Wachstums-Schiftung;
Kraz;Krieger;17063;18832;17076;Band von Accuria;Unbarmherzige Klinge;Knochenhäschers Schneide;
Ozzi;Krieger;19137;19137;19137;Gurt des Ansturms;Gurt des Ansturms;Gurt des Ansturms;
Phïl;Krieger;18832;16863;18282;Unbarmherzige Klinge;Stulpen der Macht;Kernscharfschützengewehr;
Postbotin;Krieger;17010;17011;17204;Feuerkern;Lavakern;Auge von Sulfuras;
Ragnard;Krieger;18292;17010;17011;Bauplan: Kernscharfschützengewehr;Feuerkern;Lavakern;
Skadi;Krieger;17010;17011;18257;Feuerkern;Lavakern;Rezept: Erheblicher Verjüngungstrank;
Tensorr;Krieger;18292;18291;17011;Bauplan: Kernscharfschützengewehr;Bauplan: Machtreaktive Scheibe;Lavakern;
Thorgrimmson;Krieger;17203;17203;17203;Sulfuronblock;Sulfuronblock;Sulfuronblock;
Bøøstinatrix;Magier;18820;18820;18820;Talisman der ephemeren Macht;Talisman der ephemeren Macht;Talisman der ephemeren Macht;
Daedrym;Magier;16795;19147;16797;Krone des Arkanisten;Ring der Zauberkraft;Mantel des Arkanisten;
Estorus;Magier;16802;17103;18820;Gürtel des Arkanisten;Magierklinge des Azurlieds;Talisman der ephemeren Macht;
Jenson/reynolds;Magier;17103;16798;16915;Magierklinge des Azurlieds;Roben des Arkanisten;Hose des Netherwinds;
Magebar;Magier;19136;16802;16817;Mana entfachende Kordel;Gürtel des Arkanisten;Gurt der Prophezeiung;
Mála;Magier;19136;17012;17010;Mana entfachende Kordel;Kernleder;Feuerkern;
Manadrama;Magier;19136;19147;18842;Mana entfachende Kordel;Ring der Zauberkraft;Stab der Dominanz;
Eareldin;Paladin;18875;19140;17076;Salamanderschuppengamaschen;Band der Ausbrennung;Knochenhäschers Schneide;
Etharion;Paladin;19140;18875;19145;Band der Ausbrennung;Salamanderschuppengamaschen;Robe der flüchtigen Macht;
Helande;Paladin;19140;18291;18260;Band der Ausbrennung;Bauplan: Machtreaktive Scheibe;Formel: Waffe - Heilkraft;
Juksi;Paladin;232146;17076;17103;Beinplatten des Richturteils;Knochenhäschers Schneide;Magierklinge des Azurlieds;
Marces;Paladin;19140;16954;18875;Band der Ausbrennung;Beinplatten des Richturteils;Salamanderschuppengamaschen;
Utus;Paladin;18810;18810;18810;Wilde Wachstums-Schiftung;Wilde Wachstums-Schiftung;Wilde Wachstums-Schiftung;
Brasok;Priester;18259;18259;18259;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;
Falada;Priester;18646;16922;16812;Das Auge der Offenbarung;Gamaschen der Erhabenheit;Handschuhe der Prophezeiung;
Flunse;Priester;19140;16922;17010;Band der Ausbrennung;Gamaschen der Erhabenheit;Feuerkern;
Jandura;Priester;16922;13493;0;Gamaschen der Erhabenheit;Rezept: Großes Arkanelixier;......;
Kadyía;Priester;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Tizzy;Priester;16922;19140;0;Gamaschen der Erhabenheit;Band der Ausbrennung;;
Barbarella;Schurke;18832;16820;16826;Unbarmherzige Klinge;Brustharnisch des Nachtmeuchlers;Handschuhe des Nachtmeuchlers;
Thryndrion;Schurke;18832;17102;16826;Unbarmherzige Klinge;Umhang der verhüllten Nebel;Handschuhe des Nachtmeuchlers;
