 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Ölzelot;Druide;18810;16901;18875;Wilde Wachstums-Schiftung;Beinschützer des Stormrage;Salamanderschuppengamaschen;
Giftpilz;Hexenmeister;17103;18809;17012;Magierklinge des Azurlieds;Schärpe der geflüsterten Geheimnisse;Kernleder;
Wilfried;Hexenmeister;18820;16930;13493;Talisman der ephemeren Macht;Gamaschen der Nemesis;Rezept: Großes Arkanelixier;
Gwinnith;Jäger;16845;17011;17010;Brustplatte des Riesenjägers;Lavakern;Feuerkern;
Himijana;Jäger;16845;18260;18259;Brustplatte des Riesenjägers;Formel: Waffe - Heilkraft;Formel: Waffe - Zauberkraft;
Palandur;Jäger;16938;16864;16799;Beinschützer des Drachenjägers;Gürtel der Macht;Bindungen des Arkanisten;
Seybrew;Jäger;16845;18290;16938;Brustplatte des Riesenjägers;Bauplan: Biznicks 247x128 treffsicheres Zielfernro;Beinschützer des Drachenjägers;
Bergomann;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Evocíance;Krieger;19137;18832;18264;Gurt des Ansturms;Unbarmherzige Klinge;Pläne: Elementarwetzstein;
Harime;Krieger;19137;18821;18832;Gurt des Ansturms;Ring des rasanten Schlags;Unbarmherzige Klinge;
Littleambition;Krieger;18264;18810;16253;Pläne: Elementarwetzstein;Wilde Wachstums-Schiftung;Formel: Brust - Große Werte;
Perlenpaula;Krieger;11382;18810;16817;Blut des Berges;Wilde Wachstums-Schiftung;Gurt der Prophezeiung;
Postbotin;Krieger;17203;11382;11382;Sulfuronblock;Blut des Berges;Blut des Berges;
Ragnard;Krieger;17203;14510;18292;Sulfuronblock;Muster: Bodenlose Tasche;Bauplan: Kernscharfschützengewehr;
Skadi;Krieger;18823;18823;18823;Alte Kernlederhandschuhe;Alte Kernlederhandschuhe;Alte Kernlederhandschuhe;
Skadi;Krieger;17010;18810;17012;Feuerkern;Wilde Wachstums-Schiftung;Kernleder;
Thorgrimmson;Krieger;18291;18292;16866;Bauplan: Machtreaktive Scheibe;Bauplan: Kernscharfschützengewehr;Helm der Macht;
Kera;Magier;17010;17011;7078;Feuerkern;Lavakern;Essenz des Feuers;
Mála;Magier;17109;228271;228256;Halsschmuck der Erleuchtung;Stab der Dominanz;Mana entfachende Kordel;
Ulfric;Magier;16795;18820;18260;Krone des Arkanisten;Talisman der ephemeren Macht;Formel: Waffe - Heilkraft;
Wassermaxi;Magier;16798;16796;16802;Roben des Arkanisten;Gamaschen des Arkanisten;Gürtel des Arkanisten;
Wellread;Magier;18820;17103;16915;Talisman der ephemeren Macht;Magierklinge des Azurlieds;Hose des Netherwinds;
Xeozz;Magier;19147;16795;16796;Ring der Zauberkraft;Krone des Arkanisten;Gamaschen des Arkanisten;
Aldebaran;Paladin;18821;19137;18817;Ring des rasanten Schlags;Gurt des Ansturms;Krone der Zerstörung;
Blitzlicht;Paladin;19140;19140;19140;Band der Ausbrennung;Band der Ausbrennung;Band der Ausbrennung;
Zimftw;Paladin;18810;18875;18820;Wilde Wachstums-Schiftung;Salamanderschuppengamaschen;Talisman der ephemeren Macht;
Brasok;Priester;18259;18259;18259;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;
Jandura;Priester;16922;0;0;Gamaschen der Erhabenheit;;;
Medinait;Priester;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Ohfohrfs;Priester;18820;19147;228239;Talisman der ephemeren Macht;Ring der Zauberkraft;Robe der flüchtigen Macht;
Sinftw;Priester;18260;14510;18265;Formel: Waffe - Heilkraft;Muster: Bodenlose Tasche;Muster: Flimmerkernwickeltücher;
Solax;Priester;18259;17011;17012;Formel: Waffe - Zauberkraft;Lavakern;Kernleder;
Vonmir;Priester;17010;17011;17010;Feuerkern;Lavakern;Feuerkern;
Bloodwolf;Schurke;17069;18805;16802;Schläger-Mal;Kernhundzahn;Gürtel des Arkanisten;
Desmond;Schurke;18290;17010;17011;Bauplan: Biznicks 247x128 treffsicheres Zielfernro;Feuerkern;Lavakern;
Emergencydoc;Schurke;18821;18823;16824;Ring des rasanten Schlags;Alte Kernlederhandschuhe;Stiefel des Nachtmeuchlers;
Giovanna;Schurke;18832;16822;16821;Unbarmherzige Klinge;Hose des Nachtmeuchlers;Kopfschutz des Nachtmeuchlers;
Jôncenà;Schurke;17063;17063;17063;Band von Accuria;Band von Accuria;Band von Accuria;
Pogl;Schurke;17069;16824;16827;Schläger-Mal;Stiefel des Nachtmeuchlers;Gürtel des Nachtmeuchlers;
Ripley;Schurke;17069;18291;16909;Schläger-Mal;Bauplan: Machtreaktive Scheibe;Blutfanghose;
Salto;Schurke;17102;17072;16826;Umhang der verhüllten Nebel;Blasterwerfer;Handschuhe des Nachtmeuchlers;
Unforgiven;Schurke;0;18832;16821;;Unbarmherzige Klinge;Kopfschutz des Nachtmeuchlers;
Unforgiven;Schurke;0;0;0;;;;
