 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Auxeroise;Druide;17010;17010;18252;Feuerkern;Feuerkern;Muster: Kernrüstungsset;
Octa;Druide;17063;17102;18823;Band von Accuria;Umhang der verhüllten Nebel;Alte Kernlederhandschuhe;
Albin;Hexenmeister;17103;18809;19145;Magierklinge des Azurlieds;Schärpe der geflüsterten Geheimnisse;Robe der flüchtigen Macht;
Giftpilz;Hexenmeister;16930;16253;17012;Gamaschen der Nemesis;Formel: Brust - Große Werte;Kernleder;
Wilfried;Hexenmeister;19136;18257;18809;Mana entfachende Kordel;Rezept: Erheblicher Verjüngungstrank;Schärpe der geflüsterten Geheimnisse;
Gwinnith;Jäger;16845;17010;17011;Brustplatte des Riesenjägers;Feuerkern;Lavakern;
Loyx;Jäger;16846;16845;17102;Helm des Riesenjägers;Brustplatte des Riesenjägers;Umhang der verhüllten Nebel;
Shadowsniper;Jäger;16938;16845;16851;Beinschützer des Drachenjägers;Brustplatte des Riesenjägers;Gürtel des Riesenjägers;
Âmbition;Krieger;18264;18810;19140;Pläne: Elementarwetzstein;Wilde Wachstums-Schiftung;Band der Ausbrennung;
Bergomann;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Harime;Krieger;19137;19137;19137;Gurt des Ansturms;Gurt des Ansturms;Gurt des Ansturms;
Ippok;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Maliqe;Krieger;17063;17069;19137;Band von Accuria;Schläger-Mal;Gurt des Ansturms;
Maliqe;Krieger;17063;17069;19137;Band von Accuria;Schläger-Mal;Gurt des Ansturms;
Pepperoni;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Postbotin;Krieger;17203;11382;11382;Sulfuronblock;Blut des Berges;Blut des Berges;
Ragnard;Krieger;17203;18292;16799;Sulfuronblock;Bauplan: Kernscharfschützengewehr;Bindungen des Arkanisten;
Skadi;Krieger;18823;18810;17011;Alte Kernlederhandschuhe;Wilde Wachstums-Schiftung;Lavakern;
Thorgrimmson;Krieger;18290;18291;16866;Bauplan: Biznicks 247x128 treffsicheres Zielfernro;Bauplan: Machtreaktive Scheibe;Helm der Macht;
Dahli;Magier;19136;18820;19147;Mana entfachende Kordel;Talisman der ephemeren Macht;Ring der Zauberkraft;
Estorus;Magier;16795;16801;16800;Krone des Arkanisten;Handschuhe des Arkanisten;Stiefel des Arkanisten;
Kera;Magier;0;0;0;;;;
Kleist;Magier;16797;16801;16802;Mantel des Arkanisten;Handschuhe des Arkanisten;Gürtel des Arkanisten;
Mála;Magier;19147;17109;19136;Ring der Zauberkraft;Halsschmuck der Erleuchtung;Mana entfachende Kordel;
Stupsi;Magier;16915;19136;16797;Hose des Netherwinds;Mana entfachende Kordel;Mantel des Arkanisten;
Babuna;Paladin;228459;0;0;Scharfkantige Obsidianklinge;;;
Palanthor;Paladin;17103;16853;18806;Magierklinge des Azurlieds;Brustschutz der Gerechtigkeit;Im Kern geschmiedete Schienbeinschützer;
Brasok;Priester;18259;18259;18259;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;
Kerwin;Priester;17010;18814;17012;Feuerkern;Halsschmuck des Feuerlords;Kernleder;
Medinait;Priester;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Panador;Priester;16922;19140;18646;Gamaschen der Erhabenheit;Band der Ausbrennung;Das Auge der Offenbarung;
Patriona;Priester;18260;18260;18260;Formel: Waffe - Heilkraft;Formel: Waffe - Heilkraft;Formel: Waffe - Heilkraft;
Raylâ;Priester;18646;16922;19140;Das Auge der Offenbarung;Gamaschen der Erhabenheit;Band der Ausbrennung;
Sinftw;Priester;14510;18265;18260;Muster: Bodenlose Tasche;Muster: Flimmerkernwickeltücher;Formel: Waffe - Heilkraft;
Solax;Priester;18259;17011;17011;Formel: Waffe - Zauberkraft;Lavakern;Lavakern;
Terion;Priester;16922;18646;19145;Gamaschen der Erhabenheit;Das Auge der Offenbarung;Robe der flüchtigen Macht;
Bloodwolf;Schurke;17063;17063;17063;Band von Accuria;Band von Accuria;Band von Accuria;
Desmond;Schurke;18290;17012;17011;Bauplan: Biznicks 247x128 treffsicheres Zielfernro;Kernleder;Lavakern;
Emegencydoc;Schurke;18816;16824;16822;Klinge des Verderbens;Stiefel des Nachtmeuchlers;Hose des Nachtmeuchlers;
Jôncenà;Schurke;17063;17063;17063;Band von Accuria;Band von Accuria;Band von Accuria;
Salto;Schurke;17069;16825;17012;Schläger-Mal;Armreifen des Nachtmeuchlers;Kernleder;
