 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Adeliana;Druide;0;0;0;;;;
Skillz;Druide;17073;18805;18816;Erderschütterer;Kernhundzahn;Klinge des Verderbens;
Faizi;Hexenmeister;18260;13493;17012;Formel: Waffe - Heilkraft;Rezept: Großes Arkanelixier;Kernleder;
Wilfried;Hexenmeister;18257;19136;18809;Rezept: Erheblicher Verjüngungstrank;Mana entfachende Kordel;Schärpe der geflüsterten Geheimnisse;
Himijana;Jäger;18805;16845;18260;Kernhundzahn;Brustplatte des Riesenjägers;Formel: Waffe - Heilkraft;
Loyx;Jäger;16846;16845;17102;Helm des Riesenjägers;Brustplatte des Riesenjägers;Umhang der verhüllten Nebel;
Seybrew;Jäger;16845;18290;16938;Brustplatte des Riesenjägers;Bauplan: Biznicks 247x128 treffsicheres Zielfernro;Beinschützer des Drachenjägers;
Shadowsniper;Jäger;16938;18812;16845;Beinschützer des Drachenjägers;Handgelenksschutz des wahren Flugs;Brustplatte des Riesenjägers;
Âmbition;Krieger;18264;18810;19140;Pläne: Elementarwetzstein;Wilde Wachstums-Schiftung;Band der Ausbrennung;
Ariovist;Krieger;18832;19143;18264;Unbarmherzige Klinge;Flammenwächterstulpen;Pläne: Elementarwetzstein;
Cronos;Krieger;16861;16867;16865;Armschienen der Macht;Beinplatten der Macht;Brustplatte der Macht;
Harime;Krieger;19137;18253;0;Gurt des Ansturms;Erheblicher Verjüngungstrank;;
Ippok;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Pepperoni;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Postbotin;Krieger;17203;11382;11382;Sulfuronblock;Blut des Berges;Blut des Berges;
Ragnard;Krieger;17203;16827;18292;Sulfuronblock;Gürtel des Nachtmeuchlers;Bauplan: Kernscharfschützengewehr;
Skadi;Krieger;18823;18810;17010;Alte Kernlederhandschuhe;Wilde Wachstums-Schiftung;Feuerkern;
Thorgrimmson;Krieger;18291;18290;16866;Bauplan: Machtreaktive Scheibe;Bauplan: Biznicks 247x128 treffsicheres Zielfernro;Helm der Macht;
Allgnomag;Magier;16795;16802;19147;Krone des Arkanisten;Gürtel des Arkanisten;Ring der Zauberkraft;
Dahli;Magier;17103;19147;18814;Magierklinge des Azurlieds;Ring der Zauberkraft;Halsschmuck des Feuerlords;
Estorus;Magier;16795;16801;16800;Krone des Arkanisten;Handschuhe des Arkanisten;Stiefel des Arkanisten;
Kera;Magier;17010;17011;17012;Feuerkern;Lavakern;Kernleder;
Kleist;Magier;16797;16802;16800;Mantel des Arkanisten;Gürtel des Arkanisten;Stiefel des Arkanisten;
Mála;Magier;16799;19136;18814;Bindungen des Arkanisten;Mana entfachende Kordel;Halsschmuck des Feuerlords;
Poffel;Magier;16795;19136;19140;Krone des Arkanisten;Mana entfachende Kordel;Band der Ausbrennung;
Stupsi;Magier;0;0;0;;;;
Babuna;Paladin;18810;19140;18875;Wilde Wachstums-Schiftung;Band der Ausbrennung;Salamanderschuppengamaschen;
Evosancta;Paladin;18264;17204;18252;Pläne: Elementarwetzstein;Auge von Sulfuras;Muster: Kernrüstungsset;
Palanthor;Paladin;17103;16853;18806;Magierklinge des Azurlieds;Brustschutz der Gerechtigkeit;Im Kern geschmiedete Schienbeinschützer;
Brasok;Priester;18259;18259;18259;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;
Jandura;Priester;16922;0;0;Gamaschen der Erhabenheit;;;
Medinait;Priester;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Panador;Priester;18646;16922;16814;Das Auge der Offenbarung;Gamaschen der Erhabenheit;Hose der Prophezeiung;
Panador;Priester;0;0;0;;;;
Raylâ;Priester;18646;19140;16812;Das Auge der Offenbarung;Band der Ausbrennung;Handschuhe der Prophezeiung;
Sinftw;Priester;18260;14510;18265;Formel: Waffe - Heilkraft;Muster: Bodenlose Tasche;Muster: Flimmerkernwickeltücher;
Bloodwolf;Schurke;17063;17063;17063;Band von Accuria;Band von Accuria;Band von Accuria;
Desmond;Schurke;18290;17010;17012;Bauplan: Biznicks 247x128 treffsicheres Zielfernro;Feuerkern;Kernleder;
Emegencydoc;Schurke;16824;16822;16827;Stiefel des Nachtmeuchlers;Hose des Nachtmeuchlers;Gürtel des Nachtmeuchlers;
Salto;Schurke;17063;17063;17063;Band von Accuria;Band von Accuria;Band von Accuria;
Thrillseeker;Schurke;18832;16909;17069;Unbarmherzige Klinge;Blutfanghose;Schläger-Mal;
Velis;Schurke;18832;16909;16821;Unbarmherzige Klinge;Blutfanghose;Kopfschutz des Nachtmeuchlers;
