 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Farmalot;Druide;19146;16901;18875;Handgelenksschutz der Stabilität;Beinschützer des Stormrage;Salamanderschuppengamaschen;
Madrud;Druide;19140;16834;16833;Band der Ausbrennung;Helm des Cenarius;Gewand des Cenarius;
Zinzino;Druide;18810;17010;18259;Wilde Wachstums-Schiftung;Feuerkern;Formel: Waffe - Zauberkraft;
Vetron;Hexenmeister;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Isme;Jäger;17063;18252;18259;Band of Accuria;Pattern: Core Armor Kit;Formula: Enchant Weapon - Spell Power;
Shadowsniper;Jäger;16938;17011;17011;Beinschützer des Drachenjägers;Lavakern;Lavakern;
Âmbition;Krieger;18564;19140;17204;Fesseln des Windsuchers;Band der Ausbrennung;Auge von Sulfuras;
Amro;Krieger;17069;16962;17010;Schläger-Mal;Beinplatten des Zorns;Feuerkern;
Ariovist;Krieger;19137;19137;19137;Gurt des Ansturms;Gurt des Ansturms;Gurt des Ansturms;
Cardiothorac;Krieger;17069;18823;18812;Schläger-Mal;Alte Kernlederhandschuhe;Handgelenksschutz des wahren Flugs;
Harime;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Ippok;Krieger;17203;17010;5760;Sulfuronblock;Feuerkern;Eterniumschließkassette;
Ozzi;Krieger;19137;19137;19137;Gurt des Ansturms;Gurt des Ansturms;Gurt des Ansturms;
Postbotin;Krieger;17203;17010;17204;Sulfuronblock;Feuerkern;Auge von Sulfuras;
Skaras;Krieger;17069;18832;18815;Schläger-Mal;Unbarmherzige Klinge;Essenz der reinen Flamme;
Tensorr;Krieger;18291;18292;17011;Bauplan: Machtreaktive Scheibe;Bauplan: Kernscharfschützengewehr;Lavakern;
Thorgrimmson;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Bøøstinatrix;Magier;18820;18820;18820;Talisman der ephemeren Macht;Talisman der ephemeren Macht;Talisman der ephemeren Macht;
Daedrym;Magier;17103;18842;19147;Magierklinge des Azurlieds;Stab der Dominanz;Ring der Zauberkraft;
Estorus;Magier;16802;17103;18820;Gürtel des Arkanisten;Magierklinge des Azurlieds;Talisman der ephemeren Macht;
Kera;Magier;16861;16825;16827;Armschienen der Macht;Armreifen des Nachtmeuchlers;Gürtel des Nachtmeuchlers;
Magebar;Magier;19136;18814;16799;Mana entfachende Kordel;Halsschmuck des Feuerlords;Bindungen des Arkanisten;
Mála;Magier;17103;19142;17010;Magierklinge des Azurlieds;Feuerrunenverzierter Zauberfoliant;Feuerkern;
Manadrama;Magier;18842;19136;18808;Stab der Dominanz;Mana entfachende Kordel;Handschuhe der hypnotischen Flamme;
Relax;Magier;16802;16800;18259;Gürtel des Arkanisten;Stiefel des Arkanisten;Formel: Waffe - Zauberkraft;
Stupsi;Magier;16801;19147;16861;Handschuhe des Arkanisten;Ring der Zauberkraft;Armschienen der Macht;
Ulfric;Magier;19147;16798;16253;Ring der Zauberkraft;Roben des Arkanisten;Formel: Brust - Große Werte;
Babuna;Paladin;17012;17010;17011;Kernleder;Feuerkern;Lavakern;
Harryhaller;Paladin;18810;18810;18810;Wilde Wachstums-Schiftung;Wilde Wachstums-Schiftung;Wilde Wachstums-Schiftung;
Helande;Paladin;18291;18260;18291;Bauplan: Machtreaktive Scheibe;Formel: Waffe - Heilkraft;Bauplan: Machtreaktive Scheibe;
Brasok;Priester;18259;18259;18259;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;
Flunse;Priester;16922;16850;16851;Gamaschen der Erhabenheit;Armschienen des Riesenjägers;Gürtel des Riesenjägers;
Noxvyr;Priester;18820;19147;18646;Talisman der ephemeren Macht;Ring der Zauberkraft;Das Auge der Offenbarung;
Seliana;Priester;18608;16922;19140;Segnung;Gamaschen der Erhabenheit;Band der Ausbrennung;
Sinftw;Priester;18260;18260;18260;Formel: Waffe - Heilkraft;Formel: Waffe - Heilkraft;Formel: Waffe - Heilkraft;
Solax;Priester;0;0;0;;;;
Solax;Priester;17203;17010;17010;Sulfuronblock;Feuerkern;Feuerkern;
Terion;Priester;19140;19140;19140;Band der Ausbrennung;Band der Ausbrennung;Band der Ausbrennung;
Vonmir;Priester;17010;17011;17010;Feuerkern;Lavakern;Feuerkern;
Thryndrion;Schurke;18832;17102;16826;Unbarmherzige Klinge;Umhang der verhüllten Nebel;Handschuhe des Nachtmeuchlers;
Wertraud;Schurke;17063;17063;17063;Band von Accuria;Band von Accuria;Band von Accuria;
