 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Madrud;Druide;19145;18820;17103;Robe der flüchtigen Macht;Talisman der ephemeren Macht;Magierklinge des Azurlieds;
Octa;Druide;11382;18879;17012;Blut des Berges;Schwerer Dunkeleisenring;Kernleder;
Zinzino;Druide;16828;18810;17082;Gürtel des Cenarius;Wilde Wachstums-Schiftung;Splitter der Flamme;
Ramoni;Hexenmeister;17010;17011;20725;Feuerkern;Lavakern;Nexuskristall;
Vetron;Hexenmeister;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Brug;Jäger;16850;18283;17072;Armschienen des Riesenjägers;Biznicks 247x128 treffsicheres Zielfernrohr;Blasterwerfer;
Shadowsniper;Jäger;17102;16938;16845;Umhang der verhüllten Nebel;Beinschützer des Drachenjägers;Brustplatte des Riesenjägers;
Âmbition;Krieger;18564;19140;17204;Fesseln des Windsuchers;Band der Ausbrennung;Auge von Sulfuras;
Ariovist;Krieger;19137;19137;19137;Gurt des Ansturms;Gurt des Ansturms;Gurt des Ansturms;
Cardiothorac;Krieger;17069;18823;18812;Schläger-Mal;Alte Kernlederhandschuhe;Handgelenksschutz des wahren Flugs;
Harime;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Ozzi;Krieger;19137;19137;19137;Gurt des Ansturms;Gurt des Ansturms;Gurt des Ansturms;
Postbotin;Krieger;17203;17010;17011;Sulfuronblock;Feuerkern;Lavakern;
Ragnard;Krieger;17203;18292;16799;Sulfuronblock;Bauplan: Kernscharfschützengewehr;Bindungen des Arkanisten;
Skadi;Krieger;18821;18810;17011;Ring des rasanten Schlags;Wilde Wachstums-Schiftung;Lavakern;
Skaras;Krieger;17069;16868;16867;Schläger-Mal;Schulterstücke der Macht;Beinplatten der Macht;
Tensorr;Krieger;18291;18292;17011;Bauplan: Machtreaktive Scheibe;Bauplan: Kernscharfschützengewehr;Lavakern;
Thorgrimmson;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Valtheras;Krieger;17010;17010;17010;Feuerkern;Feuerkern;Feuerkern;
Vans;Krieger;18832;16962;18290;Unbarmherzige Klinge;Beinplatten des Zorns;Bauplan: Biznicks 247x128 treffsicheres Zielfernro;
Bøøstinatrix;Magier;18820;19136;19138;Talisman der ephemeren Macht;Mana entfachende Kordel;Band von Sulfuras;
Daedrym;Magier;19136;18842;16801;Mana entfachende Kordel;Stab der Dominanz;Handschuhe des Arkanisten;
Dantholomäos;Magier;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Estorus;Magier;16802;17103;13493;Gürtel des Arkanisten;Magierklinge des Azurlieds;Rezept: Großes Arkanelixier;
Magebar;Magier;19147;19136;16795;Ring der Zauberkraft;Mana entfachende Kordel;Krone des Arkanisten;
Mála;Magier;17103;19142;17010;Magierklinge des Azurlieds;Feuerrunenverzierter Zauberfoliant;Feuerkern;
Manadrama;Magier;18842;19136;18808;Stab der Dominanz;Mana entfachende Kordel;Handschuhe der hypnotischen Flamme;
Relax;Magier;16800;16802;18259;Stiefel des Arkanisten;Gürtel des Arkanisten;Formel: Waffe - Zauberkraft;
Stupsi;Magier;16915;16801;16798;Hose des Netherwinds;Handschuhe des Arkanisten;Roben des Arkanisten;
Harryhaller;Paladin;18810;16954;18264;Wilde Wachstums-Schiftung;Beinplatten des Richturteils;Pläne: Elementarwetzstein;
Hazel;Paladin;11382;16954;16806;Blut des Berges;Beinplatten des Richturteils;Teufelsherzgürtel;
Helande;Paladin;17109;16253;19147;Halsschmuck der Erleuchtung;Formel: Brust - Große Werte;Ring der Zauberkraft;
Utus;Paladin;18810;18875;16827;Wilde Wachstums-Schiftung;Salamanderschuppengamaschen;Gürtel des Nachtmeuchlers;
Brasok;Priester;18259;18259;18259;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;
Ferdock;Priester;16811;16825;16827;Stiefel der Prophezeiung;Armreifen des Nachtmeuchlers;Gürtel des Nachtmeuchlers;
Flunse;Priester;16922;19147;18820;Gamaschen der Erhabenheit;Ring der Zauberkraft;Talisman der ephemeren Macht;
Kadyía;Priester;19403;19147;0;Band der erzwungenen Konzentration;Ring der Zauberkraft;;
Kadyía;Priester;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Sinftw;Priester;18260;18260;18260;Formel: Waffe - Heilkraft;Formel: Waffe - Heilkraft;Formel: Waffe - Heilkraft;
Terion;Priester;19140;19140;19140;Band der Ausbrennung;Band der Ausbrennung;Band der Ausbrennung;
Thryndrion;Schurke;18832;17102;16826;Unbarmherzige Klinge;Umhang der verhüllten Nebel;Handschuhe des Nachtmeuchlers;
Wertraud;Schurke;17063;17063;17063;Band von Accuria;Band von Accuria;Band von Accuria;
