 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Madrud;Druide;19140;19142;18820;Band der Ausbrennung;Feuerrunenverzierter Zauberfoliant;Talisman der ephemeren Macht;
Octa;Druide;17063;17063;17063;Band von Accuria;Band von Accuria;Band von Accuria;
Kanderella;Hexenmeister;19147;17103;19136;Ring der Zauberkraft;Magierklinge des Azurlieds;Mana entfachende Kordel;
Ramoni;Hexenmeister;18257;21371;20725;Rezept: Erheblicher Verjüngungstrank;Muster: Kernteufelsstofftasche;Nexuskristall;
Vetron;Hexenmeister;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Loyx;Jäger;17010;17011;17012;Feuerkern;Lavakern;Kernleder;
Shadowsniper;Jäger;18290;18257;18292;Bauplan: Biznicks 247x128 treffsicheres Zielfernro;Rezept: Erheblicher Verjüngungstrank;Bauplan: Kernscharfschützengewehr;
Aeranor;Krieger;16253;13493;17076;Formel: Brust - Große Werte;Rezept: Großes Arkanelixier;Knochenhäschers Schneide;
Âmbition;Krieger;17204;19140;18564;Auge von Sulfuras;Band der Ausbrennung;Fesseln des Windsuchers;
Ariovist;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Bartolus;Krieger;17010;16806;17012;Feuerkern;Teufelsherzgürtel;Kernleder;
Dantinho;Krieger;18832;17069;16868;Unbarmherzige Klinge;Schläger-Mal;Schulterstücke der Macht;
Dantinho;Krieger;18832;17069;16868;Unbarmherzige Klinge;Schläger-Mal;Schulterstücke der Macht;
Kraz;Krieger;18832;17069;18821;Unbarmherzige Klinge;Schläger-Mal;Ring des rasanten Schlags;
Ozzi;Krieger;19137;19137;19137;Gurt des Ansturms;Gurt des Ansturms;Gurt des Ansturms;
Ragnard;Krieger;18290;17010;17011;Bauplan: Biznicks 247x128 treffsicheres Zielfernro;Feuerkern;Lavakern;
Skadi;Krieger;17010;17011;18257;Feuerkern;Lavakern;Rezept: Erheblicher Verjüngungstrank;
Skaras;Krieger;17069;18832;17012;Schläger-Mal;Unbarmherzige Klinge;Kernleder;
Thorgrimmson;Krieger;17203;17203;17203;Sulfuronblock;Sulfuronblock;Sulfuronblock;
Viki;Krieger;18832;19143;16863;Unbarmherzige Klinge;Flammenwächterstulpen;Stulpen der Macht;
Atanamir;Magier;19136;19136;19145;Mana entfachende Kordel;Mana entfachende Kordel;Robe der flüchtigen Macht;
Bøøstinatrix;Magier;18820;18820;18820;Talisman der ephemeren Macht;Talisman der ephemeren Macht;Talisman der ephemeren Macht;
Daedrym;Magier;16795;19147;18257;Krone des Arkanisten;Ring der Zauberkraft;Rezept: Erheblicher Verjüngungstrank;
Jenson/reynolds;Magier;17103;16798;16797;Magierklinge des Azurlieds;Roben des Arkanisten;Mantel des Arkanisten;
Kera;Magier;17010;16827;16861;Feuerkern;Gürtel des Nachtmeuchlers;Armschienen der Macht;
Magebar;Magier;19136;16802;19145;Mana entfachende Kordel;Gürtel des Arkanisten;Robe der flüchtigen Macht;
Mála;Magier;18814;17012;0;Halsschmuck des Feuerlords;Kernleder;Feuerkern;
Manadrama;Magier;19136;18842;19147;Mana entfachende Kordel;Stab der Dominanz;Ring der Zauberkraft;
Babuna;Paladin;17010;17012;17011;Feuerkern;Kernleder;Lavakern;
Helande;Paladin;19140;17103;18260;Band der Ausbrennung;Magierklinge des Azurlieds;Formel: Waffe - Heilkraft;
Marces;Paladin;19140;16954;18875;Band der Ausbrennung;Beinplatten des Richturteils;Salamanderschuppengamaschen;
Utus;Paladin;18810;18810;18810;Wilde Wachstums-Schiftung;Wilde Wachstums-Schiftung;Wilde Wachstums-Schiftung;
Brasok;Priester;18259;18259;18259;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;
Jandura;Priester;16922;13493;17011;Gamaschen der Erhabenheit;Rezept: Großes Arkanelixier;Lavakern;
Kadyía;Priester;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Liaha;Priester;5760;7067;7068;Eterniumschließkassette;Elementarerde;Elementarfeuer;
Salutrim;Priester;19136;17109;18646;Mana entfachende Kordel;Halsschmuck der Erleuchtung;Das Auge der Offenbarung;
Sinftw;Priester;18260;18260;18260;Formel: Waffe - Heilkraft;Formel: Waffe - Heilkraft;Formel: Waffe - Heilkraft;
Barbarella;Schurke;18832;17102;16820;Unbarmherzige Klinge;Umhang der verhüllten Nebel;Brustharnisch des Nachtmeuchlers;
Belakors;Schurke;17069;16825;16827;Schläger-Mal;Armreifen des Nachtmeuchlers;Gürtel des Nachtmeuchlers;
Thryndrion;Schurke;18832;17102;16826;Unbarmherzige Klinge;Umhang der verhüllten Nebel;Handschuhe des Nachtmeuchlers;
