 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Adeliana;Druide;19140;18820;16901;Band der Ausbrennung;Talisman der ephemeren Macht;Beinschützer des Stormrage;
Skillz;Druide;19146;18821;18879;Handgelenksschutz der Stabilität;Ring des rasanten Schlags;Schwerer Dunkeleisenring;
Wilfried;Hexenmeister;18809;19136;18257;Schärpe der geflüsterten Geheimnisse;Mana entfachende Kordel;Rezept: Erheblicher Verjüngungstrank;
Brug;Jäger;16845;16846;17063;Brustplatte des Riesenjägers;Helm des Riesenjägers;Band von Accuria;
Himijana;Jäger;16845;18805;18817;Brustplatte des Riesenjägers;Kernhundzahn;Krone der Zerstörung;
Âmbition;Krieger;18264;18810;19147;Pläne: Elementarwetzstein;Wilde Wachstums-Schiftung;Ring der Zauberkraft;
Ariovist;Krieger;18832;19143;18821;Unbarmherzige Klinge;Flammenwächterstulpen;Ring des rasanten Schlags;
Bergomann;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Harime;Krieger;16864;13493;14510;Gürtel der Macht;Rezept: Großes Arkanelixier;Muster: Bodenlose Tasche;
Pepperoni;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Postbotin;Krieger;17203;19019;19019;Sulfuronblock;Donnerzorn, Gesegnete Klinge des Windsuchers;Donnerzorn, Gesegnete Klinge des Windsuchers;
Ragnard;Krieger;17203;16825;18292;Sulfuronblock;Armreifen des Nachtmeuchlers;Bauplan: Kernscharfschützengewehr;
Skadi;Krieger;17010;18810;17010;Feuerkern;Wilde Wachstums-Schiftung;Feuerkern;
Thorgrimmson;Krieger;18291;18290;18292;Bauplan: Machtreaktive Scheibe;Bauplan: Biznicks 247x128 treffsicheres Zielfernro;Bauplan: Kernscharfschützengewehr;
Allgnomag;Magier;16801;16802;17012;Handschuhe des Arkanisten;Gürtel des Arkanisten;Kernleder;
Dahli;Magier;17103;19147;16915;Magierklinge des Azurlieds;Ring der Zauberkraft;Hose des Netherwinds;
Estorus;Magier;16795;13493;19136;Krone des Arkanisten;Rezept: Großes Arkanelixier;Mana entfachende Kordel;
Kera;Magier;17010;17011;17012;Feuerkern;Lavakern;Kernleder;
Kleist;Magier;16801;16802;16800;Handschuhe des Arkanisten;Gürtel des Arkanisten;Stiefel des Arkanisten;
Mála;Magier;18814;19136;16799;Halsschmuck des Feuerlords;Mana entfachende Kordel;Bindungen des Arkanisten;
Poffel;Magier;16795;19147;17103;Krone des Arkanisten;Ring der Zauberkraft;Magierklinge des Azurlieds;
Stupsi;Magier;18842;16795;18814;Stab der Dominanz;Krone des Arkanisten;Halsschmuck des Feuerlords;
Aldebaran;Paladin;18821;19137;18817;Ring des rasanten Schlags;Gurt des Ansturms;Krone der Zerstörung;
Babuna;Paladin;18810;18875;16954;Wilde Wachstums-Schiftung;Salamanderschuppengamaschen;Beinplatten des Richturteils;
Evosancta;Paladin;19140;17204;17011;Band der Ausbrennung;Auge von Sulfuras;Lavakern;
Jandrik;Paladin;17066;17105;18879;Drillbohrer-Scheibe;Aurastein-Hammer;Schwerer Dunkeleisenring;
Palanthor;Paladin;17103;16853;18810;Magierklinge des Azurlieds;Brustschutz der Gerechtigkeit;Wilde Wachstums-Schiftung;
Jandura;Priester;19140;19140;19140;Band der Ausbrennung;Band der Ausbrennung;Band der Ausbrennung;
Kadyía;Priester;19147;16814;16850;Ring der Zauberkraft;Hose der Prophezeiung;Armschienen des Riesenjägers;
Medinait;Priester;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Panador;Priester;16922;19140;16814;Gamaschen der Erhabenheit;Band der Ausbrennung;Hose der Prophezeiung;
Raylâ;Priester;16922;19140;18646;Gamaschen der Erhabenheit;Band der Ausbrennung;Das Auge der Offenbarung;
Solax;Priester;18259;17203;11382;Formel: Waffe - Zauberkraft;Sulfuronblock;Blut des Berges;
Vonmir;Priester;17011;17010;17011;Lavakern;Feuerkern;Lavakern;
Bloodwolf;Schurke;16253;16802;16799;Formel: Brust - Große Werte;Gürtel des Arkanisten;Bindungen des Arkanisten;
Desmond;Schurke;0;0;0;;;;
Emergencydoc;Schurke;18832;16822;16827;Unbarmherzige Klinge;Hose des Nachtmeuchlers;Gürtel des Nachtmeuchlers;
Messerfee;Schurke;0;18832;18816;Samsung Galaxy S4;Unbarmherzige Klinge;Klinge des Verderbens;
Salto;Schurke;17063;17063;17063;Band von Accuria;Band von Accuria;Band von Accuria;
Thrillseeker;Schurke;18832;16909;17069;Unbarmherzige Klinge;Blutfanghose;Schläger-Mal;
Velis;Schurke;18832;16909;16821;Unbarmherzige Klinge;Blutfanghose;Kopfschutz des Nachtmeuchlers;
