 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Adeliana;Druide;17012;17012;18252;Kernleder;Kernleder;Muster: Kernrüstungsset;
Octa;Druide;17063;19139;4500;Band von Accuria;Brandwachenschultern;Reiserucksack;
Vetron;Hexenmeister;18259;18809;16806;Formel: Waffe - Zauberkraft;Schärpe der geflüsterten Geheimnisse;Teufelsherzgürtel;
Brug;Jäger;16938;16850;17063;Beinschützer des Drachenjägers;Armschienen des Riesenjägers;Band von Accuria;
Isme;Jäger;17063;0;0;Band von Accuria;;;
Loyx;Jäger;16846;17010;16253;Helm des Riesenjägers;Feuerkern;Formel: Brust - Große Werte;
Âmbition;Krieger;17063;17069;17204;Band von Accuria;Schläger-Mal;Auge von Sulfuras;
Ariovist;Krieger;19137;17069;17066;Gurt des Ansturms;Schläger-Mal;Drillbohrer-Scheibe;
Audrey;Krieger;17069;16962;16863;Schläger-Mal;Beinplatten des Zorns;Stulpen der Macht;
Cardiothorac;Krieger;19137;18823;18812;Gurt des Ansturms;Alte Kernlederhandschuhe;Handgelenksschutz des wahren Flugs;
Harime;Krieger;19137;13493;18257;Gurt des Ansturms;Rezept: Großes Arkanelixier;Rezept: Erheblicher Verjüngungstrank;
Ozzi;Krieger;19137;18821;16863;Gurt des Ansturms;Ring des rasanten Schlags;Stulpen der Macht;
Perlenpaula;Krieger;17203;17010;17012;Sulfuronblock;Feuerkern;Kernleder;
Ragnard;Krieger;17203;18292;16861;Sulfuronblock;Bauplan: Kernscharfschützengewehr;Armschienen der Macht;
Reyna;Krieger;19137;16850;16799;Gurt des Ansturms;Armschienen des Riesenjägers;Bindungen des Arkanisten;
Skadi;Krieger;18821;18810;17011;Ring des rasanten Schlags;Wilde Wachstums-Schiftung;Lavakern;
Tensorr;Krieger;19137;17072;18290;Gurt des Ansturms;Blasterwerfer;Bauplan: Biznicks 247x128 treffsicheres Zielfernro;
Thorgrimmson;Krieger;18821;18821;18821;Ring des rasanten Schlags;Ring des rasanten Schlags;Ring des rasanten Schlags;
Bøøstinatrix;Magier;0;0;232138;Fussel;Fussel;Gamaschen des Netherwinds;
Daedrym;Magier;17103;18820;19147;Magierklinge des Azurlieds;Talisman der ephemeren Macht;Ring der Zauberkraft;
Dahli;Magier;19147;19136;16864;Ring der Zauberkraft;Mana entfachende Kordel;Gürtel der Macht;
Dantholomäos;Magier;19136;19136;19136;Mana entfachende Kordel;Mana entfachende Kordel;Mana entfachende Kordel;
Estorus;Magier;16802;17103;16795;Gürtel des Arkanisten;Magierklinge des Azurlieds;Krone des Arkanisten;
Excelsion;Magier;19147;16915;18808;Ring der Zauberkraft;Hose des Netherwinds;Handschuhe der hypnotischen Flamme;
Mála;Magier;17109;19136;18814;Halsschmuck der Erleuchtung;Mana entfachende Kordel;Halsschmuck des Feuerlords;
Harryhaller;Paladin;18810;18875;18264;Wilde Wachstums-Schiftung;Salamanderschuppengamaschen;Pläne: Elementarwetzstein;
Helande;Paladin;19140;19140;17066;Band der Ausbrennung;Band der Ausbrennung;Drillbohrer-Scheibe;
Palanthor;Paladin;18810;18875;18264;Wilde Wachstums-Schiftung;Salamanderschuppengamaschen;Pläne: Elementarwetzstein;
Séth;Paladin;18875;17103;17074;Salamanderschuppengamaschen;Magierklinge des Azurlieds;Schattenschlag;
Brasok;Priester;18259;18259;18259;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;Formel: Waffe - Zauberkraft;
Ferdock;Priester;16811;16817;18260;Stiefel der Prophezeiung;Gurt der Prophezeiung;Formel: Waffe - Heilkraft;
Jandura;Priester;19140;19140;19140;Band der Ausbrennung;Band der Ausbrennung;Band der Ausbrennung;
Kadyía;Priester;18814;18814;18814;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;Halsschmuck des Feuerlords;
Medinait;Priester;18260;18260;18260;Formel: Waffe - Heilkraft;Formel: Waffe - Heilkraft;Formel: Waffe - Heilkraft;
Solax;Priester;17203;16922;17011;Sulfuronblock;Gamaschen der Erhabenheit;Lavakern;
Terion;Priester;16922;19136;18820;Gamaschen der Erhabenheit;Mana entfachende Kordel;Talisman der ephemeren Macht;
Vonmir;Priester;17010;17011;17010;Feuerkern;Lavakern;Feuerkern;
Klingeling;Schurke;18832;17069;17063;Unbarmherzige Klinge;Schläger-Mal;Band von Accuria;
Unforgiven;Schurke;18816;17069;16820;Klinge des Verderbens;Schläger-Mal;Brustharnisch des Nachtmeuchlers;
Wertraud;Schurke;17069;17063;18821;Schläger-Mal;Band von Accuria;Ring des rasanten Schlags;
