 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Adeliana;Druide;0;19360;19347;kekse;Lok'amir il Romathis;Klaue von Chromaggus;
Auxeroise;Druide;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Nerethil;Druide;0;16904;16898;;Armschienen des Stormrage;Stiefel des Stormrage;
Nyriar;Druide;19381;19432;19436;Stiefel der Schattenflamme;Kreis der angewandten Macht;Umhang der drachischen Macht;
Faizi;Hexenmeister;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Giftpilz;Hexenmeister;19374;19374;19374;Armschienen der arkanen Präzision;Armschienen der arkanen Präzision;Armschienen der arkanen Präzision;
Javi;Hexenmeister;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Ramoni;Hexenmeister;0;19407;19403;Ich mag pink;Ebenholzfarbene Flammenhandschuhe;Band der erzwungenen Konzentration;
Wilfried;Hexenmeister;19403;16933;16928;Band der erzwungenen Konzentration;Gürtel der Nemesis;Handschuhe der Nemesis;
Fowen;Jäger;19377;19377;19377;Prestors Talisman der Verschwörung;Prestors Talisman der Verschwörung;Prestors Talisman der Verschwörung;
Gwinnith;Jäger;18227;19377;19364;Abgekauter Schnuller;Prestors Talisman der Verschwörung;Ashkandi, Großschwert der Bruderschaft;
Himijana;Jäger;0;16937;16940;;Schiftung des Drachenjägers;Stulpen des Drachenjägers;
Shadowsniper;Jäger;0;4500;19364;;Reiserucksack;Ashkandi, Großschwert der Bruderschaft;
Âmbition;Krieger;17965;19385;12717;Gelber Sack voller Edelsteine;Energieerfüllte Gamaschen;Pläne: Löwenherzhelm;
Bergomann;Krieger;19387;19387;19387;Chromatische Stiefel;Chromatische Stiefel;Chromatische Stiefel;
Deadplated;Krieger;5263;19335;19432;Fussel;Wirbelsäulenbrecher;Kreis der angewandten Macht;
Evocíance;Krieger;19387;19387;19387;Chromatische Stiefel;Chromatische Stiefel;Chromatische Stiefel;
Harime;Krieger;19003;19356;19398;Kopf von Nefarian;Stab der Schattenflamme;Feuerschwingens Umhang;
Harime;Krieger;19003;19381;19398;Kopf von Nefarian;Stiefel der Schattenflamme;Feuerschwingens Umhang;
Harime;Krieger;19003;19381;19398;Kopf von Nefarian;Stiefel der Schattenflamme;Feuerschwingens Umhang;
Ippok;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Perlenpaula;Krieger;18562;19385;19353;Elementiumerz;Energieerfüllte Gamaschen;Drachenkrallenbeil;
Ragnard;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Reyna;Krieger;0;19372;19341;-;Helm der unendlichen Rage;Lebensspendender Edelstein;
Skadi;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Test;Krieger;19345;19345;19345;Aegis der Bewahrung;Aegis der Bewahrung;Aegis der Bewahrung;
Thorgrimmson;Krieger;19432;19351;19394;Kreis der angewandten Macht;Maladath, Runenverzierte Klinge des schwarzen Drac;Drachenkrallenschulterstücke;
Arie;Magier;19339;12717;13493;Edelstein des Gedankensprungs;Pläne: Löwenherzhelm;Rezept: Großes Arkanelixier;
Dahli;Magier;0;19367;19378;;Berührung des Drachen;Umhang des Brutlords;
Babuna;Paladin;0;19360;19348;;Lok'amir il Romathis;Roter Drachenschuppenbeschützer;
Cromos;Paladin;18562;19400;19382;Elementiumerz;Feuerschwingens Griff;Band aus reinem Elementium;
Vintersol;Paladin;19437;19437;19437;Stiefel des reinen Gedankens;Stiefel des reinen Gedankens;Stiefel des reinen Gedankens;
Jandura;Priester;0;16925;13493;;Gürtel der Erhabenheit;Rezept: Großes Arkanelixier;
Kadyía;Priester;19403;16923;16925;Band der erzwungenen Konzentration;Roben der Erhabenheit;Gürtel der Erhabenheit;
Medinait;Priester;19360;19434;19403;Lok'amir il Romathis;Band der dunklen Herrschaft;Band der erzwungenen Konzentration;
Ohforfs;Priester;0;19375;19400;Luft und Liebe;Mish'undare, Reif des Gedankenschinders;Feuerschwingens Griff;
Panador;Priester;0;16924;19382;.;Schulterstücke der Erhabenheit;Band aus reinem Elementium;
Panador;Priester;0;0;0;;;;
Solax;Priester;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Terion;Priester;0;19360;16920;Fussel;Lok'amir il Romathis;Handschützer der Erhabenheit;
Xarfai;Priester;19382;16923;19395;Band aus reinem Elementium;Roben der Erhabenheit;Edelstein der Verjüngung;
Yunnchen;Priester;16926;16924;19382;Bindungen der Erhabenheit;Schulterstücke der Erhabenheit;Band aus reinem Elementium;
Bloodwolf;Schurke;19352;19352;19352;Chromatisch gehärtetes Schwert;Chromatisch gehärtetes Schwert;Chromatisch gehärtetes Schwert;
Jôncenà;Schurke;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Thrillseeker;Schurke;0;16905;16911;Lecker Bierchen;Blutfangbrustharnisch;Blutfangarmschienen;
Velis;Schurke;0;16905;16910;;Blutfangbrustharnisch;Blutfanggürtel;
