 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Adeliana;Druide;5263;16898;16899;Fussel;Stiefel des Stormrage;Handschützer des Stormrage;
Auxeroise;Druide;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Nerethil;Druide;0;16904;16902;;Armschienen des Stormrage;Schulterstücke des Stormrage;
Nyriar;Druide;19381;19432;19436;Stiefel der Schattenflamme;Kreis der angewandten Macht;Umhang der drachischen Macht;
Deltana;Hexenmeister;0;17964;16253;Lehrling - Viel Glück allen! ;Grauer Sack voller Edelsteine;Formel: Brust - Große Werte;
Faizi;Hexenmeister;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Giftpilz-everlook;Hexenmeister;19374;19374;19374;Armschienen der arkanen Präzision;Armschienen der arkanen Präzision;Armschienen der arkanen Präzision;
Javi;Hexenmeister;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Wilfried;Hexenmeister;19403;16933;16928;Band der erzwungenen Konzentration;Gürtel der Nemesis;Handschuhe der Nemesis;
Elunê;Jäger;0;19361;16942;.;Ashjre'thul, Armbrust der Pein;Brustplatte des Drachenjägers;
Gwinnith;Jäger;18227;19377;19364;Abgekauter Schnuller;Prestors Talisman der Verschwörung;Ashkandi, Großschwert der Bruderschaft;
Âmbition;Krieger;12717;19437;19382;Pläne: Löwenherzhelm;Stiefel des reinen Gedankens;Band aus reinem Elementium;
Bergomann;Krieger;19432;16253;19376;Kreis der angewandten Macht;Formel: Brust - Große Werte;Archimtiros' Ring der Abrechnung;
Evocíance;Krieger;19387;19387;19387;Chromatische Stiefel;Chromatische Stiefel;Chromatische Stiefel;
Harime;Krieger;19381;20383;16966;Stiefel der Schattenflamme;Kopf des Brutwächters Dreschbringer;Brustplatte des Zorns;
Ippok;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Perlenpaula;Krieger;18562;19385;19437;Elementiumerz;Energieerfüllte Gamaschen;Stiefel des reinen Gedankens;
Ragnard;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Reyna;Krieger;0;19372;19341;-;Helm der unendlichen Rage;Lebensspendender Edelstein;
Skadi;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Thorgrimmson;Krieger;19432;19394;19437;Kreis der angewandten Macht;Drachenkrallenschulterstücke;Stiefel des reinen Gedankens;
Dahli;Magier;0;19367;16917;;Berührung des Drachen;Mantel des Netherwinds;
Kera;Magier;18562;5760;0;Elementiumerz;Eterniumschließkassette;;
Babuna;Paladin;19385;19360;19348;Energieerfüllte Gamaschen;Lok'amir il Romathis;Roter Drachenschuppenbeschützer;
Cromos;Paladin;18562;19400;19382;Elementiumerz;Feuerschwingens Griff;Band aus reinem Elementium;
Frooda;Priester;19382;19437;16925;Band aus reinem Elementium;Stiefel des reinen Gedankens;Gürtel der Erhabenheit;
Jandura;Priester;0;13493;17965;;Rezept: Großes Arkanelixier;Gelber Sack voller Edelsteine;
Kadyía;Priester;19403;16923;16925;Band der erzwungenen Konzentration;Roben der Erhabenheit;Gürtel der Erhabenheit;
Medinait;Priester;19360;19434;19403;Lok'amir il Romathis;Band der dunklen Herrschaft;Band der erzwungenen Konzentration;
Ohfohrfs;Priester;0;19375;19400;Luft und Liebe;Mish'undare, Reif des Gedankenschinders;Feuerschwingens Griff;
Solax;Priester;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Terion;Priester;19385;16920;19437;Energieerfüllte Gamaschen;Handschützer der Erhabenheit;Stiefel des reinen Gedankens;
Xarfai;Priester;16923;19382;19395;Roben der Erhabenheit;Band aus reinem Elementium;Edelstein der Verjüngung;
Yunnchen;Priester;16926;16924;19382;Bindungen der Erhabenheit;Schulterstücke der Erhabenheit;Band aus reinem Elementium;
Bloodwolf;Schurke;19352;19352;19352;Chromatisch gehärtetes Schwert;Chromatisch gehärtetes Schwert;Chromatisch gehärtetes Schwert;
Emergencydoc;Schurke;19377;19377;19377;Prestors Talisman der Verschwörung;Prestors Talisman der Verschwörung;Prestors Talisman der Verschwörung;
Jôncenà;Schurke;19351;19351;19351;Maladath, Runenverzierte Klinge des schwarzen Drac;Maladath, Runenverzierte Klinge des schwarzen Drac;Maladath, Runenverzierte Klinge des schwarzen Drac;
Salto;Schurke;16910;16832;4500;Blutfanggürtel;Blutfangschiftung;Reiserucksack;
Thrillseeker;Schurke;19003;19398;19432;Kopf von Nefarian;Feuerschwingens Umhang;Kreis der angewandten Macht;
Velis;Schurke;0;16905;19398;;Blutfangbrustharnisch;Feuerschwingens Umhang;
