 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Adeliana;Druide;19382;19382;19382;Band aus reinem Elementium;Band aus reinem Elementium;Band aus reinem Elementium;
Snow;Druide;19381;19389;16253;Stiefel der Schattenflamme;Gehärtete Drachenlederschulterpolster;Formel: Brust - Große Werte;
Zinzino;Druide;16897;16903;16899;Brustschutz des Stormrage;Gürtel des Stormrage;Handschützer des Stormrage;
Nasadax;Hexenmeister;18562;19367;19379;Elementiumerz;Berührung des Drachen;Neltharions Träne;
Ramoni;Hexenmeister;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Vetron;Hexenmeister;19407;19370;19388;Ebenholzfarbene Flammenhandschuhe;Mantel der Pechschwingenkabale;Angelistas Gespür;
Wilfried;Hexenmeister;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Fowen;Jäger;18562;5760;4500;Elementiumerz;Eterniumschließkassette;Reiserucksack;
Gwinnith;Jäger;18231;19377;19368;Ärmelloses T-Shirt;Prestors Talisman der Verschwörung;Drachenodemhandkanone;
Locher;Jäger;16937;19377;13493;Schiftung des Drachenjägers;Prestors Talisman der Verschwörung;Rezept: Großes Arkanelixier;
Loyx;Jäger;19364;19377;14510;Ashkandi, Großschwert der Bruderschaft;Prestors Talisman der Verschwörung;Muster: Bodenlose Tasche;
Mcp;Jäger;0;16937;16942;;Schiftung des Drachenjägers;Brustplatte des Drachenjägers;
Mikau;Jäger;19361;19361;19361;Ashjre'thul, Armbrust der Pein;Ashjre'thul, Armbrust der Pein;Ashjre'thul, Armbrust der Pein;
Shadowsniper;Jäger;0;19377;19003;;Prestors Talisman der Verschwörung;Kopf von Nefarian;
Audrey;Krieger;19352;19394;19349;Chromatisch gehärtetes Schwert;Drachenkrallenschulterstücke;Elementiumverstärktes Bollwerk;
Deadplated;Krieger;19387;19387;19387;Chromatische Stiefel;Chromatische Stiefel;Chromatische Stiefel;
Ippok;Krieger;19432;19394;19372;Kreis der angewandten Macht;Drachenkrallenschulterstücke;Helm der unendlichen Rage;
Ozzi;Krieger;0;19349;20383;;Elementiumverstärktes Bollwerk;Kopf des Brutwächters Dreschbringer;
Postbotin;Krieger;18562;19385;19437;Elementiumerz;Energieerfüllte Gamaschen;Stiefel des reinen Gedankens;
Skadi;Krieger;18562;19385;12717;Elementiumerz;Energieerfüllte Gamaschen;Pläne: Löwenherzhelm;
Thorgrimmson;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Arie;Magier;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Bøøstinatrix;Magier;5263;16913;16818;Fussel;Handschuhe des Netherwinds;Gürtel des Netherwinds;
Dantholomäos;Magier;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Felicitas;Magier;16913;16918;19397;Handschuhe des Netherwinds;Bindungen des Netherwinds;Ring des Blackrock;
Kera;Magier;18562;5760;20725;Elementiumerz;Eterniumschließkassette;Nexuskristall;
Babuna;Paladin;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Helande;Paladin;19360;16958;19431;Lok'amir il Romathis;Brustplatte des Richturteils;Styleens verhinderter Skarabäus;
Juksi;Paladin;19375;19437;19385;Mish'undare, Reif des Gedankenschinders;Stiefel des reinen Gedankens;Energieerfüllte Gamaschen;
Palanthor;Paladin;16957;16953;19431;Sabatons des Richturteils;Schiftung des Richturteils;Styleens verhinderter Skarabäus;
Brasok;Priester;18562;5263;5263;Elementiumerz;Fussel;Fussel;
Flunse;Priester;19385;16925;16926;Energieerfüllte Gamaschen;Gürtel der Erhabenheit;Bindungen der Erhabenheit;
Kadyía;Priester;19403;16925;16253;Band der erzwungenen Konzentration;Gürtel der Erhabenheit;Formel: Brust - Große Werte;
Medinait;Priester;19360;19360;19360;Lok'amir il Romathis;Lok'amir il Romathis;Lok'amir il Romathis;
Sinftw;Priester;5263;19407;17965;Fussel;Ebenholzfarbene Flammenhandschuhe;Gelber Sack voller Edelsteine;
Solax;Priester;16926;19400;19434;Bindungen der Erhabenheit;Feuerschwingens Griff;Band der dunklen Herrschaft;
Xarfai;Priester;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Yunnchen;Priester;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Crunchycat;Schurke;19352;19377;19365;Chromatisch gehärtetes Schwert;Prestors Talisman der Verschwörung;Klaue des Schwarzen Drachen;
Salto;Schurke;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Thrillseeker;Schurke;19351;19351;19351;Maladath, Runenverzierte Klinge des schwarzen Drac;Maladath, Runenverzierte Klinge des schwarzen Drac;Maladath, Runenverzierte Klinge des schwarzen Drac;
