 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Adeliana;Druide;19382;19382;19382;Band aus reinem Elementium;Band aus reinem Elementium;Band aus reinem Elementium;
Nerethil;Druide;16902;19437;19405;Stormrage Pauldrons;Boots of Pure Thought;Malfurion's Blessed Bulwark;
Zinzino;Druide;0;0;16897;;;Brustschutz des Stormrage;
Nasadax;Hexenmeister;18562;19367;19400;Elementiumerz;Berührung des Drachen;Feuerschwingens Griff;
Vetron;Hexenmeister;20383;19375;19388;Kopf des Brutwächters Dreschbringer;Mish'undare, Reif des Gedankenschinders;Angelistas Gespür;
Wilfried;Hexenmeister;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Fowen;Jäger;18562;18562;4500;Elementiumerz;Elementiumerz;Reiserucksack;
Gwinnith;Jäger;18227;16936;16935;Abgekauter Schnuller;Gürtel des Drachenjägers;Armschienen des Drachenjägers;
Locher;Jäger;16937;19377;19364;Schiftung des Drachenjägers;Prestors Talisman der Verschwörung;Ashkandi, Großschwert der Bruderschaft;
Loyx;Jäger;19364;16253;19433;Ashkandi, Großschwert der Bruderschaft;Formel: Brust - Große Werte;Sandzwirngamaschen;
Mcp;Jäger;0;0;16937;;;Schiftung des Drachenjägers;
Mikau;Jäger;19361;19361;19361;Ashjre'thul, Armbrust der Pein;Ashjre'thul, Armbrust der Pein;Ashjre'thul, Armbrust der Pein;
Shadowsniper;Jäger;0;16942;19398;;Brustplatte des Drachenjägers;Feuerschwingens Umhang;
Âmbition;Krieger;19352;19432;19372;Chromatisch gehärtetes Schwert;Kreis der angewandten Macht;Helm der unendlichen Rage;
Deadplated;Krieger;19387;19387;19387;Chromatische Stiefel;Chromatische Stiefel;Chromatische Stiefel;
Ippok;Krieger;19432;14510;16965;Kreis der angewandten Macht;Muster: Bodenlose Tasche;Sabatons des Zorns;
Ozzi;Krieger;19003;19363;19394;Kopf von Nefarian;Crul'shorukh, Schneide des Chaos;Drachenkrallenschulterstücke;
Postbotin;Krieger;18562;17965;5760;Elementiumerz;Gelber Sack voller Edelsteine;Eterniumschließkassette;
Skadi;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Thorgrimmson;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Arie;Magier;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Dahli;Magier;0;19367;19374;;Berührung des Drachen;Armschienen der arkanen Präzision;
Dantholomäos;Magier;19403;19374;19339;Band der erzwungenen Konzentration;Armschienen der arkanen Präzision;Edelstein des Gedankensprungs;
Kera;Magier;18562;5760;0;Elementiumerz;Eterniumschließkassette;;
Sindrael;Magier;0;19403;16913;;Band der erzwungenen Konzentration;Handschuhe des Netherwinds;
Babuna;Paladin;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Helande;Paladin;19348;16953;0;Roter Drachenschuppenbeschützer;Schiftung des Richturteils;;
Juksi;Paladin;0;19375;19343;..;Mish'undare, Reif des Gedankenschinders;Rollen des Blendenden Lichts;
Séth;Paladin;19385;19437;19348;Energieerfüllte Gamaschen;Stiefel des reinen Gedankens;Roter Drachenschuppenbeschützer;
Brasok;Priester;5263;5263;5263;Fussel;Fussel;Fussel;
Flunse;Priester;19385;16925;16926;Energieerfüllte Gamaschen;Gürtel der Erhabenheit;Bindungen der Erhabenheit;
Jandura;Priester;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Kadyía;Priester;19403;16925;17962;Band der erzwungenen Konzentration;Gürtel der Erhabenheit;Blauer Sack voller Edelsteine;
Medinait;Priester;19360;19360;19360;Lok'amir il Romathis;Lok'amir il Romathis;Lok'amir il Romathis;
Solax;Priester;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Xarfai;Priester;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Yunnchen;Priester;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Emergencydoc;Schurke;19377;19377;19377;Prestors Talisman der Verschwörung;Prestors Talisman der Verschwörung;Prestors Talisman der Verschwörung;
Salto;Schurke;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Thrillseeker;Schurke;19351;19351;19351;Maladath, Runenverzierte Klinge des schwarzen Drac;Maladath, Runenverzierte Klinge des schwarzen Drac;Maladath, Runenverzierte Klinge des schwarzen Drac;
Villanelle;Schurke;18562;5760;20725;Elementiumerz;Eterniumschließkassette;Nexuskristall;
