 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Adeliana;Druide;19382;19382;19382;Band aus reinem Elementium;Band aus reinem Elementium;Band aus reinem Elementium;
Nerethil;Druide;19437;19381;19405;Boots of Pure Thought;Boots of the Shadow Flame;Malfurion's Blessed Bulwark;
Snow;Druide;19389;4500;19376;Gehärtete Drachenlederschulterpolster;Reiserucksack;Archimtiros' Ring der Abrechnung;
Thedududude;Druide;216637;19377;19436;Ein Haufen gemischter Teile;Prestors Talisman der Verschwörung;Umhang der drachischen Macht;
Nasadax;Hexenmeister;18562;19367;19347;Elementiumerz;Berührung des Drachen;Klaue von Chromaggus;
Vetron;Hexenmeister;19403;18562;16253;Band der erzwungenen Konzentration;Elementiumerz;Formel: Brust - Große Werte;
Wilfried;Hexenmeister;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Gwinnith;Jäger;18231;19377;19368;Ärmelloses T-Shirt;Prestors Talisman der Verschwörung;Drachenodemhandkanone;
Locher;Jäger;16937;19377;16253;Schiftung des Drachenjägers;Prestors Talisman der Verschwörung;Formel: Brust - Große Werte;
Loyx;Jäger;19364;19377;5760;Ashkandi, Großschwert der Bruderschaft;Prestors Talisman der Verschwörung;Eterniumschließkassette;
Mcp;Jäger;0;16942;16937;;Brustplatte des Drachenjägers;Schiftung des Drachenjägers;
Mikau;Jäger;19361;19361;19361;Ashjre'thul, Armbrust der Pein;Ashjre'thul, Armbrust der Pein;Ashjre'thul, Armbrust der Pein;
Shadowsniper;Jäger;19377;16937;16935;Prestors Talisman der Verschwörung;Schiftung des Drachenjägers;Armschienen des Drachenjägers;
Bergomann;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Deadplated;Krieger;19387;19387;19387;Chromatische Stiefel;Chromatische Stiefel;Chromatische Stiefel;
Harime;Krieger;19352;19352;19352;Chromatisch gehärtetes Schwert;Chromatisch gehärtetes Schwert;Chromatisch gehärtetes Schwert;
Ippok;Krieger;19432;19394;19372;Kreis der angewandten Macht;Drachenkrallenschulterstücke;Helm der unendlichen Rage;
Ozzi;Krieger;0;19351;19364;;Maladath, Runenverzierte Klinge des schwarzen Drac;Ashkandi, Großschwert der Bruderschaft;
Postbotin;Krieger;18562;19382;19385;Elementiumerz;Band aus reinem Elementium;Energieerfüllte Gamaschen;
Skadi;Krieger;18562;19385;19437;Elementiumerz;Energieerfüllte Gamaschen;Stiefel des reinen Gedankens;
Thorgrimmson;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Boostinatrix;Magier;16913;16818;16918;Handschuhe des Netherwinds;Gürtel des Netherwinds;Bindungen des Netherwinds;
Dantholomäos;Magier;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Excelsion;Magier;19339;19339;19339;Edelstein des Gedankensprungs;Edelstein des Gedankensprungs;Edelstein des Gedankensprungs;
Kera;Magier;18562;5760;12717;Elementiumerz;Eterniumschließkassette;Pläne: Löwenherzhelm;
Babuna;Paladin;19382;19382;19382;Band aus reinem Elementium;Band aus reinem Elementium;Band aus reinem Elementium;
Harryhaller;Paladin;19337;19385;16958;Das schwarze Buch;Energieerfüllte Gamaschen;Brustplatte des Richturteils;
Helande;Paladin;16958;19395;16951;Brustplatte des Richturteils;Edelstein der Verjüngung;Bindungen des Richturteils;
Helande;Paladin;0;0;0;;;;
Palanthor;Paladin;16957;16953;19349;Sabatons des Richturteils;Schiftung des Richturteils;Elementiumverstärktes Bollwerk;
Heilflocke;Priester;0;16924;16926;Nix;Schulterstücke der Erhabenheit;Bindungen der Erhabenheit;
Jandura;Priester;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Kadyía;Priester;19403;5760;5759;Band der erzwungenen Konzentration;Eterniumschließkassette;Thoriumschließkassette;
Medinait;Priester;19360;19360;19360;Lok'amir il Romathis;Lok'amir il Romathis;Lok'amir il Romathis;
Sinftw;Priester;5263;19407;17965;Fussel;Ebenholzfarbene Flammenhandschuhe;Gelber Sack voller Edelsteine;
Terion;Priester;19385;19437;19400;Energieerfüllte Gamaschen;Stiefel des reinen Gedankens;Feuerschwingens Griff;
Xarfai;Priester;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Yunnchen;Priester;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Bloodwolf;Schurke;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Emergencydoc;Schurke;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Salto;Schurke;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Schleicherin;Schurke;19377;16911;16907;Prestors Talisman der Verschwörung;Blutfangarmschienen;Blutfanghandschuhe;
Schnetzella;Schurke;5263;5263;5263;Fussel;Fussel;Fussel;
Thrillseeker;Schurke;19351;19351;19351;Maladath, Runenverzierte Klinge des schwarzen Drac;Maladath, Runenverzierte Klinge des schwarzen Drac;Maladath, Runenverzierte Klinge des schwarzen Drac;
