 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Adeliana;Druide;19382;19382;19382;Band aus reinem Elementium;Band aus reinem Elementium;Band aus reinem Elementium;
Octa;Druide;0;19381;19405;;Stiefel der Schattenflamme;Malfurions gesegnetes Bollwerk;
Snow;Druide;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Zinzino;Druide;16897;16899;16898;Brustschutz des Stormrage;Handschützer des Stormrage;Stiefel des Stormrage;
Vetron;Hexenmeister;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Wilfried;Hexenmeister;18562;13493;16253;Elementiumerz;Rezept: Großes Arkanelixier;Formel: Brust - Große Werte;
Gwinnith;Jäger;19377;16937;19368;Prestors Talisman der Verschwörung;Schiftung des Drachenjägers;Drachenodemhandkanone;
Locher;Jäger;19377;19361;13486;Prestors Talisman der Verschwörung;Ashjre'thul, Armbrust der Pein;Rezept: Untod zu Wasser transmutieren;
Mcp;Jäger;16937;16942;19364;Schiftung des Drachenjägers;Brustplatte des Drachenjägers;Ashkandi, Großschwert der Bruderschaft;
Shadowsniper;Jäger;19361;19377;16937;Ashjre'thul, Armbrust der Pein;Prestors Talisman der Verschwörung;Schiftung des Drachenjägers;
Amro;Krieger;0;19394;16966;nix;Drachenkrallenschulterstücke;Brustplatte des Zorns;
Deadplated;Krieger;19387;19387;19387;Chromatische Stiefel;Chromatische Stiefel;Chromatische Stiefel;
Harime;Krieger;19351;19351;19351;Maladath, Runenverzierte Klinge des schwarzen Drac;Maladath, Runenverzierte Klinge des schwarzen Drac;Maladath, Runenverzierte Klinge des schwarzen Drac;
Ozzi;Krieger;19387;19387;19387;Chromatische Stiefel;Chromatische Stiefel;Chromatische Stiefel;
Perlenpaula;Krieger;18562;17965;16253;Elementiumerz;Gelber Sack voller Edelsteine;Formel: Brust - Große Werte;
Postbotin;Krieger;18562;19385;19430;Elementiumerz;Energieerfüllte Gamaschen;Schleier des reinen Gedankens;
Reyna;Krieger;18562;13486;19376;Elementiumerz;Rezept: Untod zu Wasser transmutieren;Archimtiros' Ring der Abrechnung;
Thorgrimmson;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Arie;Magier;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Bøøstinatrix;Magier;19339;16913;19400;Edelstein des Gedankensprungs;Handschuhe des Netherwinds;Feuerschwingens Griff;
Cleola;Magier;18562;16253;17965;Elementiumerz;Formel: Brust - Große Werte;Gelber Sack voller Edelsteine;
Dantholomäos;Magier;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Estorus;Magier;0;19339;16818;;Edelstein des Gedankensprungs;Gürtel des Netherwinds;
Kera;Magier;18562;5760;20725;Elementiumerz;Eterniumschließkassette;Nexuskristall;
Mála;Magier;0;16912;19397;;Stiefel des Netherwinds;Ring des Blackrock;
Ulfric;Magier;0;19356;19339;Vielen Dank;Stab der Schattenflamme;Edelstein des Gedankensprungs;
Babuna;Paladin;18562;17962;17965;Elementiumerz;Blauer Sack voller Edelsteine;Gelber Sack voller Edelsteine;
Harryhaller;Paladin;19437;19385;16958;Stiefel des reinen Gedankens;Energieerfüllte Gamaschen;Brustplatte des Richturteils;
Helande;Paladin;19360;19348;16951;Lok'amir il Romathis;Roter Drachenschuppenbeschützer;Bindungen des Richturteils;
Palanthor;Paladin;19385;19349;16957;Energieerfüllte Gamaschen;Elementiumverstärktes Bollwerk;Sabatons des Richturteils;
Medinait;Priester;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Solax;Priester;16923;19400;16926;Roben der Erhabenheit;Feuerschwingens Griff;Bindungen der Erhabenheit;
Terion;Priester;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Xarfai;Priester;19437;19374;19400;Stiefel des reinen Gedankens;Armschienen der arkanen Präzision;Feuerschwingens Griff;
Xeray;Priester;19382;19382;19395;Band aus reinem Elementium;Band aus reinem Elementium;Edelstein der Verjüngung;
Bloodwolf;Schurke;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Emergencydoc;Schurke;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Salto;Schurke;18562;17962;17969;Elementiumerz;Blauer Sack voller Edelsteine;Roter Sack voller Edelsteine;
Sieglînde;Schurke;6096;19381;16905;Lehrlingshemd;Stiefel der Schattenflamme;Blutfangbrustharnisch;
