 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Adeliana;Druide;19225;16899;16898;Frittierter Schokoriegel;Handschützer des Stormrage;Stiefel des Stormrage;
Auxeroise;Druide;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Nerethil;Druide;0;16904;16902;;Armschienen des Stormrage;Schulterstücke des Stormrage;
Faizi;Hexenmeister;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Ramoni;Hexenmeister;20383;19403;19434;Kopf des Brutwächters Dreschbringer;Band der erzwungenen Konzentration;Band der dunklen Herrschaft;
Fowen;Jäger;19377;19377;19377;Prestors Talisman der Verschwörung;Prestors Talisman der Verschwörung;Prestors Talisman der Verschwörung;
Gwinnith;Jäger;18227;19377;16937;Abgekauter Schnuller;Prestors Talisman der Verschwörung;Schiftung des Drachenjägers;
Himijana;Jäger;16940;19377;19361;Stulpen des Drachenjägers;Prestors Talisman der Verschwörung;Ashjre'thul, Armbrust der Pein;
Locher;Jäger;0;16940;16941;;Stulpen des Drachenjägers;Schienbeinschützer des Drachenjägers;
Loyx;Jäger;0;19361;19364;;Ashjre'thul, Armbrust der Pein;Ashkandi, Großschwert der Bruderschaft;
Âmbition;Krieger;19432;19341;19431;Kreis der angewandten Macht;Lebensspendender Edelstein;Styleens verhinderter Skarabäus;
Bergomann;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Deadplated;Krieger;5263;19335;19347;Fussel;Wirbelsäulenbrecher;Klaue von Chromaggus;
Evocíance;Krieger;19387;19387;19387;Chromatische Stiefel;Chromatische Stiefel;Chromatische Stiefel;
Ippok;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Postbotin;Krieger;0;0;0;Evociance:3;DieNachtwächter;rocken_hart!;
Ragnard;Krieger;18562;0;0;Elementiumerz;;;
Reyna;Krieger;0;19372;19376;---;Helm der unendlichen Rage;Archimtiros' Ring der Abrechnung;
Shandra;Krieger;8953;19349;19432;Frittierte Kochbanane;Elementiumverstärktes Bollwerk;Kreis der angewandten Macht;
Skadi;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Thorgrimmson;Krieger;19432;19394;19437;Kreis der angewandten Macht;Drachenkrallenschulterstücke;Stiefel des reinen Gedankens;
Dahli;Magier;0;19367;16917;;Berührung des Drachen;Mantel des Netherwinds;
Kera;Magier;18562;5760;19002;Elementiumerz;Eterniumschließkassette;Kopf von Nefarian;
Babuna;Paladin;19395;16951;16952;Edelstein der Verjüngung;Bindungen des Richturteils;Gürtel des Richturteils;
Bubblesuri;Paladin;0;19003;19372;;Kopf von Nefarian;Helm der unendlichen Rage;
Cromos;Paladin;18562;19382;0;Elementiumerz;Band aus reinem Elementium;;
Brasok;Priester;18562;17965;5263;Elementiumerz;Gelber Sack voller Edelsteine;Fussel;
Jandura;Priester;19382;19382;19382;Band aus reinem Elementium;Band aus reinem Elementium;Band aus reinem Elementium;
Kadyía;Priester;19403;16923;16925;Band der erzwungenen Konzentration;Roben der Erhabenheit;Gürtel der Erhabenheit;
Kerwin;Priester;19407;19400;19388;Ebenholzfarbene Flammenhandschuhe;Feuerschwingens Griff;Angelistas Gespür;
Medinait;Priester;19360;19360;19360;Lok'amir il Romathis;Lok'amir il Romathis;Lok'amir il Romathis;
Panador;Priester;0;19385;16924;;Energieerfüllte Gamaschen;Schulterstücke der Erhabenheit;
Solax;Priester;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Xarfai;Priester;16923;19400;19395;Roben der Erhabenheit;Feuerschwingens Griff;Edelstein der Verjüngung;
Yunnchen;Priester;16924;19434;17965;Schulterstücke der Erhabenheit;Band der dunklen Herrschaft;Gelber Sack voller Edelsteine;
Bloodwolf;Schurke;19352;19352;19352;Chromatisch gehärtetes Schwert;Chromatisch gehärtetes Schwert;Chromatisch gehärtetes Schwert;
Emergencydoc;Schurke;19377;19377;19377;Prestors Talisman der Verschwörung;Prestors Talisman der Verschwörung;Prestors Talisman der Verschwörung;
Jôncenà;Schurke;19351;19351;19351;Maladath, Runenverzierte Klinge des schwarzen Drac;Maladath, Runenverzierte Klinge des schwarzen Drac;Maladath, Runenverzierte Klinge des schwarzen Drac;
Thrillseeker;Schurke;16910;19398;19346;Blutfanggürtel;Feuerschwingens Umhang;Drachenzahnklinge;
Velis;Schurke;16905;19381;19346;Blutfangbrustharnisch;Stiefel der Schattenflamme;Drachenzahnklinge;
