 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Adeliana;Druide;7807;19347;19395;Schokoriegel;Klaue von Chromaggus;Edelstein der Verjüngung;
Auxeroise;Druide;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Javi;Hexenmeister;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Ramoni;Hexenmeister;18562;19403;19434;Elementiumerz;Band der erzwungenen Konzentration;Band der dunklen Herrschaft;
Vetron;Hexenmeister;19388;19374;16927;Angelistas Gespür;Armschienen der arkanen Präzision;Stiefel der Nemesis;
Wilfried;Hexenmeister;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Brug;Jäger;19406;19377;19350;Drachenfangzahn-Talisman;Prestors Talisman der Verschwörung;Herzensbrecher;
Gwinnith;Jäger;18227;16937;16941;Abgekauter Schnuller;Schiftung des Drachenjägers;Schienbeinschützer des Drachenjägers;
Locher;Jäger;16937;16936;19384;Schiftung des Drachenjägers;Gürtel des Drachenjägers;Ring des Meisterdrachentöters;
Loyx;Jäger;19364;19398;17965;Ashkandi, Großschwert der Bruderschaft;Feuerschwingens Umhang;Gelber Sack voller Edelsteine;
Mikau;Jäger;19361;19361;19361;Ashjre'thul, Armbrust der Pein;Ashjre'thul, Armbrust der Pein;Ashjre'thul, Armbrust der Pein;
Âmbition;Krieger;19432;19341;19431;Kreis der angewandten Macht;Lebensspendender Edelstein;Styleens verhinderter Skarabäus;
Bergomann;Krieger;19387;19387;19387;Chromatische Stiefel;Chromatische Stiefel;Chromatische Stiefel;
Harime;Krieger;19381;19363;19341;Stiefel der Schattenflamme;Crul'shorukh, Schneide des Chaos;Lebensspendender Edelstein;
Ippok;Krieger;19432;19341;19431;Kreis der angewandten Macht;Lebensspendender Edelstein;Styleens verhinderter Skarabäus;
Postbotin;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Skadi;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Thorgrimmson;Krieger;19432;19394;19437;Kreis der angewandten Macht;Drachenkrallenschulterstücke;Stiefel des reinen Gedankens;
Arie;Magier;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Dahli;Magier;0;19367;19374;;Berührung des Drachen;Armschienen der arkanen Präzision;
Dantholomäos;Magier;0;19356;19438;;Stab der Schattenflamme;Ringos Blizzardstiefel;
Excelsion;Magier;0;19378;16916;;Umhang des Brutlords;Roben des Netherwinds;
Babuna;Paladin;19395;16952;16951;Edelstein der Verjüngung;Gürtel des Richturteils;Bindungen des Richturteils;
Bubblesuri;Paladin;0;19343;19436;Ragnard;Rollen des Blendenden Lichts;Umhang der drachischen Macht;
Cromos;Paladin;18562;19382;0;Elementiumerz;Band aus reinem Elementium;;
Paladix;Paladin;16958;16953;19349;Brustplatte des Richturteils;Schiftung des Richturteils;Elementiumverstärktes Bollwerk;
Palanthor;Paladin;0;19348;16951;;Roter Drachenschuppenbeschützer;Bindungen des Richturteils;
Flunse;Priester;2614;19437;16925;Robe der Lehrlingszeit;Stiefel des reinen Gedankens;Gürtel der Erhabenheit;
Heilflocke;Priester;0;16920;16924;nix;Handschützer der Erhabenheit;Schulterstücke der Erhabenheit;
Jandura;Priester;19382;19382;19382;Band aus reinem Elementium;Band aus reinem Elementium;Band aus reinem Elementium;
Medinait;Priester;19360;19360;19360;Lok'amir il Romathis;Lok'amir il Romathis;Lok'amir il Romathis;
Panador;Priester;19385;16924;16920;Energieerfüllte Gamaschen;Schulterstücke der Erhabenheit;Handschützer der Erhabenheit;
Solax;Priester;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Terion;Priester;19385;16920;16923;Energieerfüllte Gamaschen;Handschützer der Erhabenheit;Roben der Erhabenheit;
Yunnchen;Priester;19382;19382;19382;Band aus reinem Elementium;Band aus reinem Elementium;Band aus reinem Elementium;
Bloodwolf;Schurke;19352;19352;19352;Chromatisch gehärtetes Schwert;Chromatisch gehärtetes Schwert;Chromatisch gehärtetes Schwert;
Emergencydoc;Schurke;19377;19377;19377;Prestors Talisman der Verschwörung;Prestors Talisman der Verschwörung;Prestors Talisman der Verschwörung;
Grol;Schurke;1164;19003;19346;Sams Foliant;Kopf von Nefarian;Drachenzahnklinge;
Kartell;Schurke;18562;12717;1728;Elementiumerz;Pläne: Löwenherzhelm;Teebus Langschwert der Loderflammen;
Thrillseeker;Schurke;19351;19351;19351;Maladath, Runenverzierte Klinge des schwarzen Drac;Maladath, Runenverzierte Klinge des schwarzen Drac;Maladath, Runenverzierte Klinge des schwarzen Drac;
