 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Auxeroise;Druide;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Nyriar;Druide;0;19381;19377;Samsung Galaxy S4;Stiefel der Schattenflamme;Prestors Talisman der Verschwörung;
Faizi;Hexenmeister;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Giftpilz-everlook;Hexenmeister;19347;19378;19434;Klaue von Chromaggus;Umhang des Brutlords;Band der dunklen Herrschaft;
Javi;Hexenmeister;19379;4500;16253;Neltharions Träne;Reiserucksack;Formel: Brust - Große Werte;
Wilfried;Hexenmeister;0;19407;19388;;Ebenholzfarbene Flammenhandschuhe;Angelistas Gespür;
Brug;Jäger;19361;16942;19368;Ashjre'thul, Armbrust der Pein;Brustplatte des Drachenjägers;Drachenodemhandkanone;
Fowen;Jäger;19003;19003;0;Kopf von Nefarian;;;
Himijana;Jäger;19377;16940;16937;Prestors Talisman der Verschwörung;Stulpen des Drachenjägers;Schiftung des Drachenjägers;
Mikau;Jäger;19361;19361;19361;Ashjre'thul, Armbrust der Pein;Ashjre'thul, Armbrust der Pein;Ashjre'thul, Armbrust der Pein;
Âmbition;Krieger;2614;19349;19432;Robe der Lehrlingszeit;Elementiumverstärktes Bollwerk;Kreis der angewandten Macht;
Bergomann;Krieger;19351;19432;19376;Maladath, Runenverzierte Klinge des schwarzen Drac;Kreis der angewandten Macht;Archimtiros' Ring der Abrechnung;
Chesney;Krieger;0;19365;19363;;Klaue des Schwarzen Drachen;Crul'shorukh, Schneide des Chaos;
Evocíance;Krieger;19387;19432;19341;Chromatische Stiefel;Kreis der angewandten Macht;Lebensspendender Edelstein;
Harime;Krieger;19387;19394;19384;Chromatische Stiefel;Drachenkrallenschulterstücke;Ring des Meisterdrachentöters;
Ippok;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Maliqe;Krieger;19351;19387;19352;Maladath, Runenverzierte Klinge des schwarzen Drac;Chromatische Stiefel;Chromatisch gehärtetes Schwert;
Postbotin;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Ragnard;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Skadi;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Thorgrimmson;Krieger;19432;19433;19394;Kreis der angewandten Macht;Sandzwirngamaschen;Drachenkrallenschulterstücke;
Arie;Magier;19339;12717;5759;Edelstein des Gedankensprungs;Pläne: Löwenherzhelm;Thoriumschließkassette;
Dahli;Magier;0;16917;16918;;Mantel des Netherwinds;Bindungen des Netherwinds;
Gingema;Magier;18562;19367;19346;Elementiumerz;Berührung des Drachen;Drachenzahnklinge;
Kera;Magier;18562;5760;17962;Elementiumerz;Eterniumschließkassette;Blauer Sack voller Edelsteine;
Cromos;Paladin;18562;19400;19382;Elementiumerz;Feuerschwingens Griff;Band aus reinem Elementium;
Vintersol;Paladin;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Brasok;Priester;18562;5760;5263;Elementiumerz;Eterniumschließkassette;Fussel;
Frooda;Priester;5263;19385;19437;Fussel;Energieerfüllte Gamaschen;Stiefel des reinen Gedankens;
Medinait;Priester;19370;19434;19347;Mantel der Pechschwingenkabale;Band der dunklen Herrschaft;Klaue von Chromaggus;
Panador;Priester;16924;16923;16920;Schulterstücke der Erhabenheit;Roben der Erhabenheit;Handschützer der Erhabenheit;
Solax;Priester;19382;19382;19382;Band aus reinem Elementium;Band aus reinem Elementium;Band aus reinem Elementium;
Terion;Priester;19385;19437;19347;Energieerfüllte Gamaschen;Stiefel des reinen Gedankens;Klaue von Chromaggus;
Xarfai;Priester;19437;19385;16923;Stiefel des reinen Gedankens;Energieerfüllte Gamaschen;Roben der Erhabenheit;
Yunnchen;Priester;16925;16926;16924;Gürtel der Erhabenheit;Bindungen der Erhabenheit;Schulterstücke der Erhabenheit;
Bloodwolf;Schurke;19352;19352;19352;Chromatisch gehärtetes Schwert;Chromatisch gehärtetes Schwert;Chromatisch gehärtetes Schwert;
Emergencydoc;Schurke;19377;19346;16905;Prestors Talisman der Verschwörung;Drachenzahnklinge;Blutfangbrustharnisch;
Jôncenà;Schurke;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Salto;Schurke;19352;16911;16910;Chromatisch gehärtetes Schwert;Blutfangarmschienen;Blutfanggürtel;
Shock;Schurke;16943;16943;16943;Armschienen der zehn Stürme;Armschienen der zehn Stürme;Armschienen der zehn Stürme;
