 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Nyriar;Druide;0;19381;19377;Samsung Galaxy S4;Stiefel der Schattenflamme;Prestors Talisman der Verschwörung;
Faizi;Hexenmeister;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Giftpilz-everlook;Hexenmeister;19374;19407;16933;Armschienen der arkanen Präzision;Ebenholzfarbene Flammenhandschuhe;Gürtel der Nemesis;
Javi;Hexenmeister;19379;19379;19379;Neltharions Träne;Neltharions Träne;Neltharions Träne;
Ramoni;Hexenmeister;0;19403;19407;.;Band der erzwungenen Konzentration;Ebenholzfarbene Flammenhandschuhe;
Wilfried;Hexenmeister;19403;16928;16931;Band der erzwungenen Konzentration;Handschuhe der Nemesis;Roben der Nemesis;
Fowen;Jäger;19377;19377;19377;Prestors Talisman der Verschwörung;Prestors Talisman der Verschwörung;Prestors Talisman der Verschwörung;
Gwinnith;Jäger;18227;19364;16942;Abgekauter Schnuller;Ashkandi, Großschwert der Bruderschaft;Brustplatte des Drachenjägers;
Himijana;Jäger;16937;16940;19377;Schiftung des Drachenjägers;Stulpen des Drachenjägers;Prestors Talisman der Verschwörung;
Locher;Jäger;0;16937;19384;;Schiftung des Drachenjägers;Ring des Meisterdrachentöters;
Bergomann;Krieger;19432;16253;19376;Kreis der angewandten Macht;Formel: Brust - Große Werte;Archimtiros' Ring der Abrechnung;
Deadplated;Krieger;5263;19003;19372;Fussel;Kopf von Nefarian;Helm der unendlichen Rage;
Evocíance;Krieger;19387;19387;19387;Chromatische Stiefel;Chromatische Stiefel;Chromatische Stiefel;
Harime;Krieger;19381;19003;19402;Stiefel der Schattenflamme;Kopf von Nefarian;Beinschützer des gefallenen Kreuzfahrers;
Postbotin;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Ragnard;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Skadi;Krieger;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Thorgrimmson;Krieger;19432;19394;19351;Kreis der angewandten Macht;Drachenkrallenschulterstücke;Maladath, Runenverzierte Klinge des schwarzen Drac;
Arie;Magier;19339;12717;5759;Edelstein des Gedankensprungs;Pläne: Löwenherzhelm;Thoriumschließkassette;
Dahli;Magier;0;19367;16917;;Berührung des Drachen;Mantel des Netherwinds;
Irondaughter;Magier;5263;13486;4500;Fussel;Rezept: Untod zu Wasser transmutieren;Reiserucksack;
Kera;Magier;18562;5760;0;Elementiumerz;Eterniumschließkassette;;
Babuna;Paladin;0;19375;19348;;Mish'undare, Reif des Gedankenschinders;Roter Drachenschuppenbeschützer;
Cromos;Paladin;18562;19400;19382;Elementiumerz;Feuerschwingens Griff;Band aus reinem Elementium;
Vintersol;Paladin;19437;19437;19437;Stiefel des reinen Gedankens;Stiefel des reinen Gedankens;Stiefel des reinen Gedankens;
Frooda;Priester;19382;19437;19395;Band aus reinem Elementium;Stiefel des reinen Gedankens;Edelstein der Verjüngung;
Jandura;Priester;0;16926;16925;;Bindungen der Erhabenheit;Gürtel der Erhabenheit;
Kadyía;Priester;19403;16923;16925;Band der erzwungenen Konzentration;Roben der Erhabenheit;Gürtel der Erhabenheit;
Medinait;Priester;19370;19434;19347;Mantel der Pechschwingenkabale;Band der dunklen Herrschaft;Klaue von Chromaggus;
Panador;Priester;0;19382;16924;.;Band aus reinem Elementium;Schulterstücke der Erhabenheit;
Raylâ;Priester;0;16923;19360;.;Roben der Erhabenheit;Lok'amir il Romathis;
Solax;Priester;19395;19395;19395;Edelstein der Verjüngung;Edelstein der Verjüngung;Edelstein der Verjüngung;
Xarfai;Priester;19382;19385;16923;Band aus reinem Elementium;Energieerfüllte Gamaschen;Roben der Erhabenheit;
Yunnchen;Priester;19382;16926;16924;Band aus reinem Elementium;Bindungen der Erhabenheit;Schulterstücke der Erhabenheit;
Bloodwolf;Schurke;19352;19352;19352;Chromatisch gehärtetes Schwert;Chromatisch gehärtetes Schwert;Chromatisch gehärtetes Schwert;
Emegencydoc;Schurke;19377;19346;16905;Prestors Talisman der Verschwörung;Drachenzahnklinge;Blutfangbrustharnisch;
Jôncenà;Schurke;19406;19406;19406;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;Drachenfangzahn-Talisman;
Salto;Schurke;19351;16910;16832;Maladath, Runenverzierte Klinge des schwarzen Drac;Blutfanggürtel;Blutfangschiftung;
Thrillseeker;Schurke;0;19352;16905;Lecker Bierchen;Chromatisch gehärtetes Schwert;Blutfangbrustharnisch;
Velis;Schurke;0;19352;16910;;Chromatisch gehärtetes Schwert;Blutfanggürtel;
