 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Nerethil;Druide;0;23048;22960;;Saphirons rechtes Auge;Umhang der Wundnaht;
Joi;Hexenmeister;23057;23001;23017;Edelstein der gefangenen Unschuld;Auge des Schwunds;Schleier der Finsternis;
Twarves;Hexenmeister;23046;23046;23046;Die gebundene Essenz Saphirons;Die gebundene Essenz Saphirons;Die gebundene Essenz Saphirons;
Wilfried;Hexenmeister;23049;23070;23050;Saphirons linkes Auge;Gamaschen des Widerspruchs;Umhang der Nekropole;
Shadowsniper;Jäger;23548;23014;23053;Macht der Geißel;Iblis, Klinge des gefallenen Engels;Stormrages Talisman des Zorns;
Zotgrim;Jäger;23242;23044;23548;Klaue des Frostwyrms;Verdammnisbote;Macht der Geißel;
Âmbition;Krieger;23014;23056;23219;Iblis, Klinge des gefallenen Engels;Hammer des wirbelnden Nethers;Gurt des Mentors;
Bergomann;Krieger;22812;22812;22812;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;
Hauclir;Krieger;23242;22813;22809;Klaue des Frostwyrms;Claymore der unheiligen Kraft;Keule des erlösten Kreuzzüglers;
Ippok;Krieger;23041;23041;23041;Wappen des Schlächters;Wappen des Schlächters;Wappen des Schlächters;
Jóhn;Krieger;23045;23043;23059;Schleier der Herrschaft;Das Gesicht des Todes;Ring des Schreckenspanzers;
Perlenpaula;Krieger;22812;22812;22812;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;
Reyna;Krieger;22954;22954;22954;Kuss der Spinne;Kuss der Spinne;Kuss der Spinne;
Rydøn;Krieger;23219;22936;23068;Gurt des Mentors;Handgelenksschutz der Rache;Beinplatten des Blutbads;
Saturo;Krieger;22954;22954;22954;Kuss der Spinne;Kuss der Spinne;Kuss der Spinne;
Skadi;Krieger;23577;23577;23577;Die zehrende Kälte;Die zehrende Kälte;Die zehrende Kälte;
Thorgrimmson;Krieger;23000;23053;22936;Gepanzerter Monstrositätenbrustkorb;Stormrages Talisman des Zorns;Handgelenksschutz der Rache;
Zimzarek;Krieger;23038;23038;23038;Band der unnatürlichen Kräfte;Band der unnatürlichen Kräfte;Band der unnatürlichen Kräfte;
Zquare;Krieger;22812;22812;22812;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;
Arie;Magier;22820;5760;12717;Zauberstab der Heimsuchung;Eterniumschließkassette;Pläne: Löwenherzhelm;
Cleola;Magier;0;22800;22520;Nervenruhdrops;Schwefelstab;Kel'Thuzads Phylakterium;
Excelsion;Magier;8953;23049;22983;Frittierte Kochbanane;Saphirons linkes Auge;Reifbedeckter Mantel;
Kera;Magier;22820;23545;5263;Zauberstab der Heimsuchung;Stärke der Geißel;Fussel;
Magegnom;Magier;22807;22983;23021;Gespensterklinge;Reifbedeckter Mantel;Bindungen des Seelenjägers;
Anouk;Paladin;5760;23050;23057;Eterniumschließkassette;Umhang der Nekropole;Edelstein der gefangenen Unschuld;
Babuna;Paladin;23047;23047;23047;Auge des Todes;Auge des Todes;Auge des Todes;
Juksi;Paladin;0;22942;22960;;Umarmung der Witwe;Umhang der Wundnaht;
Bimm;Priester;22960;22351;23547;Umhang der Wundnaht;Entweihte Robe;Unverwüstlichkeit der Geißel;
Brasok;Priester;5760;23070;23001;Eterniumschließkassette;Gamaschen des Widerspruchs;Auge des Schwunds;
Kerwin;Priester;22988;22820;23031;Das Ende aller Träume;Zauberstab der Heimsuchung;Band des Unvermeidlichen;
Kohlhaas;Priester;5760;22941;22994;Eterniumschließkassette;Polarschulterpolster;Faulige Hand der Macht;
Patriona;Priester;23036;22820;23025;Halskette der Leichenschau;Zauberstab der Heimsuchung;Siegel der Verdammten;
Solax;Priester;23056;22351;23048;Hammer des wirbelnden Nethers;Entweihte Robe;Saphirons rechtes Auge;
Desmond;Schurke;5760;22802;22808;Eterniumschließkassette;Königsmörder;Der Bestrafer;
Emergencydoc;Schurke;6948;22520;23060;Ruhestein;Kel'Thuzads Phylakterium;Ring der Knochensense;
Jôncenà;Schurke;5263;22804;23044;Fussel;Maexxnas Fangzahn;Verdammnisbote;
Krüppler;Schurke;23053;23045;12808;Stormrages Talisman des Zorns;Schleier der Herrschaft;Essenz des Untodes;
Relentless;Schurke;23054;23054;23054;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;
Thrillseeker;Schurke;23548;23044;5759;Macht der Geißel;Verdammnisbote;Thoriumschließkassette;
