 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Grashüpfer;Druide;8932;8932;23064;Alteraclochkäse;Alteraclochkäse;Ring des Traumwandlers;
Nerethil;Druide;0;22960;22988;;Umhang der Wundnaht;Das Ende aller Träume;
Octa;Druide;0;23071;23226;;Gamaschen der Apokalypse;Ghulhauttunika;
Snow;Druide;5760;23548;23045;Eterniumschließkassette;Macht der Geißel;Schleier der Herrschaft;
Joi;Hexenmeister;23001;22943;23017;Auge des Schwunds;Heimtückischer Steinanhänger;Schleier der Finsternis;
Ramoni;Hexenmeister;23050;22820;23545;Umhang der Nekropole;Zauberstab der Heimsuchung;Stärke der Geißel;
Wilfried;Hexenmeister;23049;23046;23070;Saphirons linkes Auge;Die gebundene Essenz Saphirons;Gamaschen des Widerspruchs;
Ellayana;Jäger;23053;23044;23548;Stormrages Talisman des Zorns;Verdammnisbote;Macht der Geißel;
Âmbition;Krieger;23219;23014;23043;Gurt des Mentors;Iblis, Klinge des gefallenen Engels;Das Gesicht des Todes;
Bergomann;Krieger;22812;22812;22812;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;
Derhansdampf;Krieger;23038;23041;22942;Band der unnatürlichen Kräfte;Wappen des Schlächters;Umarmung der Witwe;
Elbrus;Krieger;23054;23054;23054;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;
Hauclir;Krieger;23242;22798;22809;Klaue des Frostwyrms;Macht von Menethil;Keule des erlösten Kreuzzüglers;
Ippok;Krieger;23548;23043;23014;Macht der Geißel;Das Gesicht des Todes;Iblis, Klinge des gefallenen Engels;
Jóhn;Krieger;23038;23045;23041;Band der unnatürlichen Kräfte;Schleier der Herrschaft;Wappen des Schlächters;
Jóhn;Krieger;0;0;0;;;;
Reyna;Krieger;23041;23043;22954;Wappen des Schlächters;Das Gesicht des Todes;Kuss der Spinne;
Saturo;Krieger;22954;22954;22954;Kuss der Spinne;Kuss der Spinne;Kuss der Spinne;
Skadi;Krieger;23577;23577;23577;Die zehrende Kälte;Die zehrende Kälte;Die zehrende Kälte;
Thorgrimmson;Krieger;23000;23053;22798;Gepanzerter Monstrositätenbrustkorb;Stormrages Talisman des Zorns;Macht von Menethil;
Zimzarek;Krieger;23041;22806;23221;Wappen des Schlächters;Reue der Witwe;Verlegter Servoarm;
Zquare;Krieger;22812;22812;22812;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;
Arie;Magier;22820;5760;23545;Zauberstab der Heimsuchung;Eterniumschließkassette;Stärke der Geißel;
Bøøstinatrix;Magier;5263;22370;22371;Fussel;Entweihter Gürtel;Entweihte Handschuhe;
Dantholomäos;Magier;17406;22807;22351;Festtagskäserad;Gespensterklinge;Entweihte Robe;
Excelsion;Magier;23070;22983;22351;Gamaschen des Widerspruchs;Reifbedeckter Mantel;Entweihte Robe;
Anouk;Paladin;5760;23050;22988;Eterniumschließkassette;Umhang der Nekropole;Das Ende aller Träume;
Babuna;Paladin;22939;22939;22939;Band der unerhörten Gebete;Band der unerhörten Gebete;Band der unerhörten Gebete;
Helande;Paladin;0;0;0;;;;
Lielle;Paladin;6096;22942;23075;Lehrlingshemd;Umarmung der Witwe;Todeshandel;
Todesheiler;Paladin;0;22942;23036;;Umarmung der Witwe;Halskette der Leichenschau;
Bimm;Priester;23056;23056;23056;Hammer des wirbelnden Nethers;Hammer des wirbelnden Nethers;Hammer des wirbelnden Nethers;
Brasok;Priester;5760;23070;23001;Eterniumschließkassette;Gamaschen des Widerspruchs;Auge des Schwunds;
Kerwin;Priester;23046;23031;22820;Die gebundene Essenz Saphirons;Band des Unvermeidlichen;Zauberstab der Heimsuchung;
Kohlhaas;Priester;5760;22941;22994;Eterniumschließkassette;Polarschulterpolster;Faulige Hand der Macht;
Liaha;Priester;5760;16253;22988;Eterniumschließkassette;Formel: Brust - Große Werte;Das Ende aller Träume;
Solax;Priester;23047;22960;23048;Auge des Todes;Umhang der Wundnaht;Saphirons rechtes Auge;
Desmond;Schurke;5760;22802;23221;Eterniumschließkassette;Königsmörder;Verlegter Servoarm;
Emergencydoc;Schurke;0;22802;23548;;Königsmörder;Macht der Geißel;
Krüppler;Schurke;23045;23038;23041;Schleier der Herrschaft;Band der unnatürlichen Kräfte;Wappen des Schlächters;
Relentless;Schurke;23054;23054;23054;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;
