 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Snow;Druide;5760;23045;22520;Eterniumschließkassette;Schleier der Herrschaft;Kel'Thuzads Phylakterium;
Buffin;Hexenmeister;5759;5760;16253;Thoriumschließkassette;Eterniumschließkassette;Formel: Brust - Große Werte;
Deltana;Hexenmeister;22807;23070;23545;Gespensterklinge;Gamaschen des Widerspruchs;Stärke der Geißel;
Faizi;Hexenmeister;23050;23050;23050;Umhang der Nekropole;Umhang der Nekropole;Umhang der Nekropole;
Wilfried;Hexenmeister;22820;23070;22351;Zauberstab der Heimsuchung;Gamaschen des Widerspruchs;Entweihte Robe;
Avid;Jäger;23053;23548;22811;Stormrages Talisman des Zorns;Macht der Geißel;Seelenstrang;
Zotgrim;Jäger;22802;22802;22802;Königsmörder;Königsmörder;Königsmörder;
Derhansdampf;Krieger;23053;23045;23219;Stormrages Talisman des Zorns;Schleier der Herrschaft;Gurt des Mentors;
Elbrus;Krieger;23054;23054;23054;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;
Gyatt;Krieger;0;22806;23014;;Reue der Witwe;Iblis, Klinge des gefallenen Engels;
Hauclir;Krieger;23242;22813;22809;Klaue des Frostwyrms;Claymore der unheiligen Kraft;Keule des erlösten Kreuzzüglers;
Ippok;Krieger;23041;23041;23041;Wappen des Schlächters;Wappen des Schlächters;Wappen des Schlächters;
Jóhn;Krieger;23014;23045;23038;Iblis, Klinge des gefallenen Engels;Schleier der Herrschaft;Band der unnatürlichen Kräfte;
Perlenpaula;Krieger;23577;23577;23577;Die zehrende Kälte;Die zehrende Kälte;Die zehrende Kälte;
Postbotin;Krieger;22954;22954;22954;Kuss der Spinne;Kuss der Spinne;Kuss der Spinne;
Ragnard;Krieger;22812;23548;22798;Nerubischer Sklavenjäger;Macht der Geißel;Macht von Menethil;
Reyna;Krieger;22954;22954;22954;Kuss der Spinne;Kuss der Spinne;Kuss der Spinne;
Rydøn;Krieger;22808;23068;22806;Der Bestrafer;Beinplatten des Blutbads;Reue der Witwe;
Saturo;Krieger;22954;22954;22954;Kuss der Spinne;Kuss der Spinne;Kuss der Spinne;
Skadi;Krieger;23014;23045;23068;Iblis, Klinge des gefallenen Engels;Schleier der Herrschaft;Beinplatten des Blutbads;
Thorgrimmson;Krieger;23000;23219;22936;Gepanzerter Monstrositätenbrustkorb;Gurt des Mentors;Handgelenksschutz der Rache;
Zimzarek;Krieger;23038;23038;23038;Band der unnatürlichen Kräfte;Band der unnatürlichen Kräfte;Band der unnatürlichen Kräfte;
Zquare;Krieger;22812;22939;22815;Nerubischer Sklavenjäger;Band der unerhörten Gebete;Wundspalter;
Evociance;Magier;5760;16253;12717;Eterniumschließkassette;Formel: Brust - Große Werte;Pläne: Löwenherzhelm;
Icecold;Magier;22807;23049;23545;Gespensterklinge;Saphirons linkes Auge;Stärke der Geißel;
Magegnom;Magier;0;22367;22351;;Entweihter Reif;Entweihte Robe;
Anouk;Paladin;22691;22691;22691;Verderbter Aschenbringer;Verderbter Aschenbringer;Verderbter Aschenbringer;
Babuna;Paladin;23047;23047;23047;Auge des Todes;Auge des Todes;Auge des Todes;
Blitzlicht;Paladin;22939;22960;23047;Band der unerhörten Gebete;Umhang der Wundnaht;Auge des Todes;
Bimm;Priester;23056;22351;23547;Hammer des wirbelnden Nethers;Entweihte Robe;Unverwüstlichkeit der Geißel;
Brasok;Priester;5760;23070;22935;Eterniumschließkassette;Gamaschen des Widerspruchs;Berührung des Frosts;
Kerwin;Priester;22820;23031;23057;Zauberstab der Heimsuchung;Band des Unvermeidlichen;Edelstein der gefangenen Unschuld;
Kohlhaas;Priester;5760;22941;22994;Eterniumschließkassette;Polarschulterpolster;Faulige Hand der Macht;
Liaha;Priester;5760;16253;22988;Eterniumschließkassette;Formel: Brust - Große Werte;Das Ende aller Träume;
Patriona;Priester;23036;22820;23025;Halskette der Leichenschau;Zauberstab der Heimsuchung;Siegel der Verdammten;
Sinftw;Priester;5760;23046;22800;Eterniumschließkassette;Die gebundene Essenz Saphirons;Schwefelstab;
Solax;Priester;22351;22960;22368;Entweihte Robe;Umhang der Wundnaht;Entweihte Schulterpolster;
Krüppler;Schurke;23053;23045;23548;Stormrages Talisman des Zorns;Schleier der Herrschaft;Macht der Geißel;
Relentless;Schurke;23054;23054;23054;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;
Thrillseeker;Schurke;23014;22812;22520;Iblis, Klinge des gefallenen Engels;Nerubischer Sklavenjäger;Kel'Thuzads Phylakterium;
