 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Snow;Druide;5760;23023;22988;Eterniumschließkassette;Sadistenhalsband;Das Ende aller Träume;
Buffin;Hexenmeister;5759;23017;23069;Thoriumschließkassette;Schleier der Finsternis;Gewand des Nekroritters;
Deltana;Hexenmeister;22807;23070;22351;Gespensterklinge;Gamaschen des Widerspruchs;Entweihte Robe;
Faizi;Hexenmeister;23049;23049;23049;Saphirons linkes Auge;Saphirons linkes Auge;Saphirons linkes Auge;
Joi;Hexenmeister;23050;23050;23050;Umhang der Nekropole;Umhang der Nekropole;Umhang der Nekropole;
Ramoni;Hexenmeister;22820;23031;23025;Zauberstab der Heimsuchung;Band des Unvermeidlichen;Siegel der Verdammten;
Twarves;Hexenmeister;5263;23070;23046;Fussel;Gamaschen des Widerspruchs;Die gebundene Essenz Saphirons;
Ellayana;Jäger;23053;5760;13493;Stormrages Talisman des Zorns;Eterniumschließkassette;Rezept: Großes Arkanelixier;
Zotgrim;Jäger;22812;22812;22812;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;
Âmbition;Krieger;23014;23219;23043;Iblis, Klinge des gefallenen Engels;Gurt des Mentors;Das Gesicht des Todes;
Hauclir;Krieger;23242;22813;22809;Klaue des Frostwyrms;Claymore der unheiligen Kraft;Keule des erlösten Kreuzzüglers;
Ippok;Krieger;23041;23041;23041;Wappen des Schlächters;Wappen des Schlächters;Wappen des Schlächters;
Kiroco;Krieger;0;22352;22354;;Entweihte Beinplatten;Entweihte Schulterstücke;
Pepperoni;Krieger;23014;23219;22936;Iblis, Klinge des gefallenen Engels;Gurt des Mentors;Handgelenksschutz der Rache;
Perlenpaula;Krieger;5760;23059;23043;Eterniumschließkassette;Ring des Schreckenspanzers;Das Gesicht des Todes;
Postbotin;Krieger;23577;23577;23577;Die zehrende Kälte;Die zehrende Kälte;Die zehrende Kälte;
Ragnard;Krieger;5760;22798;23040;Eterniumschließkassette;Macht von Menethil;Glyphe der Abwehr;
Reyna;Krieger;23054;23054;23054;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;
Saturo;Krieger;22954;22954;22954;Kuss der Spinne;Kuss der Spinne;Kuss der Spinne;
Skadi;Krieger;22806;22808;23036;Reue der Witwe;Der Bestrafer;Halskette der Leichenschau;
Thorgrimmson;Krieger;23000;23548;22938;Gepanzerter Monstrositätenbrustkorb;Macht der Geißel;Seidenumhang der Gruftsatanskreatur;
Zimzarek;Krieger;23038;23038;23038;Band der unnatürlichen Kräfte;Band der unnatürlichen Kräfte;Band der unnatürlichen Kräfte;
Zquare;Krieger;5760;22939;22815;Eterniumschließkassette;Band der unerhörten Gebete;Wundspalter;
Arie;Magier;22820;23545;11168;Zauberstab der Heimsuchung;Stärke der Geißel;Formel: Schild - Geringes Blocken;
Icecold;Magier;22807;23050;22820;Gespensterklinge;Umhang der Nekropole;Zauberstab der Heimsuchung;
Jamera;Magier;0;23050;22351;;Umhang der Nekropole;Entweihte Robe;
Kera;Magier;23050;23050;23050;Umhang der Nekropole;Umhang der Nekropole;Umhang der Nekropole;
Anouk;Paladin;22691;22691;22691;Verderbter Aschenbringer;Verderbter Aschenbringer;Verderbter Aschenbringer;
Babuna;Paladin;23056;22960;22363;Hammer des wirbelnden Nethers;Umhang der Wundnaht;Entweihter Gurt;
Blitzlicht;Paladin;22939;22960;23027;Band der unerhörten Gebete;Umhang der Wundnaht;Güte der Vergebung;
Solax;Paladin;5760;22981;22936;Eterniumschließkassette;Gluths verschollenes Halsband;Handgelenksschutz der Rache;
Bimm;Priester;5263;22801;22939;Fussel;Spitze des Zwiespalts;Band der unerhörten Gebete;
Brasok;Priester;5760;23070;23021;Eterniumschließkassette;Gamaschen des Widerspruchs;Bindungen des Seelenjägers;
Dennis;Priester;23047;23047;23047;Auge des Todes;Auge des Todes;Auge des Todes;
Kerwin;Priester;23070;23046;22820;Gamaschen des Widerspruchs;Die gebundene Essenz Saphirons;Zauberstab der Heimsuchung;
Kohlhaas;Priester;5760;22941;22994;Eterniumschließkassette;Polarschulterpolster;Faulige Hand der Macht;
Liaha;Priester;5760;16253;22800;Eterniumschließkassette;Formel: Brust - Große Werte;Schwefelstab;
Sinftw;Priester;5760;23046;22799;Eterniumschließkassette;Die gebundene Essenz Saphirons;Seelensucher;
Yunnchen;Priester;23056;22801;22369;Hammer des wirbelnden Nethers;Spitze des Zwiespalts;Entweihte Bindungen;
Krüppler;Schurke;22802;23053;23045;Königsmörder;Stormrages Talisman des Zorns;Schleier der Herrschaft;
