 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Mîracoli;Druide;23056;23048;23036;Hammer des wirbelnden Nethers;Saphirons rechtes Auge;Halskette der Leichenschau;
Deltana;Hexenmeister;0;23070;22351;Lehrling - Viel Glück allen! ;Gamaschen des Widerspruchs;Entweihte Robe;
Faizi;Hexenmeister;23049;23049;23049;Saphirons linkes Auge;Saphirons linkes Auge;Saphirons linkes Auge;
Joi;Hexenmeister;23050;23050;23050;Umhang der Nekropole;Umhang der Nekropole;Umhang der Nekropole;
Ramoni;Hexenmeister;0;23031;22820;Kuchen;Band des Unvermeidlichen;Zauberstab der Heimsuchung;
Twarves;Hexenmeister;5263;23070;23046;Fussel;Gamaschen des Widerspruchs;Die gebundene Essenz Saphirons;
Ellayana;Jäger;5760;13493;16253;Eterniumschließkassette;Rezept: Großes Arkanelixier;Formel: Brust - Große Werte;
Kathisaphir;Jäger;0;22802;22811;:);Königsmörder;Seelenstrang;
Shadowsniper;Jäger;23053;22804;23014;Stormrages Talisman des Zorns;Maexxnas Fangzahn;Iblis, Klinge des gefallenen Engels;
Zotgrim;Jäger;22812;22812;22812;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;
Âmbition;Krieger;23014;23043;23036;Iblis, Klinge des gefallenen Engels;Das Gesicht des Todes;Halskette der Leichenschau;
Bergomann;Krieger;22954;22954;22954;Kuss der Spinne;Kuss der Spinne;Kuss der Spinne;
Derhansdampf;Krieger;22808;23045;22942;Der Bestrafer;Schleier der Herrschaft;Umarmung der Witwe;
Elbrus;Krieger;23054;23054;23054;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;
Hauclir;Krieger;23242;22809;22813;Klaue des Frostwyrms;Keule des erlösten Kreuzzüglers;Claymore der unheiligen Kraft;
Ippok;Krieger;23041;23041;23041;Wappen des Schlächters;Wappen des Schlächters;Wappen des Schlächters;
Postbotin;Krieger;23577;23577;23577;Die zehrende Kälte;Die zehrende Kälte;Die zehrende Kälte;
Ragnard;Krieger;23053;23053;23053;Stormrages Talisman des Zorns;Stormrages Talisman des Zorns;Stormrages Talisman des Zorns;
Reyna;Krieger;23038;23045;23043;Band der unnatürlichen Kräfte;Schleier der Herrschaft;Das Gesicht des Todes;
Saturo;Krieger;23219;23045;23043;Gurt des Mentors;Schleier der Herrschaft;Das Gesicht des Todes;
Shandra;Krieger;22632;23014;23068;Atiesh, Hohestab des Wächters;Iblis, Klinge des gefallenen Engels;Beinplatten des Blutbads;
Skadi;Krieger;22806;23043;23014;Reue der Witwe;Das Gesicht des Todes;Iblis, Klinge des gefallenen Engels;
Thorgrimmson;Krieger;23000;23548;22938;Gepanzerter Monstrositätenbrustkorb;Macht der Geißel;Seidenumhang der Gruftsatanskreatur;
Zquare;Krieger;5760;22939;22815;Eterniumschließkassette;Band der unerhörten Gebete;Wundspalter;
Arie;Magier;22820;23027;23035;Zauberstab der Heimsuchung;Güte der Vergebung;Hut des Mentors;
Evociance;Magier;23031;22799;22801;Band des Unvermeidlichen;Seelensucher;Spitze des Zwiespalts;
Icecold;Magier;22807;22820;22943;Gespensterklinge;Zauberstab der Heimsuchung;Heimtückischer Steinanhänger;
Kera;Magier;23050;23050;23050;Umhang der Nekropole;Umhang der Nekropole;Umhang der Nekropole;
Petrosilius;Magier;23021;23021;23021;Bindungen des Seelenjägers;Bindungen des Seelenjägers;Bindungen des Seelenjägers;
Anouk;Paladin;22691;22691;22691;Verderbter Aschenbringer;Verderbter Aschenbringer;Verderbter Aschenbringer;
Babuna;Paladin;0;23056;23547;.;Hammer des wirbelnden Nethers;Unverwüstlichkeit der Geißel;
Solax;Paladin;5760;22943;22981;Eterniumschließkassette;Heimtückischer Steinanhänger;Gluths verschollenes Halsband;
Vintersol;Paladin;22960;22798;22815;Umhang der Wundnaht;Macht von Menethil;Wundspalter;
Brasok;Priester;5760;23070;23021;Eterniumschließkassette;Gamaschen des Widerspruchs;Bindungen des Seelenjägers;
Dennis;Priester;23047;23047;23047;Auge des Todes;Auge des Todes;Auge des Todes;
Kerwin;Priester;5760;23070;23031;Eterniumschließkassette;Gamaschen des Widerspruchs;Band des Unvermeidlichen;
Liaha;Priester;5760;16253;23021;Eterniumschließkassette;Formel: Brust - Große Werte;Bindungen des Seelenjägers;
Patriona;Priester;5760;22820;23031;Eterniumschließkassette;Zauberstab der Heimsuchung;Band des Unvermeidlichen;
Sinftw;Priester;5760;23046;22799;Eterniumschließkassette;Die gebundene Essenz Saphirons;Seelensucher;
Yunnchen;Priester;0;23056;22801;;Hammer des wirbelnden Nethers;Spitze des Zwiespalts;
Krüppler;Schurke;18227;22802;23038;Abgekauter Schnuller;Königsmörder;Band der unnatürlichen Kräfte;
