 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Auxeroise;Druide;22632;22631;23056;Atiesh, Hohestab des Wächters;Atiesh, Hohestab des Wächters;Hammer des wirbelnden Nethers;
Buffin;Hexenmeister;22799;23017;5759;Seelensucher;Schleier der Finsternis;Thoriumschließkassette;
Joi;Hexenmeister;23050;23050;23050;Umhang der Nekropole;Umhang der Nekropole;Umhang der Nekropole;
Joi;Hexenmeister;22731;22731;22731;Umhang des Verschlungenen;Umhang des Verschlungenen;Umhang des Verschlungenen;
Ramoni;Hexenmeister;0;23025;22820;Ich mag Kuchrn;Siegel der Verdammten;Zauberstab der Heimsuchung;
Twarves;Hexenmeister;5263;22520;23070;Fussel;Kel'Thuzads Phylakterium;Gamaschen des Widerspruchs;
Ellayana;Jäger;22961;23053;16253;Band des neuen Lebens;Stormrages Talisman des Zorns;Formel: Brust - Große Werte;
Shadowsniper;Jäger;22804;23071;22815;Maexxnas Fangzahn;Gamaschen der Apokalypse;Wundspalter;
Zotgrim;Jäger;22812;22812;22812;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;
Bergomann;Krieger;22954;22954;22954;Kuss der Spinne;Kuss der Spinne;Kuss der Spinne;
Elbrus;Krieger;23054;23054;23054;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;
Hauclir;Krieger;23242;22813;22809;Klaue des Frostwyrms;Claymore der unheiligen Kraft;Keule des erlösten Kreuzzüglers;
Ippok;Krieger;23041;22936;23059;Wappen des Schlächters;Handgelenksschutz der Rache;Ring des Schreckenspanzers;
Pepperoni;Krieger;23045;22936;23242;Schleier der Herrschaft;Handgelenksschutz der Rache;Klaue des Frostwyrms;
Perlenpaula;Krieger;23577;23577;23577;Die zehrende Kälte;Die zehrende Kälte;Die zehrende Kälte;
Postbotin;Krieger;23577;23577;23577;Die zehrende Kälte;Die zehrende Kälte;Die zehrende Kälte;
Ragnard;Krieger;23053;23053;23053;Stormrages Talisman des Zorns;Stormrages Talisman des Zorns;Stormrages Talisman des Zorns;
Reyna;Krieger;23041;23045;22808;Wappen des Schlächters;Schleier der Herrschaft;Der Bestrafer;
Saturo;Krieger;23219;23045;23043;Gurt des Mentors;Schleier der Herrschaft;Das Gesicht des Todes;
Shandra;Krieger;22632;22936;23068;Atiesh, Hohestab des Wächters;Handgelenksschutz der Rache;Beinplatten des Blutbads;
Skadi;Krieger;22806;23043;23018;Reue der Witwe;Das Gesicht des Todes;Siegel des gefallenen Verteidigers;
Thorgrimmson;Krieger;23000;23548;22938;Gepanzerter Monstrositätenbrustkorb;Macht der Geißel;Seidenumhang der Gruftsatanskreatur;
Zimzarek;Krieger;23038;23038;23038;Band der unnatürlichen Kräfte;Band der unnatürlichen Kräfte;Band der unnatürlichen Kräfte;
Arie;Magier;5760;5759;22801;Eterniumschließkassette;Thoriumschließkassette;Spitze des Zwiespalts;
Kera;Magier;23050;23050;23050;Umhang der Nekropole;Umhang der Nekropole;Umhang der Nekropole;
Pearli;Magier;23046;23049;23057;Die gebundene Essenz Saphirons;Saphirons linkes Auge;Edelstein der gefangenen Unschuld;
Petrosilius;Magier;23050;23050;23050;Umhang der Nekropole;Umhang der Nekropole;Umhang der Nekropole;
Anouk;Paladin;22691;22691;22691;Verderbter Aschenbringer;Verderbter Aschenbringer;Verderbter Aschenbringer;
Babuna;Paladin;0;23056;23547;.;Hammer des wirbelnden Nethers;Unverwüstlichkeit der Geißel;
Solax;Paladin;5760;22798;22981;Eterniumschließkassette;Macht von Menethil;Gluths verschollenes Halsband;
Brasok;Priester;5760;23070;23021;Eterniumschließkassette;Gamaschen des Widerspruchs;Bindungen des Seelenjägers;
Dennis;Priester;23047;23047;23047;Auge des Todes;Auge des Todes;Auge des Todes;
Kerwin;Priester;5760;23070;23545;Eterniumschließkassette;Gamaschen des Widerspruchs;Stärke der Geißel;
Liaha;Priester;5760;16253;23046;Eterniumschließkassette;Formel: Brust - Große Werte;Die gebundene Essenz Saphirons;
Patriona;Priester;5759;22820;23031;Thoriumschließkassette;Zauberstab der Heimsuchung;Band des Unvermeidlichen;
Pharmia;Priester;22960;23047;23048;Umhang der Wundnaht;Auge des Todes;Saphirons rechtes Auge;
Sinftw;Priester;5760;23046;22799;Eterniumschließkassette;Die gebundene Essenz Saphirons;Seelensucher;
Desmond;Schurke;5760;22802;22808;Eterniumschließkassette;Königsmörder;Der Bestrafer;
Krüppler;Schurke;18227;22520;23044;Abgekauter Schnuller;Kel'Thuzads Phylakterium;Verdammnisbote;
Relentless;Schurke;23014;23014;23014;Iblis, Klinge des gefallenen Engels;Iblis, Klinge des gefallenen Engels;Iblis, Klinge des gefallenen Engels;
