 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Snow;Druide;5760;23023;23018;Eterniumschließkassette;Sadistenhalsband;Siegel des gefallenen Verteidigers;
Buffin;Hexenmeister;5759;5760;22799;Thoriumschließkassette;Eterniumschließkassette;Seelensucher;
Eotling;Hexenmeister;12808;22803;23242;Essenz des Untodes;Mitternachtsnebel;Klaue des Frostwyrms;
Faizi;Hexenmeister;23049;23057;23032;Saphirons linkes Auge;Edelstein der gefangenen Unschuld;Gletscherkopfputz;
Joi;Hexenmeister;23070;23001;23057;Gamaschen des Widerspruchs;Auge des Schwunds;Edelstein der gefangenen Unschuld;
Ramoni;Hexenmeister;0;22800;22820;Ichmagpink;Schwefelstab;Zauberstab der Heimsuchung;
Avid;Jäger;23053;23045;23038;Stormrages Talisman des Zorns;Schleier der Herrschaft;Band der unnatürlichen Kräfte;
Ellayana;Jäger;22802;22961;13493;Königsmörder;Band des neuen Lebens;Rezept: Großes Arkanelixier;
Shadowsniper;Jäger;22804;23039;23053;Maexxnas Fangzahn;Das Auge Nerubs;Stormrages Talisman des Zorns;
Zotgrim;Jäger;22812;22812;22812;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;
Âmbition;Krieger;23041;23041;23041;Wappen des Schlächters;Wappen des Schlächters;Wappen des Schlächters;
Derhansdampf;Krieger;23577;22808;23045;Die zehrende Kälte;Der Bestrafer;Schleier der Herrschaft;
Hauclir;Krieger;23242;22813;22809;Klaue des Frostwyrms;Claymore der unheiligen Kraft;Keule des erlösten Kreuzzüglers;
Ippok;Krieger;23577;22936;23053;Die zehrende Kälte;Handgelenksschutz der Rache;Stormrages Talisman des Zorns;
Pepperoni;Krieger;23014;23053;22936;Iblis, Klinge des gefallenen Engels;Stormrages Talisman des Zorns;Handgelenksschutz der Rache;
Perlenpaula;Krieger;22954;22954;22954;Kuss der Spinne;Kuss der Spinne;Kuss der Spinne;
Postbotin;Krieger;23577;23043;23221;Die zehrende Kälte;Das Gesicht des Todes;Verlegter Servoarm;
Reyna;Krieger;23577;23045;23053;Die zehrende Kälte;Schleier der Herrschaft;Stormrages Talisman des Zorns;
Saturo;Krieger;23219;23045;22813;Gurt des Mentors;Schleier der Herrschaft;Claymore der unheiligen Kraft;
Skadi;Krieger;22806;22355;23018;Reue der Witwe;Entweihte Armschienen;Siegel des gefallenen Verteidigers;
Thorgrimmson;Krieger;23000;23219;23548;Gepanzerter Monstrositätenbrustkorb;Gurt des Mentors;Macht der Geißel;
Zimzarek;Krieger;23038;23038;23038;Band der unnatürlichen Kräfte;Band der unnatürlichen Kräfte;Band der unnatürlichen Kräfte;
Arie;Magier;5760;12717;5759;Eterniumschließkassette;Pläne: Löwenherzhelm;Thoriumschließkassette;
Hikii;Magier;0;0;22807;;;Gespensterklinge;
Icecold;Magier;22807;23031;23062;Gespensterklinge;Band des Unvermeidlichen;Frostfeuerring;
Kera;Magier;22820;0;0;Zauberstab der Heimsuchung;;;
Pearli;Magier;23050;23050;23050;Umhang der Nekropole;Umhang der Nekropole;Umhang der Nekropole;
Anouk;Paladin;22691;22691;22691;Verderbter Aschenbringer;Verderbter Aschenbringer;Verderbter Aschenbringer;
Babuna;Paladin;0;23056;22350;.;Hammer des wirbelnden Nethers;Entweihte Tunika;
Blitzlicht;Paladin;23047;22819;22939;Auge des Todes;Schild der Geißelung;Band der unerhörten Gebete;
Chores;Paladin;5760;22798;22988;Eterniumschließkassette;Macht von Menethil;Das Ende aller Träume;
Solax;Paladin;5760;22981;23545;Eterniumschließkassette;Gluths verschollenes Halsband;Stärke der Geißel;
Brasok;Priester;5760;23070;23021;Eterniumschließkassette;Gamaschen des Widerspruchs;Bindungen des Seelenjägers;
Kerwin;Priester;5760;22983;23070;Eterniumschließkassette;Reifbedeckter Mantel;Gamaschen des Widerspruchs;
Liaha;Priester;5760;5760;5760;Eterniumschließkassette;Eterniumschließkassette;Eterniumschließkassette;
Patriona;Priester;5760;22820;23025;Eterniumschließkassette;Zauberstab der Heimsuchung;Siegel der Verdammten;
Sinftw;Priester;5760;23047;22799;Eterniumschließkassette;Auge des Todes;Seelensucher;
Yunnchen;Priester;0;23056;22801;;Hammer des wirbelnden Nethers;Spitze des Zwiespalts;
Relentless;Schurke;23054;23054;23054;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;
