 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Safin;Druide;0;22360;22350;;Entweihtes Kopfstück;Entweihte Tunika;
Deltana;Hexenmeister;22351;23070;22807;Entweihte Robe;Gamaschen des Widerspruchs;Gespensterklinge;
Faizi;Hexenmeister;23049;23049;23049;Saphirons linkes Auge;Saphirons linkes Auge;Saphirons linkes Auge;
Joi;Hexenmeister;23050;23050;23050;Umhang der Nekropole;Umhang der Nekropole;Umhang der Nekropole;
Ramoni;Hexenmeister;22820;23070;23046;Zauberstab der Heimsuchung;Gamaschen des Widerspruchs;Die gebundene Essenz Saphirons;
Twarves;Hexenmeister;5263;23070;23046;Fussel;Gamaschen des Widerspruchs;Die gebundene Essenz Saphirons;
Wilfried;Hexenmeister;0;22820;23046;;Zauberstab der Heimsuchung;Die gebundene Essenz Saphirons;
Kaeseroller;Jäger;23045;23044;5760;Schleier der Herrschaft;Verdammnisbote;Eternium Schließkassette;
Sjadowsniper;Jäger;22954;22804;23053;Kuss der Spinne;Maexxnas Fangzahn;Stormrages Talisman des Zorns;
Zotgrim;Jäger;22812;22812;22812;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;
Âmbition;Krieger;23014;23219;23036;Iblis, Klinge des gefallenen Engels;Gurt des Mentors;Halskette der Leichenschau;
Bergomann;Krieger;22691;22691;22691;Verderbter Aschenbringer;Verderbter Aschenbringer;Verderbter Aschenbringer;
Hauclir;Krieger;23242;22813;22809;Klaue des Frostwyrms;Claymore der unheiligen Kraft;Keule des erlösten Kreuzzüglers;
Ippok;Krieger;23041;23041;23041;Wappen des Schlächters;Wappen des Schlächters;Wappen des Schlächters;
Kiroco;Krieger;0;22349;22354;;Entweihte Brustplatte;Entweihte Schulterstücke;
Pepperoni;Krieger;23041;23219;23059;Wappen des Schlächters;Gurt des Mentors;Ring des Schreckenspanzers;
Postbotin;Krieger;23577;23577;23577;Die zehrende Kälte;Die zehrende Kälte;Die zehrende Kälte;
Ragnard;Krieger;23053;23053;23053;Stormrages Talisman des Zorns;Stormrages Talisman des Zorns;Stormrages Talisman des Zorns;
Reyna;Krieger;23014;22936;22806;Iblis, Klinge des gefallenen Engels;Handgelenksschutz der Rache;Reue der Witwe;
Saturo;Krieger;22954;22954;22954;Kuss der Spinne;Kuss der Spinne;Kuss der Spinne;
Shandra;Krieger;23014;22936;22938;Iblis, Klinge des gefallenen Engels;Handgelenksschutz der Rache;Seidenumhang der Gruftsatanskreatur;
Skadi;Krieger;22806;23043;23018;Reue der Witwe;Das Gesicht des Todes;Siegel des gefallenen Verteidigers;
Thorgrimmson;Krieger;23000;23041;23548;Gepanzerter Monstrositätenbrustkorb;Wappen des Schlächters;Macht der Geißel;
Zimzarek;Krieger;23038;23038;23038;Band der unnatürlichen Kräfte;Band der unnatürlichen Kräfte;Band der unnatürlichen Kräfte;
Zquare;Krieger;5760;22939;22815;Eterniumschließkassette;Band der unerhörten Gebete;Wundspalter;
Hikii;Magier;0;0;23237;;;Ring der ewigen Flamme;
Icecold;Magier;22807;22820;23545;Gespensterklinge;Zauberstab der Heimsuchung;Stärke der Geißel;
Jamera;Magier;0;23237;22807;;Ring der ewigen Flamme;Gespensterklinge;
Kera;Magier;23050;23050;23050;Umhang der Nekropole;Umhang der Nekropole;Umhang der Nekropole;
Babuna;Paladin;0;23056;23547;.;Hammer des wirbelnden Nethers;Unverwüstlichkeit der Geißel;
Blitzlicht;Paladin;22819;22939;22960;Schild der Geißelung;Band der unerhörten Gebete;Umhang der Wundnaht;
Kathî;Paladin;0;22942;22360;1;Umarmung der Witwe;Entweihtes Kopfstück;
Bimm;Priester;22708;22801;22939;Ramaladnis Schicksal;Spitze des Zwiespalts;Band der unerhörten Gebete;
Brasok;Priester;5760;23070;23021;Eterniumschließkassette;Gamaschen des Widerspruchs;Bindungen des Seelenjägers;
Kerwin;Priester;5760;23070;22820;Eterniumschließkassette;Gamaschen des Widerspruchs;Zauberstab der Heimsuchung;
Kohlhaas;Priester;5760;22941;22994;Eterniumschließkassette;Polarschulterpolster;Faulige Hand der Macht;
Patriona;Priester;5760;23025;22820;Eterniumschließkassette;Siegel der Verdammten;Zauberstab der Heimsuchung;
Sinftw;Priester;5760;23046;22799;Eterniumschließkassette;Die gebundene Essenz Saphirons;Seelensucher;
Solax;Priester;5760;23548;22981;Eterniumschließkassette;Macht der Geißel;Gluths verschollenes Halsband;
Yunnchen;Priester;0;23056;22801;;Hammer des wirbelnden Nethers;Spitze des Zwiespalts;
Desmond;Schurke;0;0;0;;;;
Krüppler;Schurke;18227;22802;22520;Abgekauter Schnuller;Königsmörder;Kel'Thuzads Phylakterium;
Relentless;Schurke;23054;23054;23054;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;
