 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Snow;Druide;5760;23023;23045;Eterniumschließkassette;Sadistenhalsband;Schleier der Herrschaft;
Faizi;Hexenmeister;23049;23049;23049;Saphirons linkes Auge;Saphirons linkes Auge;Saphirons linkes Auge;
Ramoni;Hexenmeister;22820;23070;23057;Zauberstab der Heimsuchung;Gamaschen des Widerspruchs;Edelstein der gefangenen Unschuld;
Twarves;Hexenmeister;23070;23046;23057;Gamaschen des Widerspruchs;Die gebundene Essenz Saphirons;Edelstein der gefangenen Unschuld;
Wilfried;Hexenmeister;0;23025;23046;;Siegel der Verdammten;Die gebundene Essenz Saphirons;
Avid;Jäger;23038;23045;23053;Band der unnatürlichen Kräfte;Schleier der Herrschaft;Stormrages Talisman des Zorns;
Ellayana;Jäger;23053;23033;13493;Stormrages Talisman des Zorns;Eisschuppenhelmkappe;Rezept: Großes Arkanelixier;
Zotgrim;Jäger;22802;22802;22802;Königsmörder;Königsmörder;Königsmörder;
Âmbition;Krieger;22812;23219;22942;Nerubischer Sklavenjäger;Gurt des Mentors;Umarmung der Witwe;
Bergomann;Krieger;22812;22942;22939;Nerubischer Sklavenjäger;Umarmung der Witwe;Band der unerhörten Gebete;
Derhansdampf;Krieger;23014;23219;22942;Iblis, Klinge des gefallenen Engels;Gurt des Mentors;Umarmung der Witwe;
Elbrus;Krieger;23054;23054;23054;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;
Hauclir;Krieger;23242;22813;22809;Klaue des Frostwyrms;Claymore der unheiligen Kraft;Keule des erlösten Kreuzzüglers;
Ippok;Krieger;23041;23041;23041;Wappen des Schlächters;Wappen des Schlächters;Wappen des Schlächters;
Perlenpaula;Krieger;23577;23577;23577;Die zehrende Kälte;Die zehrende Kälte;Die zehrende Kälte;
Ragnard;Krieger;22812;23548;22798;Nerubischer Sklavenjäger;Macht der Geißel;Macht von Menethil;
Reyna;Krieger;23038;23038;23038;Band der unnatürlichen Kräfte;Band der unnatürlichen Kräfte;Band der unnatürlichen Kräfte;
Saturo;Krieger;22954;22954;22954;Kuss der Spinne;Kuss der Spinne;Kuss der Spinne;
Skadi;Krieger;23014;22808;23036;Iblis, Klinge des gefallenen Engels;Der Bestrafer;Halskette der Leichenschau;
Thorgrimmson;Krieger;23000;23548;22936;Gepanzerter Monstrositätenbrustkorb;Macht der Geißel;Handgelenksschutz der Rache;
Zquare;Krieger;22812;22939;22815;Nerubischer Sklavenjäger;Band der unerhörten Gebete;Wundspalter;
Arie;Magier;22820;23545;23035;Zauberstab der Heimsuchung;Stärke der Geißel;Hut des Mentors;
Icecold;Magier;22807;22820;23050;Gespensterklinge;Zauberstab der Heimsuchung;Umhang der Nekropole;
Jamera;Magier;22351;22820;22800;Entweihte Robe;Zauberstab der Heimsuchung;Schwefelstab;
Kera;Magier;23050;23050;23050;Umhang der Nekropole;Umhang der Nekropole;Umhang der Nekropole;
Magegnom;Magier;0;23237;23062;;Ring der ewigen Flamme;Frostfeuerring;
Anouk;Paladin;22691;22691;22691;Verderbter Aschenbringer;Verderbter Aschenbringer;Verderbter Aschenbringer;
Babuna;Paladin;22939;0;22798;Band der unerhörten Gebete;.;Macht von Menethil;
Eloriana;Paladin;0;22798;23219;;Macht von Menethil;Gurt des Mentors;
Bimm;Priester;23047;23048;22367;Auge des Todes;Saphirons rechtes Auge;Entweihter Reif;
Brasok;Priester;5760;22803;22937;Eterniumschließkassette;Mitternachtsnebel;Edelstein von Nerubis;
Kerwin;Priester;22820;23031;23046;Zauberstab der Heimsuchung;Band des Unvermeidlichen;Die gebundene Essenz Saphirons;
Kohlhaas;Priester;5760;22941;22994;Eterniumschließkassette;Polarschulterpolster;Faulige Hand der Macht;
Liaha;Priester;16253;5760;22988;Formel: Brust - Große Werte;Eterniumschließkassette;Das Ende aller Träume;
Patriona;Priester;23036;22820;23025;Halskette der Leichenschau;Zauberstab der Heimsuchung;Siegel der Verdammten;
Sinftw;Priester;5760;23046;22799;Eterniumschließkassette;Die gebundene Essenz Saphirons;Seelensucher;
Solax;Priester;6096;22960;23009;Lehrlingshemd;Umhang der Wundnaht;Zauberstab des flüsternden Todes;
Desmond;Schurke;5760;22802;22808;Eterniumschließkassette;Königsmörder;Der Bestrafer;
Krüppler;Schurke;23038;23045;22812;Band der unnatürlichen Kräfte;Schleier der Herrschaft;Nerubischer Sklavenjäger;
Relentless;Schurke;23054;23054;23054;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;
Thrillseeker;Schurke;0;22806;23041;Lecker Bierchen;Reue der Witwe;Wappen des Schlächters;
