 Name;Klasse;prio1itemid;prio2itemid;prio3itemid;prio1itemname;prio2itemname;prio3itemname;
Snow;Druide;5760;22954;23018;Eterniumschließkassette;Kuss der Spinne;Siegel des gefallenen Verteidigers;
Buffin;Hexenmeister;5759;5760;22799;Thoriumschließkassette;Eterniumschließkassette;Seelensucher;
Faizi;Hexenmeister;23049;23017;23032;Saphirons linkes Auge;Schleier der Finsternis;Gletscherkopfputz;
Joi;Hexenmeister;22807;22807;22807;Gespensterklinge;Gespensterklinge;Gespensterklinge;
Pilzkopf;Hexenmeister;5263;23046;23031;Fussel;Die gebundene Essenz Saphirons;Band des Unvermeidlichen;
Avid;Jäger;23044;23044;23044;Verdammnisbote;Verdammnisbote;Verdammnisbote;
Ellayana;Jäger;22802;22961;23053;Königsmörder;Band des neuen Lebens;Stormrages Talisman des Zorns;
Zotgrim;Jäger;22812;22812;22812;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;Nerubischer Sklavenjäger;
Âmbition;Krieger;23041;23056;23043;Wappen des Schlächters;Hammer des wirbelnden Nethers;Das Gesicht des Todes;
Bergomann;Krieger;23577;23577;23577;Die zehrende Kälte;Die zehrende Kälte;Die zehrende Kälte;
Derhansdampf;Krieger;23000;23041;22808;Gepanzerter Monstrositätenbrustkorb;Wappen des Schlächters;Der Bestrafer;
Elbrus;Krieger;23054;23054;23054;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;
Hauclir;Krieger;23242;22809;22815;Klaue des Frostwyrms;Keule des erlösten Kreuzzüglers;Wundspalter;
Pepperoni;Krieger;23219;23041;22936;Gurt des Mentors;Wappen des Schlächters;Handgelenksschutz der Rache;
Ragnard;Krieger;23053;23053;23053;Stormrages Talisman des Zorns;Stormrages Talisman des Zorns;Stormrages Talisman des Zorns;
Reyna;Krieger;22708;22808;23242;Ramaladnis Schicksal;Der Bestrafer;Klaue des Frostwyrms;
Saturo;Krieger;23219;23045;23043;Gurt des Mentors;Schleier der Herrschaft;Das Gesicht des Todes;
Skadi;Krieger;22806;23043;23059;Reue der Witwe;Das Gesicht des Todes;Ring des Schreckenspanzers;
Thorgrimmson;Krieger;22954;23548;23068;Kuss der Spinne;Macht der Geißel;Beinplatten des Blutbads;
Zimzarek;Krieger;23014;23014;23014;Iblis, Klinge des gefallenen Engels;Iblis, Klinge des gefallenen Engels;Iblis, Klinge des gefallenen Engels;
Zquare;Krieger;5760;22939;22798;Eterniumschließkassette;Band der unerhörten Gebete;Macht von Menethil;
Arie;Magier;23057;23057;23057;Edelstein der gefangenen Unschuld;Edelstein der gefangenen Unschuld;Edelstein der gefangenen Unschuld;
Evociance;Magier;22799;22806;23027;Seelensucher;Reue der Witwe;Güte der Vergebung;
Kera;Magier;23046;23021;22820;Die gebundene Essenz Saphirons;Bindungen des Seelenjägers;Zauberstab der Heimsuchung;
Pearli;Magier;23050;23050;23050;Umhang der Nekropole;Umhang der Nekropole;Umhang der Nekropole;
Petrosilius;Magier;23050;23050;23050;Umhang der Nekropole;Umhang der Nekropole;Umhang der Nekropole;
Anouk;Paladin;22691;22691;22691;Verderbter Aschenbringer;Verderbter Aschenbringer;Verderbter Aschenbringer;
Chores;Paladin;5760;22798;22988;Eterniumschließkassette;Macht von Menethil;Das Ende aller Träume;
Ollebolle;Paladin;22960;22819;23045;Umhang der Wundnaht;Schild der Geißelung;Schleier der Herrschaft;
Solax;Paladin;5760;23043;22981;Eterniumschließkassette;Das Gesicht des Todes;Gluths verschollenes Halsband;
Vintersol;Paladin;4537;22798;22815;Tel'Abim-Banane;Macht von Menethil;Wundspalter;
Brasok;Priester;5760;23070;23021;Eterniumschließkassette;Gamaschen des Widerspruchs;Bindungen des Seelenjägers;
Dennis;Priester;22960;22939;23048;Umhang der Wundnaht;Band der unerhörten Gebete;Saphirons rechtes Auge;
Kerwin;Priester;5760;22983;23545;Eterniumschließkassette;Reifbedeckter Mantel;Stärke der Geißel;
Liaha;Priester;5760;5760;5760;Eterniumschließkassette;Eterniumschließkassette;Eterniumschließkassette;
Patriona;Priester;22947;23031;22820;Anhänger der vergessenen Namen;Band des Unvermeidlichen;Zauberstab der Heimsuchung;
Pharmia;Priester;23056;22939;22960;Hammer des wirbelnden Nethers;Band der unerhörten Gebete;Umhang der Wundnaht;
Sinftw;Priester;5760;23046;4500;Eterniumschließkassette;Die gebundene Essenz Saphirons;Reiserucksack;
Relentless;Schurke;23054;23054;23054;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;Gressil, Vorbote des Untergangs;
